,,DASE_C,,,,DASE_O,,,,AD_S,,,,POET_S,,,,NREL_S,,,,AD_N,,,,POET_N,,,,NREL_N,,,,CS_N,,,,GWC16,,,,GWC20,,,
,days,1P,2PS,2PP,3PP,1P.1,2PS.1,2PP.1,3PP.1,1P.2,2PS.2,2PP.2,3PP.2,1P.3,2PS.3,2PP.3,3PP.3,1P.4,2PS.4,2PP.4,3PP.4,1P.5,2PS.5,2PP.5,3PP.5,1P.6,2PS.6,2PP.6,3PP.6,1P.7,2PS.7,2PP.7,3PP.7,1P.8,2PS.8,2PP.8,3PP.8,1P.9,2PS.9,2PP.9,3PP.9,1P.10,2PS.10,2PP.10,3PP
40,2848,1177.663314,1118.695592,284.5403556,2724.90844,1174.535869,1103.238137,285.896731,516.4419347,1197.487808,1128.266997,268.5884598,2025.407965,1067.917503,844.9056652,94.52544118,188.8957769,1269.539361,1400.508225,211.3445381,2955.731472,857.8972925,765.2625422,163.0350107,1457.741015,726.0349279,626.4991191,61.79918493,157.5201517,893.9673236,956.6307525,138.2411468,1591.074433,878.7351856,1335.49746,375.5300623,518.3144744,448.53218,403.7339913,56.79864755,83.35690469,444.5921246,393.2809866,62.86840252,140.5388569
41,2921,1179.77393,1128.93033,284.5411979,2724.90844,1176.858599,1113.51687,285.8975664,516.4419348,1198.187336,1137.48302,268.5889402,2025.408143,1075.471104,855.7851423,94.52617941,188.8957773,1270.782998,1406.513079,211.3452965,2955.731472,859.0869457,772.4448371,163.0356249,1457.741017,732.5735078,634.4024191,61.79981864,157.5201572,895.316918,960.5835432,138.2416899,1591.074433,879.0406612,1335.898194,375.5311459,518.3176169,452.6241806,408.4430153,56.79877769,83.35719052,448.6234411,397.9778408,62.8685137,140.5734877
42,2994,1181.677887,1138.890194,284.5420402,2724.908441,1178.960697,1123.532856,285.8984018,516.441935,1198.796333,1146.365584,268.5894207,2025.408322,1082.619625,866.3842752,94.52691763,188.8957776,1271.883284,1412.140536,211.346055,2955.731472,860.1512048,779.4007828,163.0362391,1457.741019,738.8191715,642.0884973,61.80045235,157.5201568,896.5275793,964.2739106,138.2422331,1591.074433,879.302426,1336.244511,375.5322271,518.3200147,456.5348507,412.9922491,56.79890783,83.35742064,452.4751911,402.5200029,62.86862488,140.6028974
43,3067,1183.39542,1148.582566,284.5428824,2724.908441,1180.863121,1133.292812,285.8992373,516.441935,1199.326515,1154.926754,268.5899011,2025.408501,1089.384788,876.7102878,94.52765586,188.8957779,1272.856743,1417.414314,211.3468135,2955.731472,861.1032867,786.1375127,163.0368533,1457.741021,744.785041,649.563324,61.80108606,157.5201535,897.6136099,967.7192769,138.2427762,1591.074433,879.5267347,1336.543801,375.5333067,518.3218443,460.2722255,417.3871148,56.79903798,83.35760892,456.155373,406.91257,62.86873604,140.6278732
44,3140,1184.944781,1158.014629,284.5437247,2724.908441,1182.584837,1142.803283,285.9000727,516.441935,1199.788082,1163.178158,268.5903816,2025.40868,1095.787153,886.770218,94.52839408,188.8957782,1273.717994,1422.356641,211.347572,2955.731472,861.9550154,792.6619352,163.0374675,1457.741023,750.4836507,656.8327056,61.80171977,157.520154,898.5878398,970.9359077,138.2433194,1591.074433,879.7189467,1336.80245,375.5343854,518.3232404,463.8439845,421.6328505,56.79916812,83.35776683,459.6716289,411.1604678,62.8688472,140.649084
45,3213,1186.342438,1167.193375,284.544567,2724.908441,1184.143009,1152.070646,285.9009081,516.4419349,1200.189915,1171.131006,268.590862,2025.408858,1101.846174,896.5709222,94.52913231,188.8957786,1274.47997,1426.98835,211.3483304,2955.731472,862.7169686,798.9807413,163.0380817,1457.741025,755.9269732,663.9022886,61.80235347,157.5201544,899.4617783,973.9389884,138.2438625,1591.074433,879.883655,1337.025977,375.5354633,518.3243057,467.2574666,425.7345166,56.79929826,83.35790228,463.0312605,415.2684597,62.86895836,140.6670975
46,3286,1187.603244,1176.125608,284.5454093,2724.908442,1185.553174,1161.101115,285.9017435,516.4419349,1200.539743,1178.7961,268.5913425,2025.409037,1107.580266,906.1190802,94.52987053,188.8957789,1275.154116,1431.328961,211.3490889,2955.731472,863.3986089,805.1004109,163.0386959,1457.741027,761.126445,670.7775645,61.80298718,157.5201538,900.2457498,976.7426966,138.2444057,1591.074433,880.024795,1337.219151,375.5365409,518.3251185,470.5196856,429.6970018,56.7994284,83.3580204,466.2412444,419.2411539,62.86906952,140.6823958
47,3359,1188.7406,1184.817947,284.5462516,2724.908442,1186.82939,1169.900746,285.902579,516.441935,1200.844297,1186.18385,268.5918229,2025.409216,1113.006853,915.4211996,94.53060876,188.8957792,1275.750554,1435.39677,211.3498474,2955.731472,864.0084015,811.0272197,163.0393101,1457.741029,766.0929901,677.4638738,61.80362089,157.5201527,900.9490159,979.3602684,138.2449488,1591.074433,880.1457391,1337.386094,375.5376182,518.3257387,473.6373444,433.5250289,56.79955854,83.3581254,469.3082463,423.0830081,62.86918067,140.6953886
48,3432,1189.766592,1193.276836,284.5470938,2724.908442,1187.98438,1178.475439,285.9034144,516.441935,1201.109436,1193.304293,268.5923034,2025.409395,1118.142426,924.4836205,94.53134698,188.8957796,1276.278242,1439.208923,211.3506059,2955.731472,864.5539197,816.7672459,163.0399243,1457.741031,770.8370432,683.9664102,61.8042546,157.5201524,901.5798847,981.8040613,138.2454919,1591.074433,880.2493772,1337.530367,375.5386953,518.326212,476.6168492,437.2231605,56.79968868,83.35822081,472.2386351,426.7983305,62.86929183,140.7064234
49,3505,1190.692125,1201.508544,284.5479361,2724.908442,1189.029659,1186.830945,285.9042498,516.4419349,1201.340262,1200.1671,268.5927838,2025.409573,1123.002591,933.3125193,94.5320852,188.8957799,1276.745104,1442.781486,211.3513643,2955.731472,865.041938,822.3263757,163.0405385,1457.741033,775.3685715,690.2902248,61.8048883,157.5201517,902.1458092,984.0856124,138.2460351,1591.074433,880.3381856,1337.65505,375.5397723,518.3265732,479.4643218,440.7958042,56.79981883,83.35830924,475.0384958,430.3912881,62.86940298,140.7157957
50,3578,1191.527035,1209.519173,284.5487784,2724.908443,1189.975649,1194.972866,285.9050853,516.4419349,1201.541215,1206.781593,268.5932643,2025.409752,1127.602117,941.9139136,94.53282343,188.8957802,1277.158153,1446.129518,211.3521228,2955.731472,865.4785173,827.7103102,163.0411526,1457.741035,779.6970958,696.4402297,61.80552201,157.5201529,902.653475,986.2156928,138.2465782,1591.074433,880.4142864,1337.762801,375.5408492,518.3268488,482.1856132,444.2472182,56.79994897,83.35839239,477.7136425,433.8659111,62.86951414,140.723756
51,3651,1192.280195,1217.314661,284.5496207,2724.908443,1190.831782,1202.906663,285.9059207,516.4419349,1201.716161,1213.156756,268.5937447,2025.409931,1131.954983,950.2936657,94.53356165,188.8957805,1277.523591,1449.267131,211.3528813,2955.731472,865.8690794,832.9245705,163.0417668,1457.741037,783.8317102,702.421202,61.80615571,157.5201525,903.1088794,988.2043586,138.2471214,1591.074433,880.4794978,1337.855921,375.541926,518.3270591,484.7863148,447.5815162,56.80007911,83.35847146,480.2696305,437.2260973,62.86962529,140.7305174
52,3724,1192.95961,1224.900785,284.5504629,2724.908443,1191.606591,1210.637654,285.9067561,516.4419349,1201.868466,1219.30125,268.5942252,2025.41011,1136.074415,958.457487,94.53429987,188.8957809,1277.846905,1452.207548,211.3536398,2955.731472,866.2184747,837.974504,163.042381,1457.741039,787.7811016,708.2377876,61.80678942,157.5201578,903.5174026,990.0609982,138.2476645,1591.074433,880.535378,1337.936396,375.5430028,518.3272196,487.2717704,450.8026722,56.80020925,83.35854741,482.7117674,440.4756146,62.86973645,140.7362606
53,3797,1193.572501,1232.283168,284.5513052,2724.908444,1192.307803,1218.171025,285.9075915,516.4419349,1202.00106,1225.223421,268.5947056,2025.410289,1139.972932,966.4109415,94.53503809,188.8957812,1278.132952,1454.963164,211.3543982,2955.731472,866.5310424,842.8652894,163.0429952,1457.741041,791.5535676,713.8945047,61.80742312,157.5201638,903.8838706,991.7943767,138.2482077,1591.074433,880.5832623,1338.005943,375.5440796,518.327342,489.647087,453.9145254,56.80033939,83.35862105,485.0451243,443.6181078,62.8698476,140.7411392
54,3870,1194.125381,1239.467282,284.5521475,2724.908444,1192.942408,1225.511826,285.908427,516.4419349,1202.116494,1230.931312,268.5951861,2025.410467,1143.662382,974.15945,94.53577631,188.8957815,1278.386026,1457.545593,211.3551567,2955.731472,866.8106642,847.6019423,163.0436094,1457.741043,795.1570341,719.3957472,61.80805683,157.5201645,904.2126128,993.4126773,138.2487508,1591.074433,880.6242948,1338.066046,375.5451564,518.3274355,491.9171451,456.9207849,56.80046953,83.35869303,487.2745468,446.6571035,62.86995876,140.7452837
55,3943,1194.624126,1246.458453,284.5529898,2724.908444,1193.516733,1232.664981,285.9092624,516.4419349,1202.216989,1236.432676,268.5956665,2025.410646,1147.153976,981.7082937,94.53651453,188.8957818,1278.60993,1459.965719,211.3559152,2955.731472,867.0608127,852.18932,163.0442236,1457.741045,798.599072,724.7457884,61.80869053,157.5201629,904.5075129,994.92354,138.2492939,1591.074433,880.6594559,1338.117988,375.5462332,518.3275068,494.0866092,459.8250336,56.80059967,83.35876376,489.4046644,449.596008,62.87006991,140.7488047
56,4016,1195.074037,1253.261861,284.553832,2724.908444,1194.036504,1239.635286,285.9100978,516.4419349,1202.304478,1241.734988,268.596147,2025.410825,1150.458325,989.0626174,94.53725275,188.8957822,1278.808025,1462.233744,211.3566736,2955.731472,867.2845946,856.6321271,163.0448378,1457.741047,801.886913,729.9487839,61.80932423,157.5201642,904.7720547,996.3340975,138.2498371,1591.074433,880.6895857,1338.162877,375.54731,518.3275612,496.1599369,462.6307331,56.80072981,83.35883359,491.4399003,452.4381199,62.87018107,140.7517963
57,4089,1195.479896,1259.88255,284.5546743,2724.908445,1194.506902,1246.427415,285.9109332,516.4419349,1202.380644,1246.845448,268.5966274,2025.411004,1153.585469,996.2274338,94.53799097,188.8957825,1278.983285,1464.359225,211.3574321,2955.731472,867.484789,860.9349195,163.045452,1457.741048,805.0274648,735.0087755,61.80995793,157.5201656,905.0093634,997.651009,138.2503802,1591.074433,880.7154043,1338.20167,375.5483867,518.3276027,498.1413883,465.3412275,56.80085996,83.35890271,493.3844809,455.1866276,62.87029222,140.7543382
58,4162,1195.846015,1266.325427,284.5555166,2724.908445,1194.932618,1253.045923,285.9117686,516.4419349,1202.446953,1251.770998,268.5971079,2025.411182,1156.544913,1003.207626,94.53872919,188.8957828,1279.138344,1466.351123,211.3581906,2955.731472,867.6638821,865.1021099,163.0460662,1457.74105,808.0273258,739.9296934,61.81059164,157.5201666,905.2222426,998.8804916,138.2509234,1591.074433,880.7375284,1338.235195,375.5494635,518.3276344,500.0350348,467.9597473,56.8009901,83.3589713,495.2424442,457.8446128,62.87040338,140.7564982
59,4235,1196.176285,1272.595268,284.5563588,2724.908445,1195.317897,1259.495247,285.9126041,516.4419349,1202.504681,1256.51833,268.5975883,2025.411361,1159.345649,1010.007951,94.53946741,188.8957832,1279.27553,1468.217833,211.358949,2955.731472,867.8240981,869.1379718,163.0466804,1457.741052,810.8927985,744.7153601,61.81122534,157.5201673,905.413207,1000.02835,138.2514665,1591.074433,880.7564868,1338.264168,375.5505402,518.3276586,501.8447673,470.4894134,56.80112024,83.35903949,497.0176484,460.415057,62.87051453,140.7583341
60,4308,1196.474218,1278.696719,284.5572011,2724.908445,1195.666578,1265.779713,285.9134395,516.4419349,1202.554937,1261.093891,268.5980688,2025.41154,1161.996189,1016.633045,94.54020563,188.8957835,1279.396902,1469.967222,211.3597075,2955.731472,867.9674267,873.0466439,163.0472945,1457.741054,813.6299034,749.3694931,61.81185904,157.5201675,905.5845128,1001.100002,138.2520097,1591.074433,880.7727324,1338.289207,375.5516169,518.3276771,503.5743044,472.933241,56.80125038,83.35910744,498.7137799,462.9008434,62.87062569,140.7598946
61,4381,1196.742978,1284.634304,284.5580434,2724.908446,1195.982139,1271.903535,285.9142749,516.4419349,1202.59869,1265.503896,268.5985492,2025.411719,1164.504587,1023.087422,94.54094384,188.8957838,1279.504285,1471.606665,211.360466,2955.731472,868.0956479,876.8321347,163.0479087,1457.741056,816.244391,753.8957075,61.81249274,157.5201674,905.7381835,1002.100508,138.2525528,1591.074433,880.7866534,1338.310846,375.5526937,518.3276911,505.2271998,475.2941427,56.80138052,83.35917504,500.3343608,465.3047603,62.87073684,140.7612213
62,4454,1196.985424,1290.412422,284.5588857,2724.908446,1196.267725,1277.870818,285.9151103,516.4419349,1202.63678,1269.754336,268.5990297,2025.411898,1166.878466,1029.375481,94.54168206,188.8957841,1279.599289,1473.14307,211.3612244,2955.731472,868.2103541,880.4983261,163.0485229,1457.741058,818.7417545,758.2975191,61.81312644,157.5201674,905.8760348,1003.034592,138.2530959,1591.074433,880.7985824,1338.329546,375.5537704,518.3277019,506.8068497,477.5749325,56.80151066,83.35924249,501.8827563,467.6295026,62.87084799,140.7623494
63,4527,1197.20413,1296.035358,284.5597279,2724.908446,1196.526183,1283.685565,285.9159457,516.4419349,1202.669941,1273.850984,268.5995101,2025.412076,1169.125039,1035.501509,94.54242028,188.8957845,1279.683343,1474.582914,211.3619829,2955.731472,868.3129698,884.0489779,163.0491371,1457.74106,821.1272407,762.5783471,61.81376014,157.5201674,905.999695,1003.906662,138.2536391,1591.074433,880.8088045,1338.345707,375.5548472,518.3277101,508.3164999,479.7783288,56.8016408,83.35930984,503.3621818,469.8776783,62.87095915,140.763309
64,4600,1197.401422,1301.507278,284.5605702,2724.908447,1196.760092,1289.351674,285.9167812,516.4419349,1202.69881,1277.799405,268.5999906,2025.412255,1171.251135,1041.46968,94.54315849,188.8957848,1279.757708,1475.932266,211.3627414,2955.731472,868.4047694,887.4877313,163.0497513,1457.741062,823.4058616,766.7415169,61.81439384,157.5201674,906.1106252,1004.720836,138.2541822,1591.074433,880.8175639,1338.359674,375.5559239,518.3277163,509.7592524,481.9069577,56.80177094,83.35937712,504.7757093,472.0518115,62.8710703,140.7641253
65,4673,1197.579396,1306.832239,284.5614125,2724.908447,1196.971781,1294.872946,285.9176166,516.4419349,1202.723943,1281.604962,268.600471,2025.412434,1173.263214,1047.284062,94.54389671,188.8957851,1279.823501,1477.196813,211.3634998,2955.731472,868.4868929,890.8181128,163.0503655,1457.741064,825.5824045,770.7902621,61.81502753,157.5201674,906.2101357,1005.480957,138.2547254,1591.074433,880.8250699,1338.371744,375.5570006,518.3277211,511.1380715,483.9633564,56.80190108,83.35944433,506.1262743,474.1543391,62.87118146,140.7648201
66,4746,1197.739944,1312.014187,284.5622547,2724.908447,1197.163363,1300.253082,285.918452,516.4419349,1202.745823,1285.272824,268.6009515,2025.412613,1175.167389,1052.948618,94.54463492,188.8957855,1279.88171,1478.381884,211.3642583,2955.731472,868.5603603,894.0435376,163.0509797,1457.741066,827.6614423,774.7277278,61.81566123,157.5201674,906.2994021,1006.190615,138.2552685,1591.074433,880.8315019,1338.382175,375.5580774,518.3277248,512.4557904,485.9499757,56.80203122,83.3595115,507.4166811,476.1876207,62.87129261,140.7654116
67,4819,1197.884772,1317.056964,284.563097,2724.908447,1197.336746,1305.49569,285.9192874,516.4419349,1202.764871,1288.807974,268.6014319,2025.412791,1176.969449,1058.467209,94.54537314,188.8957858,1279.93321,1479.492475,211.3650168,2955.731472,868.626084,897.1673135,163.0515938,1457.741068,829.6473431,778.5569724,61.81629493,157.5201674,906.3794791,1006.853158,138.2558116,1591.074433,880.8370135,1338.391189,375.5591541,518.3277275,513.7151167,487.8691836,56.80216136,83.35957864,508.6496095,478.1539357,62.87140377,140.7659154
68,4892,1198.015419,1321.964307,284.5639393,2724.908448,1197.493661,1310.604285,285.9201228,516.4419349,1202.781455,1292.215213,268.6019124,2025.41297,1178.674869,1063.843596,94.54611135,188.8957861,1279.978773,1480.533267,211.3657752,2955.731472,868.6848801,900.192644,163.052208,1457.74107,831.5442792,782.2809705,61.81692863,157.5201674,906.4513126,1007.471716,138.2563548,1591.074433,880.8417365,1338.39898,375.5602308,518.3277297,514.9186379,489.7232674,56.80229151,83.35964576,509.8276197,480.05549,62.87151492,140.7663448
69,4965,1198.133274,1326.739853,284.5647815,2724.908448,1197.63567,1315.582295,285.9209582,516.4419349,1202.795892,1295.499169,268.6023928,2025.413149,1180.288831,1069.081444,94.54684956,188.8957864,1280.019084,1481.508647,211.3665337,2955.731472,868.7374788,903.1226315,163.0528222,1457.741072,833.3562361,785.9026147,61.81756232,157.5201674,906.5157513,1008.049209,138.2568979,1591.074433,880.8457836,1338.405713,375.5613075,518.3277313,516.068827,491.514437,56.80242165,83.35971285,510.9531579,481.894417,62.87162607,140.7667109
70,5038,1198.23959,1331.387142,284.5656238,2724.908448,1197.76419,1320.433055,285.9217936,516.4419349,1202.808461,1298.664303,268.6028733,2025.413328,1181.816241,1074.184321,94.54758778,188.8957868,1280.054749,1482.422725,211.3672922,2955.731472,868.7845335,905.9602808,163.0534364,1457.741074,835.0870206,789.4247182,61.81819602,157.5201674,906.5735564,1008.588362,138.257441,1591.074433,880.8492516,1338.411531,375.5623842,518.3277324,517.1680472,493.2448273,56.80255179,83.35977993,512.0285613,483.6727787,62.87173723,140.7670233
71,5111,1198.335495,1335.909618,284.566466,2724.908448,1197.880502,1325.15982,285.9226291,516.4419349,1202.819403,1301.714914,268.6033537,2025.413506,1183.261739,1079.155707,94.54832599,188.8957871,1280.086303,1483.279354,211.3680506,2955.731472,868.8266284,908.7085019,163.0540506,1457.741076,836.7402693,792.8500168,61.81882971,157.5201675,906.6254108,1009.091721,138.2579842,1591.074433,880.8522234,1338.416559,375.563461,518.3277332,518.2185572,494.9165006,56.80268193,83.359847,513.0560631,485.3925697,62.87184838,140.7672902
72,5184,1198.42201,1340.310635,284.5673083,2724.908449,1197.985766,1329.765758,285.9234645,516.4419349,1202.828929,1304.655147,268.6038342,2025.413685,1184.629719,1083.998989,94.5490642,188.8957874,1280.11422,1484.082146,211.3688091,2955.731472,868.8642863,911.3701131,163.0546647,1457.741078,838.3194555,796.1811713,61.81946341,157.5201675,906.671927,1009.561662,138.2585273,1591.074433,880.85477,1338.420905,375.5645377,518.3277339,519.2225156,496.5314494,56.80281207,83.35991407,514.0377971,487.0557192,62.87195954,140.7675183
73,5257,1198.500054,1344.593453,284.5681506,2724.908449,1198.081031,1334.253959,285.9242999,516.4419349,1202.837222,1307.488994,268.6043146,2025.413864,1185.924338,1088.717469,94.54980241,188.8957877,1280.138918,1484.834482,211.3695675,2955.731472,868.897975,913.9478439,163.0552789,1457.74108,839.827897,799.4207692,61.8200971,157.5201675,906.7136547,1010.000404,138.2590704,1591.074433,880.8569521,1338.42466,375.5656144,518.3277344,520.181985,498.0915985,56.80294221,83.35998113,514.9758017,488.6640928,62.87207069,140.7677136
74,5330,1198.570457,1348.761247,284.5689928,2724.908449,1198.167246,1338.627432,285.9251353,516.4419349,1202.844442,1310.220305,268.6047951,2025.414043,1187.14953,1093.314362,94.55054062,188.8957881,1280.16077,1485.539536,211.370326,2955.731472,868.9281127,916.4443378,163.0558931,1457.741081,841.2687632,802.571327,61.8207308,157.5201675,906.7510867,1010.410018,138.2596136,1591.074433,880.858822,1338.427906,375.5666911,518.3277347,521.0989372,499.5988075,56.80307235,83.36004818,515.8720249,490.2194943,62.87218185,140.7678809
75,5403,1198.633966,1352.817107,284.5698351,2724.90845,1198.245273,1342.889109,285.9259707,516.4419349,1202.850727,1312.852791,268.6052755,2025.414222,1188.309017,1097.792802,94.55127883,188.8957884,1280.180103,1486.200278,211.3710845,2955.731472,868.9550738,918.862155,163.0565073,1457.741083,842.6450813,805.6352918,61.82136449,157.5201675,906.7846654,1010.792439,138.2601567,1591.074433,880.8604244,1338.430711,375.5677678,518.327735,521.975256,501.0548727,56.80320249,83.36011523,516.7283278,491.7236681,62.872293,140.7680245
76,5476,1198.691256,1356.764039,284.5706773,2724.90845,1198.315888,1347.041849,285.9268061,516.4419349,1202.8562,1315.390027,268.605756,2025.4144,1189.406324,1102.155841,94.55201704,188.8957887,1280.197208,1486.819492,211.3718429,2955.731472,868.9791931,921.2037749,163.0571215,1457.741085,843.9597429,808.6150437,61.82199818,157.5201675,906.8147873,1011.14947,138.2606999,1591.074433,880.8617975,1338.433135,375.5688445,518.3277352,522.8127421,502.4615295,56.80333263,83.36018228,517.5464884,493.1783024,62.87240415,140.768148
77,5549,1198.742937,1360.604968,284.5715196,2724.90845,1198.379795,1351.088436,285.9276415,516.4419349,1202.860963,1317.835458,268.6062364,2025.414579,1190.444786,1106.406452,94.55275525,188.8957891,1280.212341,1487.39979,211.3726014,2955.731472,869.0007701,923.4715989,163.0577356,1457.741087,845.21551,811.5128973,61.82263188,157.5201675,906.8418083,1011.482799,138.261243,1591.074433,880.862974,1338.435229,375.5699212,518.3277354,523.6131163,503.8204546,56.80346277,83.36024933,518.3282057,494.5850285,62.87251531,140.7682544
78,5622,1198.789558,1364.34274,284.5723619,2724.90845,1198.437632,1355.031583,285.9284769,516.4419349,1202.865111,1320.192408,268.6067169,2025.414758,1191.427557,1110.547532,94.55349346,188.8957894,1280.225729,1487.943617,211.3733598,2955.731472,869.0200728,925.6679527,163.0583498,1457.741089,846.4150212,814.3311036,61.82326557,157.5201675,906.8660476,1011.793998,138.2617861,1591.074433,880.8639823,1338.43704,375.5709979,518.3277355,524.3780232,505.1332676,56.80359291,83.36031637,519.0751031,495.9454238,62.87262646,140.7683462
79,5695,1198.831614,1367.980128,284.5732041,2724.908451,1198.489975,1358.873935,285.9293123,516.4419349,1202.868721,1322.464077,268.6071973,2025.414937,1192.357625,1114.581905,94.55423167,188.8957897,1280.237575,1488.453266,211.3741183,2955.731472,869.0373409,927.7950886,163.058964,1457.741091,847.5607964,817.0718516,61.82389926,157.5201675,906.8877917,1012.084537,138.2623293,1591.074433,880.8648462,1338.438604,375.5720746,518.3277356,525.1090345,506.4015332,56.80372305,83.36038342,519.7887315,497.2610144,62.87273762,140.7684257
80,5768,1198.869552,1371.519826,284.5740464,2724.908451,1198.537346,1362.618069,285.9301477,516.4419349,1202.871865,1324.653552,268.6076777,2025.415115,1193.237815,1118.512319,94.55496988,188.89579,1280.248055,1488.930883,211.3748768,2955.731472,869.0527889,929.8551881,163.0595782,1457.741093,848.6552431,819.7372702,61.82453295,157.5201675,906.9072973,1012.355787,138.2628724,1591.074433,880.8655866,1338.439956,375.5731513,518.3277357,525.8076521,507.626763,56.80385319,83.36045046,520.4705729,498.5332757,62.87284877,140.7684948
81,5841,1198.903775,1374.964458,284.5748886,2724.908451,1198.580217,1366.266494,285.9309832,516.4419349,1202.874601,1326.763806,268.6081582,2025.415294,1194.070804,1122.341453,94.55570808,188.8957904,1280.257327,1489.378483,211.3756352,2955.731472,869.0666086,931.8503638,163.0601924,1457.741095,849.7006606,822.32943,61.82516664,157.5201675,906.924795,1012.609029,138.2634155,1591.074433,880.866221,1338.441125,375.574228,518.3277357,526.4753117,508.8104174,56.80398333,83.36051751,521.122043,499.763635,62.87295992,140.768555
82,5914,1198.934647,1378.316578,284.5757309,2724.908451,1198.619016,1369.821658,285.9318186,516.4419349,1202.876984,1328.797705,268.6086386,2025.415473,1194.859121,1126.071918,94.55644629,188.8957907,1280.26553,1489.797951,211.3763937,2955.731472,869.0789717,933.7826617,163.0608065,1457.741097,850.6992453,824.8503445,61.82580033,157.5201675,906.9404913,1012.845459,138.2639587,1591.074433,880.8667646,1338.442135,375.5753047,518.3277358,527.1133849,509.9539072,56.80411347,83.36058455,521.7444948,500.9534724,62.87307108,140.7686076
83,5987,1198.962497,1381.57867,284.5765731,2724.908452,1198.65413,1373.285944,285.932654,516.4419349,1202.879058,1330.758013,268.6091191,2025.415652,1195.605162,1129.706255,94.5571845,188.895791,1280.272787,1490.191057,211.3771521,2955.731472,869.0900317,935.6540635,163.0614207,1457.741099,851.6530953,827.3019717,61.82643402,157.5201675,906.9545718,1013.066192,138.2645018,1591.074433,880.8672304,1338.443007,375.5763814,518.3277358,527.7231829,511.0585951,56.80424361,83.36065159,522.3392207,502.1041224,62.87318223,140.7686538
84,6060,1198.987619,1384.753151,284.5774154,2724.908452,1198.685908,1376.661675,285.9334894,516.4419349,1202.880863,1332.647391,268.6095995,2025.415831,1196.311196,1133.246942,94.5579227,188.8957914,1280.279208,1490.559456,211.3779106,2955.731472,869.0999259,937.4664883,163.0620349,1457.741101,852.5642145,829.6862161,61.82706771,157.5201675,906.9672028,1013.27227,138.2650449,1591.074433,880.8676296,1338.443761,375.5774581,518.3277358,528.3059587,512.1257979,56.80437375,83.36071863,522.9074559,503.2168755,62.87329339,140.7686945
85,6133,1199.010282,1387.842376,284.5782576,2724.908452,1198.714668,1379.951116,285.9343248,516.4419349,1202.882435,1334.468407,268.61008,2025.416009,1196.979366,1136.696393,94.55866091,188.8957917,1280.284889,1490.904702,211.378669,2955.731472,869.1087772,939.2217947,163.0626491,1457.741103,853.4345173,832.0049296,61.8277014,157.5201675,906.9785335,1013.464668,138.265588,1591.074433,880.8679717,1338.444413,375.5785347,518.3277359,528.8629096,513.1567876,56.80450389,83.36078568,523.4503802,504.2929801,62.87340454,140.7687307
