"","length","c.k...0.00137771744076126.","c.k...0.00191870325580918.","c.k...0.000763420243478285.","c.k...0.00170084235588383.","c.k...0.00154061922318849.","c.k...0.000635299503061047.","c.k...0.00151060316616045.","c.k...0.00216763586514752.","c.k...0.000629894154595617.","c.k...0.000632804459775738."
"k",0.00142273822517569,0.00137771744076126,0.00191870325580918,0.000763420243478285,0.00170084235588383,0.00154061922318849,0.000635299503061047,0.00151060316616045,0.00216763586514752,0.000629894154595617,0.000632804459775738
