"","colour","x","y","ymin","ymax","se","flipped_aes","group","PANEL","fill","size","linetype","weight","alpha"
"51","#F8766D",63.1645569620253,95.2379708624736,85.6788501473105,104.797091577637,4.86527190642858,FALSE,1,"1","grey60",1,1,1,0.4
"52","#F8766D",64.4278481012658,95.2522733233106,85.7675230524147,104.737023594207,4.8274198440953,FALSE,1,"1","grey60",1,1,1,0.4
"53","#F8766D",65.6911392405063,95.2754779171942,85.9016438748731,104.649311959515,4.77096720300708,FALSE,1,"1","grey60",1,1,1,0.4
"54","#F8766D",66.9544303797468,95.3036046008226,86.0492365985283,104.557972603117,4.71016299458312,FALSE,1,"1","grey60",1,1,1,0.4
"55","#F8766D",68.2177215189873,95.3326733308945,86.1852014429195,104.480145218869,4.65575645684798,FALSE,1,"1","grey60",1,1,1,0.4
"56","#F8766D",69.4810126582279,95.3587040641083,86.2947688074461,104.422639320771,4.61323911267018,FALSE,1,"1","grey60",1,1,1,0.4
"57","#F8766D",70.7443037974684,95.3777167571627,86.3750732806959,104.380360233629,4.58204365179407,FALSE,1,"1","grey60",1,1,1,0.4
"58","#F8766D",72.0075949367089,95.385731366756,86.4342393568036,104.337223376708,4.5560092705554,FALSE,1,"1","grey60",1,1,1,0.4
"59","#F8766D",73.2708860759494,95.3787678495868,86.4878791360489,104.269656563125,4.52516422483746,FALSE,1,"1","grey60",1,1,1,0.4
"60","#F8766D",74.5341772151899,95.3528461623536,86.5533103761528,104.152381948554,4.47866864808031,FALSE,1,"1","grey60",1,1,1,0.4
"61","#F8766D",75.7974683544304,95.3106169007936,86.6332624546051,103.987971346982,4.41648244301346,FALSE,1,"1","grey60",1,1,1,0.4
"62","#F8766D",77.0607594936709,95.2639714055026,86.7075204059847,103.82042240502,4.35494664280709,FALSE,1,"1","grey60",1,1,1,0.4
"63","#F8766D",78.3240506329114,95.2125650070076,86.7671369948617,103.657993019154,4.29843966507097,FALSE,1,"1","grey60",1,1,1,0.4
"64","#F8766D",79.5873417721519,95.1556056476049,86.8021808957331,103.509030399477,4.25161309065584,FALSE,1,"1","grey60",1,1,1,0.4
"65","#F8766D",80.8506329113924,95.0923012695905,86.8010866126111,103.38351592657,4.21995023839204,FALSE,1,"1","grey60",1,1,1,0.4
"66","#F8766D",82.1139240506329,95.0218598152607,86.7506393393722,103.293080291149,4.20977387066407,FALSE,1,"1","grey60",1,1,1,0.4
"67","#F8766D",83.3772151898734,94.9434892269116,86.6361235127486,103.250854941075,4.22817058491932,FALSE,1,"1","grey60",1,1,1,0.4
"68","#F8766D",84.6405063291139,94.8563974468395,86.4417074229395,103.27108747074,4.28279505976374,FALSE,1,"1","grey60",1,1,1,0.4
"69","#F8766D",85.9037974683544,94.7597924173405,86.1510887412537,103.368496093427,4.3815415030376,FALSE,1,"1","grey60",1,1,1,0.4
"70","#F8766D",87.1670886075949,94.6528820807109,85.7483358901642,103.557428271257,4.53211542267076,FALSE,1,"1","grey60",1,1,1,0.4
"71","#F8766D",88.4303797468354,94.535321805705,85.2188827449171,103.851760866493,4.74175508198209,FALSE,1,"1","grey60",1,1,1,0.4
"72","#F8766D",89.6936708860759,94.4078327790595,84.552127476004,104.263538082115,5.01622351655566,FALSE,1,"1","grey60",1,1,1,0.4
"73","#F8766D",90.9569620253165,94.2708011821907,83.7427494813863,104.798852882995,5.35842528780922,FALSE,1,"1","grey60",1,1,1,0.4
"74","#F8766D",92.220253164557,94.124596917675,82.7899569874358,105.459236847914,5.76895164997774,FALSE,1,"1","grey60",1,1,1,0.4
"75","#F8766D",93.4835443037975,93.9695898880895,81.6965454370966,106.242634339082,6.24656808434774,FALSE,1,"1","grey60",1,1,1,0.4
"76","#F8766D",94.746835443038,93.806149996011,80.4677290260841,107.144570965938,6.78880900815114,FALSE,1,"1","grey60",1,1,1,0.4
"77","#F8766D",96.0101265822785,93.6346471440163,79.1100649738596,108.159229314173,7.39252528456758,FALSE,1,"1","grey60",1,1,1,0.4
"78","#F8766D",97.273417721519,93.4554512346823,77.630633673397,109.280268795968,8.05430149900196,FALSE,1,"1","grey60",1,1,1,0.4
"79","#F8766D",98.5367088607595,93.2689321705857,76.0364994341176,110.501364907054,8.7707304228481,FALSE,1,"1","grey60",1,1,1,0.4
"80","#F8766D",99.8,93.0754598543034,74.3344027833062,111.816516925301,9.53856962175018,FALSE,1,"1","grey60",1,1,1,0.4
"81","#CD9600",0,275.790933386698,239.778213746761,311.803653026634,18.3292667138665,FALSE,2,"1","grey60",1,1,1,0.4
"82","#CD9600",1.26329113924051,277.037717207026,243.923962390448,310.151472023603,16.8537908272151,FALSE,2,"1","grey60",1,1,1,0.4
"83","#CD9600",2.52658227848101,278.23965110844,247.830762430029,308.648539786851,15.4771046627863,FALSE,2,"1","grey60",1,1,1,0.4
"84","#CD9600",3.78987341772152,279.394586349948,251.484223364578,307.304949335318,14.2054388658935,FALSE,2,"1","grey60",1,1,1,0.4
"85","#CD9600",5.05316455696203,280.500374190558,254.86933251507,306.131415866045,13.0453407496406,FALSE,2,"1","grey60",1,1,1,0.4
"86","#CD9600",6.31645569620253,281.554865889276,257.971046296405,305.138685482146,12.0033733572862,FALSE,2,"1","grey60",1,1,1,0.4
"87","#CD9600",7.57974683544304,282.55591270511,260.775326451038,304.336498959181,11.0855880540756,FALSE,2,"1","grey60",1,1,1,0.4
"88","#CD9600",8.84303797468355,283.501365897067,263.270715468999,303.732016325135,10.2967226912751,FALSE,2,"1","grey60",1,1,1,0.4
"89","#CD9600",10.1063291139241,284.389076724155,265.450403703301,303.327749745009,9.63914951374522,FALSE,2,"1","grey60",1,1,1,0.4
"90","#CD9600",11.3696202531646,285.216896445381,267.314474684022,303.119318206741,9.11173237036504,FALSE,2,"1","grey60",1,1,1,0.4
"91","#CD9600",12.6329113924051,285.982586244212,268.871655911745,303.093516576679,8.70888977344485,FALSE,2,"1","grey60",1,1,1,0.4
"92","#CD9600",13.8962025316456,286.682154753876,270.139716066391,303.224593441361,8.41954658887951,FALSE,2,"1","grey60",1,1,1,0.4
"93","#CD9600",15.1594936708861,287.317791571098,271.148141203582,303.487441938614,8.22980983439822,FALSE,2,"1","grey60",1,1,1,0.4
"94","#CD9600",16.4227848101266,287.894209995325,271.930675394727,303.857744595923,8.12490382053574,FALSE,2,"1","grey60",1,1,1,0.4
"95","#CD9600",17.6860759493671,288.416123326004,272.521769010763,304.310477641245,8.08969337505067,FALSE,2,"1","grey60",1,1,1,0.4
"96","#CD9600",18.9493670886076,288.888244862582,272.954977512497,304.821512212668,8.10949880494987,FALSE,2,"1","grey60",1,1,1,0.4
"97","#CD9600",20.2126582278481,289.315287904506,273.261729021194,305.368846787817,8.1707231617319,FALSE,2,"1","grey60",1,1,1,0.4
"98","#CD9600",21.4759493670886,289.701965751221,273.470585231004,305.933346271437,8.26122841217974,FALSE,2,"1","grey60",1,1,1,0.4
"99","#CD9600",22.7392405063291,290.052991702175,273.606949147339,306.499034257011,8.37048418972794,FALSE,2,"1","grey60",1,1,1,0.4
"100","#CD9600",24.0025316455696,290.373079056814,273.693082263907,307.053075849722,8.48955905192457,FALSE,2,"1","grey60",1,1,1,0.4
"101","#CD9600",25.2658227848101,290.658291259199,273.745404376366,307.571178142032,8.60809229839813,FALSE,2,"1","grey60",1,1,1,0.4
"102","#CD9600",26.5291139240506,290.8263897756,273.745556068079,307.907223483122,8.69357160055128,FALSE,2,"1","grey60",1,1,1,0.4
"103","#CD9600",27.7924050632911,290.875518895238,273.679922459241,308.071115331235,8.75198198110768,FALSE,2,"1","grey60",1,1,1,0.4
"104","#CD9600",29.0556962025316,290.830510012646,273.533905242563,308.127114782728,8.80339183613357,FALSE,2,"1","grey60",1,1,1,0.4
"105","#CD9600",30.3189873417722,290.716194522356,273.297234809873,308.135154234839,8.86566639899471,FALSE,2,"1","grey60",1,1,1,0.4
"106","#CD9600",31.5822784810127,290.557403818902,272.973993717327,308.140813920477,8.94936613267212,FALSE,2,"1","grey60",1,1,1,0.4
"107","#CD9600",32.8455696202532,290.378969296818,272.588538245971,308.169400347665,9.05473285400006,FALSE,2,"1","grey60",1,1,1,0.4
"108","#CD9600",34.1088607594937,290.205722350636,272.186812351665,308.224632349606,9.17102097721116,FALSE,2,"1","grey60",1,1,1,0.4
"109","#CD9600",35.3721518987342,290.062494374889,271.833303395916,308.291685353862,9.27804694486548,FALSE,2,"1","grey60",1,1,1,0.4
"110","#CD9600",36.6354430379747,289.974116764111,271.604743848,308.343489680223,9.34939485027127,FALSE,2,"1","grey60",1,1,1,0.4
"111","#CD9600",37.8987341772152,289.957775178981,271.581495994077,308.334054363884,9.35290990950449,FALSE,2,"1","grey60",1,1,1,0.4
"112","#CD9600",39.1620253164557,289.957760827448,271.777527815111,308.137993839785,9.25312898151225,FALSE,2,"1","grey60",1,1,1,0.4
"113","#CD9600",40.4253164556962,289.957645845161,272.083942890882,307.83134879944,9.09711546056361,FALSE,2,"1","grey60",1,1,1,0.4
"114","#CD9600",41.6886075949367,289.9574561112,272.377705340684,307.537206881716,8.94750365586848,FALSE,2,"1","grey60",1,1,1,0.4
"115","#CD9600",42.9518987341772,289.957217504647,272.555599472216,307.358835537078,8.8568400653514,FALSE,2,"1","grey60",1,1,1,0.4
"116","#CD9600",44.2151898734177,289.956955904583,272.557768099346,307.356143709819,8.85560316119998,FALSE,2,"1","grey60",1,1,1,0.4
"117","#CD9600",45.4784810126582,289.956697190089,272.383427963802,307.529966416376,8.94420476719561,FALSE,2,"1","grey60",1,1,1,0.4
"118","#CD9600",46.7417721518987,289.956467240246,272.09109388302,307.821840597472,9.09287597497247,FALSE,2,"1","grey60",1,1,1,0.4
"119","#CD9600",48.0050632911392,289.956291934136,271.783188035358,308.129395832914,9.24950050176485,FALSE,2,"1","grey60",1,1,1,0.4
"120","#CD9600",49.2683544303798,289.95619715084,271.582593691597,308.329800610082,9.35154805486594,FALSE,2,"1","grey60",1,1,1,0.4
"121","#CD9600",50.5316455696203,289.956188111527,271.60190590231,308.310470320744,9.3417141864854,FALSE,2,"1","grey60",1,1,1,0.4
"122","#CD9600",51.7949367088608,289.956188385505,271.827593797034,308.084782973976,9.22684675531004,FALSE,2,"1","grey60",1,1,1,0.4
"123","#CD9600",53.0582278481013,289.956187958555,272.143537030995,307.768838886116,9.06604202616771,FALSE,2,"1","grey60",1,1,1,0.4
"124","#CD9600",54.3215189873418,289.956186964102,272.430560091933,307.48181383627,8.91995640649847,FALSE,2,"1","grey60",1,1,1,0.4
"125","#CD9600",55.5848101265823,289.95618553557,272.591768794953,307.320602276187,8.83790585525625,FALSE,2,"1","grey60",1,1,1,0.4
"126","#CD9600",56.8481012658228,289.956183806385,272.574633538872,307.337734073897,8.84662624592281,FALSE,2,"1","grey60",1,1,1,0.4
"127","#CD9600",58.1113924050633,289.95618190997,272.384699792098,307.527664027842,8.94329518893803,FALSE,2,"1","grey60",1,1,1,0.4
"128","#CD9600",59.3746835443038,289.956179979752,272.084076513247,307.828283446257,9.09630137492087,FALSE,2,"1","grey60",1,1,1,0.4
"129","#CD9600",60.6379746835443,289.956178149154,271.775531779075,308.136824519233,9.25333936674182,FALSE,2,"1","grey60",1,1,1,0.4
"130","#CD9600",61.9012658227848,289.956176551602,271.579790120639,308.332562982564,9.35296449415237,FALSE,2,"1","grey60",1,1,1,0.4
"131","#CD9600",63.1645569620253,289.961488473779,271.592730883674,308.330246063884,9.34908166996729,FALSE,2,"1","grey60",1,1,1,0.4
"132","#CD9600",64.4278481012658,289.990129402044,271.764281678162,308.215977125927,9.27634534013072,FALSE,2,"1","grey60",1,1,1,0.4
"133","#CD9600",65.6911392405063,290.036598735293,272.023887070282,308.049310400305,9.16786623306956,FALSE,2,"1","grey60",1,1,1,0.4
"134","#CD9600",66.9544303797468,290.092928031338,272.309781699257,307.876074363419,9.05102517642025,FALSE,2,"1","grey60",1,1,1,0.4
"135","#CD9600",68.2177215189873,290.151148847989,272.573413543738,307.728884152239,8.94647785112197,FALSE,2,"1","grey60",1,1,1,0.4
"136","#CD9600",69.4810126582279,290.203292743059,272.786081003287,307.620504482831,8.86477673949794,FALSE,2,"1","grey60",1,1,1,0.4
"137","#CD9600",70.7443037974684,290.241391274358,272.941957506664,307.540825042053,8.80483170105567,FALSE,2,"1","grey60",1,1,1,0.4
"138","#CD9600",72.0075949367089,290.2574759997,273.056334629055,307.458617370344,8.75480416690987,FALSE,2,"1","grey60",1,1,1,0.4
"139","#CD9600",73.2708860759494,290.243578476894,273.158892091407,307.328264862382,8.69553248444751,FALSE,2,"1","grey60",1,1,1,0.4
"140","#CD9600",74.5341772151899,290.191730263754,273.282587197301,307.100873330206,8.60618682139824,FALSE,2,"1","grey60",1,1,1,0.4
"141","#CD9600",75.7974683544304,290.107237802003,273.432877775079,306.781597828928,8.48669012705169,FALSE,2,"1","grey60",1,1,1,0.4
"142","#CD9600",77.0607594936709,290.013907087619,273.571874506898,306.45593966834,8.36844324736632,FALSE,2,"1","grey60",1,1,1,0.4
"143","#CD9600",78.3240506329114,289.911046217334,273.682354842644,306.139737592025,8.2598597272798,FALSE,2,"1","grey60",1,1,1,0.4
"144","#CD9600",79.5873417721519,289.797067580994,273.745169201792,305.848965960195,8.16987802081992,FALSE,2,"1","grey60",1,1,1,0.4
"145","#CD9600",80.8506329113924,289.670383568442,273.738027790154,305.60273934673,8.10903484547194,FALSE,2,"1","grey60",1,1,1,0.4
"146","#CD9600",82.1139240506329,289.529406569524,273.635471507598,305.42334163145,8.08947998917158,FALSE,2,"1","grey60",1,1,1,0.4
"147","#CD9600",83.3772151898734,289.372548974084,273.409157406723,305.335940541444,8.1248310214138,FALSE,2,"1","grey60",1,1,1,0.4
"148","#CD9600",84.6405063291139,289.198223171966,273.028597758645,305.367848585286,8.22979713354924,FALSE,2,"1","grey60",1,1,1,0.4
"149","#CD9600",85.9037974683544,289.004841553015,272.462400495622,305.547282610407,8.41954779508294,FALSE,2,"1","grey60",1,1,1,0.4
"150","#CD9600",87.1670886075949,288.790816507075,271.679885983455,305.901747030694,8.70888987073496,FALSE,2,"1","grey60",1,1,1,0.4
"151","#CD9600",88.4303797468354,288.555457381592,270.653035620232,306.457879142952,9.11173237036505,FALSE,2,"1","grey60",1,1,1,0.4
"152","#CD9600",89.6936708860759,288.300210116675,269.361537095821,307.238883137529,9.63914951374523,FALSE,2,"1","grey60",1,1,1,0.4
"153","#CD9600",90.9569620253165,288.025849019869,267.795198591801,308.256499447937,10.2967226912751,FALSE,2,"1","grey60",1,1,1,0.4
"154","#CD9600",92.220253164557,287.733115763878,265.952529509806,309.513702017949,11.0855880540756,FALSE,2,"1","grey60",1,1,1,0.4
"155","#CD9600",93.4835443037975,287.422752021406,263.838932428536,311.006571614276,12.0033733572862,FALSE,2,"1","grey60",1,1,1,0.4
"156","#CD9600",94.746835443038,287.095499465158,261.46445778967,312.726541140646,13.0453407496406,FALSE,2,"1","grey60",1,1,1,0.4
"157","#CD9600",96.0101265822785,286.752099767839,258.841736782468,314.662462753209,14.2054388658935,FALSE,2,"1","grey60",1,1,1,0.4
"158","#CD9600",97.273417721519,286.393294602152,255.98440592374,316.802183280563,15.4771046627863,FALSE,2,"1","grey60",1,1,1,0.4
"159","#CD9600",98.5367088607595,286.019825640802,252.906070824224,319.133580457379,16.8537908272151,FALSE,2,"1","grey60",1,1,1,0.4
"160","#CD9600",99.8,285.632434556493,249.619714916557,321.64515419643,18.3292667138665,FALSE,2,"1","grey60",1,1,1,0.4
"161","#7CAE00",0,73.6102675914583,26.92851990486,120.292015278057,23.7594442344814,FALSE,3,"1","grey60",1,1,1,0.4
"162","#7CAE00",1.26329113924051,73.2101843720348,30.2862407554823,116.134127988587,21.8468479699678,FALSE,3,"1","grey60",1,1,1,0.4
"163","#7CAE00",2.52658227848101,72.8244706938391,33.4067293261129,112.242212061565,20.0623085957121,FALSE,3,"1","grey60",1,1,1,0.4
"164","#7CAE00",3.78987341772152,72.4539112259154,36.2749018161522,108.632920635679,18.4139026306598,FALSE,3,"1","grey60",1,1,1,0.4
"165","#7CAE00",5.05316455696203,72.099290637308,38.8748679221475,105.323713352469,16.9101170766646,FALSE,3,"1","grey60",1,1,1,0.4
"166","#7CAE00",6.31645569620253,71.7613935970611,41.1906972784265,102.332089915696,15.5594593259068,FALSE,3,"1","grey60",1,1,1,0.4
"167","#7CAE00",7.57974683544304,71.4410047742191,43.2077626824103,99.6742468660278,14.3697735042496,FALSE,3,"1","grey60",1,1,1,0.4
"168","#7CAE00",8.84303797468355,71.138908837826,44.9147822441889,97.3630354314631,13.3472010855836,FALSE,3,"1","grey60",1,1,1,0.4
"169","#7CAE00",10.1063291139241,70.8558904569262,46.3064988997814,95.405282014071,12.4948171094264,FALSE,3,"1","grey60",1,1,1,0.4
"170","#7CAE00",11.3696202531646,70.592734300564,47.3865909157115,93.7988776854165,11.8111488316894,FALSE,3,"1","grey60",1,1,1,0.4
"171","#7CAE00",12.6329113924051,70.3502576927236,48.1700907836575,92.5304246017897,11.2889612086811,FALSE,3,"1","grey60",1,1,1,0.4
"172","#7CAE00",13.8962025316456,70.1299207382848,48.6866652260341,91.5731762505356,10.913898017904,FALSE,3,"1","grey60",1,1,1,0.4
"173","#7CAE00",15.1594936708861,69.9309635993508,48.9709376367507,90.8909895619508,10.6679503808433,FALSE,3,"1","grey60",1,1,1,0.4
"174","#7CAE00",16.4227848101266,69.7517150486955,49.0588681362115,90.4445619611795,10.5319652034144,FALSE,3,"1","grey60",1,1,1,0.4
"175","#7CAE00",17.6860759493671,69.590503859093,48.9873323906803,90.1936753275057,10.48632340939,FALSE,3,"1","grey60",1,1,1,0.4
"176","#7CAE00",18.9493670886076,69.4456588033172,48.7920460327067,90.0992715739277,10.5119963408048,FALSE,3,"1","grey60",1,1,1,0.4
"177","#7CAE00",20.2126582278481,69.3155086541422,48.5059671156115,90.1250501926729,10.5913588550539,FALSE,3,"1","grey60",1,1,1,0.4
"178","#7CAE00",21.4759493670886,69.1983821843419,48.1583380658841,90.2384263027997,10.7086769389965,FALSE,3,"1","grey60",1,1,1,0.4
"179","#7CAE00",22.7392405063291,69.0926081666903,47.7743068369416,90.410909496439,10.8503005289892,FALSE,3,"1","grey60",1,1,1,0.4
"180","#7CAE00",24.0025316455696,68.9965153739615,47.3749491749927,90.6180815729302,11.004652178308,FALSE,3,"1","grey60",1,1,1,0.4
"181","#7CAE00",25.2658227848101,68.9111924743501,46.9877408158738,90.8346441328264,11.1583017543377,FALSE,3,"1","grey60",1,1,1,0.4
"182","#7CAE00",26.5291139240506,68.8627591171766,46.7216051753612,91.003913058992,11.269104916538,FALSE,3,"1","grey60",1,1,1,0.4
"183","#7CAE00",27.7924050632911,68.851781449351,46.5618654926674,91.1416974060346,11.3448197938001,FALSE,3,"1","grey60",1,1,1,0.4
"184","#7CAE00",29.0556962025316,68.8703206660723,46.4494719274947,91.2911694046499,11.4114601893303,FALSE,3,"1","grey60",1,1,1,0.4
"185","#7CAE00",30.3189873417722,68.9104379625395,46.3309857470112,91.4898901780679,11.4921840407873,FALSE,3,"1","grey60",1,1,1,0.4
"186","#7CAE00",31.5822784810127,68.9641945339517,46.1715723149552,91.7568167529483,11.6006804245103,FALSE,3,"1","grey60",1,1,1,0.4
"187","#7CAE00",32.8455696202532,69.0236515755078,45.9626769572375,92.0846261937781,11.7372627973156,FALSE,3,"1","grey60",1,1,1,0.4
"188","#7CAE00",34.1088607594937,69.0808702824068,45.7237281790192,92.4380123857943,11.8880021161165,FALSE,3,"1","grey60",1,1,1,0.4
"189","#7CAE00",35.3721518987342,69.1279118498477,45.4981915088281,92.7576321908672,12.0267352989448,FALSE,3,"1","grey60",1,1,1,0.4
"190","#7CAE00",36.6354430379747,69.1568374730295,45.3454052844977,92.9682696615612,12.1192205361449,FALSE,3,"1","grey60",1,1,1,0.4
"191","#7CAE00",37.8987341772152,69.1621948565729,45.3418103672869,92.982579345859,12.1237769570392,FALSE,3,"1","grey60",1,1,1,0.4
"192","#7CAE00",39.1620253164557,69.1621962932861,45.5959380697794,92.7284545167929,11.9944352091502,FALSE,3,"1","grey60",1,1,1,0.4
"193","#7CAE00",40.4253164556962,69.1622000691435,45.9932836451924,92.3311164930946,11.7922015568895,FALSE,3,"1","grey60",1,1,1,0.4
"194","#7CAE00",41.6886075949367,69.1622055912983,46.3743268065906,91.950084376006,11.5982661755147,FALSE,3,"1","grey60",1,1,1,0.4
"195","#7CAE00",42.9518987341772,69.1622122669039,46.6052393292739,91.7191852045338,11.4807428421149,FALSE,3,"1","grey60",1,1,1,0.4
