"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34"
"239",17375,1199.21908333936,44041.2541481736,44040.9406695521,1198.98868610242,44084.8893203621,44125.2489838262,1202.89327560633,43980.013934966,43975.8897023637,1208.76857201023,45252.6753424587,45261.0925456477,1280.32860077802,49354.7238006545,49367.647298144,869.18390849293,22047.3404448538,22060.6399699576,871.977447848389,23432.1894967584,23444.6645155714,907.07728118238,24881.2533351196,24891.9783552332,880.870199669495,23874.9275920753,23887.3727361224,540.864887013543,540.862572959282,540.86513165796,535.087298281764,NA,NA
"240",17448,1199.21908334142,44041.2545634036,44040.9410847713,1198.98868610679,44084.8897353102,44125.2493987638,1202.89327560633,43980.0143500543,43975.8901173507,1208.76868578589,45252.6757568721,45261.0929599622,1280.32860077805,49354.7242153032,49367.6477126921,869.183908493173,22047.3408605166,22060.6403855181,871.97808343182,23432.189911818,23444.664930534,907.077281182788,24881.2537498496,24891.9787698627,880.870199669495,23874.9280073368,23887.3731512864,540.86531646746,540.862992638422,540.86555133786,535.087704022589,NA,NA
"241",17521,1199.21908334329,44041.2549599305,44040.941481288,1198.98868611073,44084.890131568,44125.2497950116,1202.89327560633,43980.0147464459,43975.8905136456,1208.76879339431,45252.6761526193,45261.0933556148,1280.32860077808,49354.7246112751,49367.6481085679,869.183908493392,22047.3412574569,22060.6407823607,871.97869021195,23432.1903081824,23444.6653268056,907.077281183156,24881.2541458992,24891.9791658163,880.870199669495,23874.9284038938,23887.3735477503,540.865726621242,540.863393414152,540.865952114314,535.088091446653,NA,NA
"242",17594,1199.21908334498,44041.2553385969,44040.9418599445,1198.98868611431,44084.8905099774,44125.2501734113,1202.89327560633,43980.015124983,43975.8908920904,1208.7688951698,45252.6765305411,45261.0937334463,1280.3286007781,49354.7249894114,49367.6484866125,869.183908493589,22047.3416365179,22060.6411613285,871.979269494084,23432.1906866935,23444.6657052281,907.077281183487,24881.2545241097,24891.9795439351,880.870199669495,23874.9287825889,23887.3739263565,540.866118342259,540.863776137928,540.866334838782,535.08846138085,NA,NA
"243",17667,1199.21908334652,44041.2557002072,44040.9422215455,1198.98868611754,44084.8908713422,44125.250534767,1202.89327560633,43980.0154864698,43975.8912534891,1208.76899142852,45252.6768914402,45261.0940942593,1280.32860077812,49354.7253505155,49367.648847629,869.183908493766,22047.3419985052,22060.6415232266,871.979822524375,23432.1910481555,23444.6660666056,907.077281183785,24881.2548852846,24891.9799050225,880.870199669495,23874.9291442266,23887.3742879093,540.866492458899,540.864141622856,540.86670032437,535.088814614741,NA,NA
"244",17740,1199.21908334791,44041.2560455296,44040.942566859,1198.98868612046,44084.8912164302,44125.2508798463,1202.89327560633,43980.0158316744,43975.8915986095,1208.76908246951,45252.6772360836,45261.0944388203,1280.32860077814,49354.7256953546,49367.6491923844,869.183908493924,22047.3423441875,22060.6418688239,871.980350492499,23432.1913933363,23444.6664117057,907.077281184054,24881.2552301913,24891.9802498456,880.870199669495,23874.9294895753,23887.3746331768,540.866849762323,540.864490645418,540.867049347561,535.089151902244,NA,NA
"245",17813,1199.21908334916,44041.2563752979,44040.9428966187,1198.9886861231,44084.8915459747,44125.2512093824,1202.89327560633,43980.0161613301,43975.8919281847,1208.76916857561,45252.6775652034,45261.0947678615,1280.32860077815,49354.7260246612,49367.6495216111,869.183908494067,22047.3426742995,22060.6421988547,871.980854534221,23432.1917229693,23444.6667412616,907.077281184296,24881.2555595626,24891.980579137,880.870199669495,23874.9298193685,23887.3749628926,540.867191008135,540.86482394712,540.867382649863,535.089473963243,NA,NA
"246",17886,1199.2190833503,44041.2566902125,44040.9432115252,1198.98868612548,44084.8918606755,44125.2515240753,1202.89327560633,43980.0164761372,43975.8922429151,1208.76925001431,45252.6778794987,45261.0950820818,1280.32860077816,49354.7263391351,49367.6498360087,869.183908494196,22047.3429895424,22060.64251402,871.981335733836,23432.1920377548,23444.6670559734,907.077281184514,24881.2558740981,24891.9808935963,880.870199669495,23874.930134307,23887.3752777572,540.867516917983,540.86514223607,540.867700939386,535.089781485124,NA,NA
"247",17959,1199.21908335134,44041.2569909426,44040.9435122475,1198.98868612765,44084.8921612015,44125.2518245936,1202.89327560633,43980.0167767647,43975.8925434692,1208.7693270386,45252.6781796374,45261.0953821488,1280.32860077818,49354.7266394442,49367.6501362449,869.183908494311,22047.343290586,22060.6428149895,871.9817951265,23432.1923383616,23444.6673565099,907.07728118471,24881.2561744661,24891.9811938915,880.870199669495,23874.93043506,23887.3755784395,540.867828181081,540.86544618848,540.868004892342,535.09007512424,NA,NA
"248",18032,1199.21908335227,44041.2572781271,44040.9437994245,1198.98868612961,44084.892448191,44125.2521115759,1202.89327560633,43980.0170638511,43975.8928304856,1208.76939988777,45252.6784662571,45261.0956687,1280.32860077819,49354.7269262267,49367.6504229578,869.183908494415,22047.3435780698,22060.6431024025,871.982233700457,23432.1926254283,23444.6676435094,907.077281184886,24881.2564613048,24891.9814806607,880.870199669495,23874.9307222662,23887.3758655783,540.86812545567,540.865736450103,540.868295154487,535.090355507314,NA,NA
"249",18105,1199.21908335312,44041.257552376,44040.9440736663,1198.9886861314,44084.8927222538,44125.2523856317,1202.89327560634,43980.0173380064,43975.8931045741,1208.76946878814,45252.6787399668,45261.0959423443,1280.3286007782,49354.7272000917,49367.6506967564,869.183908494508,22047.3438526046,22060.6433768698,871.982652399167,23432.1928995647,23444.6679175818,907.077281185046,24881.2567352236,24891.9817545131,880.870199669495,23874.9309965359,23887.3761397836,540.868409370411,540.866013637608,540.86857234249,535.090623232777,NA,NA
"250",18178,1199.21908335389,44041.2578142721,44040.9443355556,1198.98868613302,44084.8929839721,44125.2526473434,1202.89327560634,43980.0175998131,43975.8933663169,1208.76953395374,45252.6790013478,45261.0962036629,1280.32860077821,49354.7274616212,49367.6509582224,869.183908494592,22047.3441147737,22060.6436389743,871.983052123335,23432.1931613534,23444.6681793092,907.077281185189,24881.2569968043,24891.9820160305,880.870199669495,23874.9312584519,23887.3764016381,540.868680525708,540.866278339887,540.868837045243,535.090878872045,NA,NA
"251",18251,1199.21908335458,44041.2580643717,44040.9445856487,1198.9886861345,44084.893233902,44125.2528972669,1202.89327560634,43980.0178498273,43975.8936162702,1208.76959558703,45252.6792509556,45261.096453211,1280.32860077821,49354.7277113707,49367.6512079113,869.183908494668,22047.344365134,22060.643889273,871.983433732847,23432.1934113505,23444.6684292478,907.077281185318,24881.2572466028,24891.9822657684,880.870199669495,23874.9315085704,23887.3766516979,540.868939494986,540.866531119304,540.869089825113,535.091122970736,NA,NA
"252",18324,1199.21908335521,44041.2583032062,44040.944824477,1198.98868613584,44084.8934725743,44125.2531359332,1202.89327560634,43980.0180885803,43975.8938549649,1208.76965387947,45252.6794893204,45261.0966915189,1280.32860077822,49354.7279498709,49367.6514463536,869.183908494736,22047.3446042174,22060.6441282976,871.983798048621,23432.193650087,23444.6686679285,907.077281185434,24881.2574851498,24891.9825042576,880.870199669495,23874.931747423,23887.3768904944,540.869186825897,540.866772512897,540.869331219138,535.091356049838,NA,NA
"253",18397,1199.21908335578,44041.258531283,44040.9450525479,1198.98868613706,44084.8937004963,44125.2533638494,1202.89327560634,43980.0183165792,43975.8940829082,1208.76970901215,45252.6797169487,45261.0969190928,1280.32860077823,49354.7281776284,49367.6516740559,869.183908494796,22047.3448325319,22060.6443565559,871.984145854373,23432.1938780702,23444.6688958584,907.077281185539,24881.257712952,24891.9827320046,880.870199669495,23874.9319755171,23887.3771185349,540.869423041484,540.867003033511,540.869561740164,535.091578606819,NA,NA
"254",18470,1199.2190833563,44041.2587490866,44040.9452703459,1198.98868613817,44084.8939181521,44125.2535814997,1202.89327560634,43980.0185343085,43975.8943005844,1208.76976115636,45252.679934324,45261.0971364162,1280.32860077823,49354.7283951271,49367.6518915019,869.183908494851,22047.3450505626,22060.6445745329,871.984477898302,23432.1940957845,23444.6691135217,907.077281185634,24881.2579304934,24891.9829494932,880.870199669495,23874.9321933373,23887.3773363039,540.86964864128,540.867223170893,540.86978187794,535.09179111669,NA,NA
"255",18543,1199.21908335677,44041.2589570798,44040.9454783337,1198.98868613917,44084.8941260041,44125.2537893465,1202.89327560634,43980.0187422307,43975.8945084559,1208.76981047407,45252.6801419082,45261.0973439508,1280.32860077824,49354.7286028292,49367.6520991535,869.1839084949,22047.3452587726,22060.6447826917,871.9847948947,23432.1943036924,23444.669321381,907.077281185718,24881.2581382362,24891.9831571857,880.870199669495,23874.9324013462,23887.3775442641,540.869864102372,540.86743339273,540.869992100152,535.091994033017,NA,NA
"256",18616,1199.21908335719,44041.2591557045,44040.9456769532,1198.98868614009,44084.8943244939,44125.2539878313,1202.89327560634,43980.0189407875,43975.8947069643,1208.7698571185,45252.6803401423,45261.0975421375,1280.32860077824,49354.7288011758,49367.652297452,869.183908494945,22047.3454576043,22060.6449814745,871.98509752549,23432.1945022356,23444.6695198778,907.077281185795,24881.2583366217,24891.9833555231,880.870199669495,23874.932599986,23887.3777428571,540.870069880403,540.867634145643,540.870192853423,535.092187788891,NA,NA
"257",18689,1199.21908335758,44041.2593453825,44040.9458666264,1198.98868614092,44084.8945140433,44125.2541773758,1202.89327560634,43980.0191304009,43975.8948965314,1208.76990123457,45252.6805294473,45261.0977313974,1280.32860077825,49354.7289905884,49367.6524868186,869.183908494984,22047.3456474801,22060.6451713035,871.985386441692,23432.194691836,23444.6697094337,907.077281185864,24881.2585260714,24891.983544927,880.870199669495,23874.9327896784,23887.3779325051,540.870266410542,540.867825856137,540.870384564259,535.092372797852,NA,NA
"258",18762,1199.21908335793,44041.2595265171,44040.9460477562,1198.98868614167,44084.8946950549,44125.2543583828,1202.89327560634,43980.0193114736,43975.8950775599,1208.76994295931,45252.6807102257,45261.0979121325,1280.32860077825,49354.7291714694,49367.6526676557,869.18390849502,22047.3458288034,22060.6453525822,871.98566226482,23432.1948728962,23444.6698904516,907.077281185926,24881.2587069879,24891.9837257996,880.870199669495,23874.9329708267,23887.3781136108,540.870454108399,540.868008931505,540.870567639953,535.092549454771,NA,NA
"259",18835,1199.21908335824,44041.2596994928,44040.9462207275,1198.98868614236,44084.8948679132,44125.2545312368,1202.89327560634,43980.0194843903,43975.8952504345,1208.76998242235,45252.6808828613,45261.0980847269,1280.32860077825,49354.729344203,49367.6528403474,869.183908495052,22047.3460019595,22060.6455256957,871.985925588226,23432.195045801,23444.670063316,907.077281185982,24881.2588797554,24891.9838985252,880.870199669495,23874.9331438156,23887.3782865591,540.870633370906,540.868183760694,540.870742469454,535.092718136691,NA,NA
"260",18908,1199.21908335853,44041.2598646773,44040.9463859077,1198.98868614298,44084.8950329856,44125.2546963049,1202.89327560634,43980.0196495184,43975.8954155223,1208.77001974629,45252.6810477209,45261.0982495472,1280.32860077826,49354.7295091563,49367.6530052607,869.183908495081,22047.3461673161,22060.6456910117,871.986176978371,23432.1952109178,23444.6702283941,907.077281186032,24881.259044741,24891.9840634708,880.870199669495,23874.9333090126,23887.3784517173,540.870804577157,540.868350715135,540.870909424191,535.092879203636,NA,NA
"261",18981,1199.21908335879,44041.2600224215,44040.9465436478,1198.98868614355,44084.8951906227,44125.2548539381,1202.89327560634,43980.0198072087,43975.8955731742,1208.77005504707,45252.6812051549,45261.0984069435,1280.32860077826,49354.7296666796,49367.6531627458,869.183908495107,22047.3463252247,22060.6458488814,871.986416976045,23432.1953685973,23444.6703860367,907.077281186078,24881.2592022953,24891.9842209869,880.870199669495,23874.9334667687,23887.3786094364,540.87096808921,540.868510149524,540.871068858864,535.093032999376,NA,NA
"262",19054,1199.21908335902,44041.2601730604,44040.9466942829,1198.98868614406,44084.8953411594,44125.255004471,1202.89327560634,43980.0199577962,43975.895723725,1208.77008843437,45252.6813554976,45261.0985572504,1280.32860077826,49354.7298171077,49367.6533131374,869.18390849513,22047.3464760207,22060.6459996403,871.986646097531,23432.1955191744,23444.6705365787,907.077281186119,24881.2593527529,24891.984371408,880.870199669495,23874.9336174191,23887.3787600514,540.87112425285,540.868662402586,540.871221112195,535.093179852163,NA,NA
"263",19127,1199.21908335923,44041.2603169143,44040.9468381329,1198.98868614453,44084.8954849156,44125.2551482235,1202.89327560634,43980.0201016009,43975.8958674946,1208.7701200119,45252.6814990686,45261.098700787,1280.32860077826,49354.7299607602,49367.653456755,869.183908495152,22047.3466200245,22060.6461436086,871.986864835714,23432.1956629693,23444.6706803399,907.077281186155,24881.2594964335,24891.9845150538,880.870199669495,23874.9337612839,23887.3789038823,540.871273398323,540.868807797784,540.871366507651,535.093320075429,NA,NA
"264",19200,1199.21908335943,44041.2604542885,44040.9469755037,1198.98868614495,44084.8956221966,44125.255285501,1202.89327560634,43980.0202389283,43975.8960047885,1208.77014987776,45252.6816361727,45261.0988378584,1280.32860077826,49354.7300979422,49367.6535939037,869.18390849517,22047.3467575419,22060.6462810922,871.987073661144,23432.1958002872,23444.6708176257,907.077281186188,24881.2596336424,24891.9846522295,880.870199669495,23874.9338986685,23887.3790412348,540.871415841034,540.868946644014,540.871505354127,535.093453968457,NA,NA
"265",19273,1199.2190833596,44041.2605854751,44040.9471066868,1198.98868614534,44084.8957532941,44125.2554165952,1202.89327560634,43980.0203700701,43975.8961358983,1208.77017812473,45252.6817671013,45261.0989687557,1280.32860077827,49354.7302289451,49367.6537248749,869.183908495187,22047.3468888653,22060.6464123832,871.987273023046,23432.19593142,23444.6709487278,907.077281186218,24881.259764671,24891.9847832264,880.870199669495,23874.9340298651,23887.3791724005,540.871551882211,540.869079236258,540.871637946606,535.09358181702,NA,NA
"266",19346,1199.21908335976,44041.2607107527,44040.9472319612,1198.98868614569,44084.8958784867,44125.2555417846,1202.89327560634,43980.020495305,43975.8962611026,1208.77020484057,45252.6818921325,45261.0990937571,1280.32860077827,49354.7303540474,49367.6538499467,869.183908495203,22047.3470142735,22060.6465377606,871.987463350288,23432.1960566462,23444.6710739247,907.077281186245,24881.2598897978,24891.9849083228,880.870199669495,23874.9341551522,23887.3792976582,540.871681809547,540.869205856212,540.871764566784,535.093703893988,NA,NA
"267",19419,1199.2190833599,44041.2608303875,44040.9473515929,1198.98868614601,44084.8959980403,44125.2556613352,1202.89327560634,43980.0206148989,43975.8963806674,1208.77023010828,45252.6820115321,45261.0992131281,1280.32860077827,49354.7304735147,49367.6539693851,869.183908495216,22047.3471340329,22060.6466574906,871.9876450523,23432.196176232,23444.6711934825,907.077281186269,24881.2600092886,24891.9850277846,880.870199669495,23874.9342747961,23887.379417274,540.871805897804,540.869326772883,540.871885483668,535.093820459915,NA,NA
"268",19492,1199.21908336003,44041.2609446336,44040.9474658361,1198.9886861463,44084.8961122089,44125.2557755009,1202.89327560634,43980.0207291061,43975.8964948467,1208.77025400634,45252.6821255535,45261.0993271223,1280.32860077827,49354.7305876009,49367.6540834436,869.183908495228,22047.3472483982,22060.6467718277,871.98781851996,23432.1962904312,23444.6713076551,907.077281186291,24881.2601233971,24891.9851418655,880.870199669495,23874.9343890508,23887.3795315019,540.871924409398,540.869442243161,540.87200095415,535.093931763591,NA,NA
"269",19565,1199.21908336015,44041.2610537338,44040.9475749334,1198.98868614656,44084.896221235,44125.2558845243,1202.89327560634,43980.020838169,43975.896603883,1208.770276609,45252.6822344392,45261.099435982,1280.32860077827,49354.7306965484,49367.6541923647,869.18390849524,22047.3473576121,22060.6468810147,871.987984126432,23432.1963994867,23444.671416685,907.077281186311,24881.260232366,24891.985250808,880.870199669495,23874.9344981593,23887.3796405848,540.872037594949,540.869552512365,540.872111223549,535.094038042574,NA,NA
"270",19638,1199.21908336026,44041.2611579199,44040.9476791168,1198.9886861468,44084.8963253503,44125.255988637,1202.89327560634,43980.0209423195,43975.8967080081,1208.77029798648,45252.6823384204,45261.0995399383,1280.32860077827,49354.7308005886,49367.6542963796,869.18390849525,22047.3474619067,22060.6469852837,871.988142227968,23432.19650363,23444.671520804,907.077281186329,24881.2603364266,24891.9853548434,880.870199669495,23874.9346023533,23887.3797447543,540.872145693817,540.869657814765,540.872216526134,535.094139523701,NA,NA
"271",19711,1199.21908336035,44041.2612574131,44040.9477786075,1198.98868614702,44084.8964247761,44125.2560880602,1202.89327560634,43980.0210417788,43975.8968074432,1208.77031820518,45252.6824377179,45261.0996392122,1280.32860077827,49354.7308999426,49367.6543957095,869.183908495259,22047.3475615037,22060.6470848561,871.988293164676,23432.1966030825,23444.6716202332,907.077281186344,24881.2604358001,24891.9854541928,880.870199669495,23874.9347018541,23887.3798442317,540.872248934601,540.869758374078,540.872317085625,535.094236423564,NA,NA
"272",19784,1199.21908336044,44041.261352425,44040.9478736168,1198.98868614721,44084.8965197234,44125.2561830051,1202.89327560634,43980.0211367582,43975.8969023994,1208.77033732793,45252.6825325429,45261.0997340145,1280.32860077827,49354.7309948214,49367.6544905653,869.183908495267,22047.3476566145,22060.6471799436,871.988437261251,23432.1966980553,23444.6717151838,907.077281186359,24881.2605306975,24891.9855490672,880.870199669495,23874.9347968731,23887.3799392284,540.872347535631,540.869854403946,540.872413115661,535.09432894898,NA,NA
"273",19857,1199.21908336052,44041.2614431572,44040.9479643467,1198.98868614739,44084.896610394,44125.2562736734,1202.89327560634,43980.0212274594,43975.8969930785,1208.77035541412,45252.6826230967,45261.0998245467,1280.32860077827,49354.7310854266,49367.6545811485,869.183908495274,22047.3477474414,22060.647270748,871.988574827673,23432.1967887504,23444.6718058576,907.077281186372,24881.2606213205,24891.9856396682,880.870199669495,23874.9348876122,23887.3800299462,540.872441705421,540.869946108384,540.872504820261,535.094417297431,NA,NA
"274",19930,1199.21908336059,44041.2615298026,44040.9480509899,1198.98868614756,44084.8966969807,44125.2563602579,1202.89327560634,43980.0213140753,43975.8970796733,1208.77037251995,45252.6827095718,45261.0999110011,1280.32860077827,49354.7311719508,49367.6546676517,869.18390849528,22047.3478341771,22060.6473574624,871.988706159875,23432.1968753603,23444.6718924473,907.077281186383,24881.2607078616,24891.9857261884,880.870199669495,23874.9349742642,23887.3801165779,540.872531643116,540.870033682223,540.872592394254,535.094501657479,NA,NA
"275",20003,1199.21908336066,44041.2616125453,44040.9481337305,1198.9886861477,44084.8967796672,44125.2564429423,1202.89327560634,43980.0213967898,43975.8971623676,1208.77038869855,45252.6827921518,45261.0999935614,1280.32860077827,49354.7312545777,49367.6547502585,869.183908495286,22047.3479170061,22060.647440271,871.988831540378,23432.196958069,23444.6719751367,907.077281186394,24881.2607905047,24891.9858088115,880.870199669495,23874.9350570132,23887.3801993074,540.872617538911,540.870117311515,540.872676023692,535.094582209178,NA,NA
"276",20076,1199.21908336071,44041.2616915611,44040.9482127442,1198.98868614784,44084.8968586293,44125.2565219024,1202.89327560634,43980.0214757786,43975.8972413371,1208.77040400019,45252.6828710122,45261.1000724029,1280.32860077827,49354.7313334828,49367.6548291446,869.183908495291,22047.3479961042,22060.6475193497,871.988951238902,23432.1970370524,23444.6720541016,907.077281186403,24881.2608694254,24891.985887713,880.870199669495,23874.935136035,23887.3802783107,540.872699574455,540.870197173931,540.872755886248,535.094659124453,NA,NA
"277",20149,1199.21908336077,44041.2617670178,44040.9482881989,1198.98868614796,44084.8969340348,44125.256597306,1202.89327560634,43980.0215512095,43975.8973167496,1208.7704184724,45252.6829463205,45261.1001476932,1280.32860077827,49354.7314088339,49367.6549044773,869.183908495296,22047.3480716395,22060.6475948664,871.989065512941,23432.1971124781,23444.6721295097,907.077281186412,24881.2609447912,24891.9859630605,880.870199669495,23874.9352114974,23887.3803537554,540.87277792323,540.870273439142,540.872832151593,535.094732567464,NA,NA
"278",20222,1199.21908336082,44041.2618390757,44040.948360255,1198.98868614807,44084.8970060438,44125.2566693132,1202.89327560634,43980.0216232428,43975.8973887654,1208.77043216014,45252.6830182367,45261.1002195923,1280.32860077827,49354.731480791,49367.6549764169,869.1839084953,22047.3481437726,22060.6476669817,871.989174608321,23432.1971845065,23444.6722015212,907.077281186419,24881.2610167624,24891.9860350143,880.870199669495,23874.9352835608,23887.3804258018,540.872852750924,540.870346269175,540.872904981753,535.094802694965,NA,NA
"279",20295,1199.21908336086,44041.261907888,44040.9484290655,1198.98868614817,44084.8970748094,44125.256738077,1202.89327560634,43980.0216920316,43975.8974575374,1208.77044510593,45252.6830869137,45261.1002882528,1280.32860077828,49354.7315495069,49367.6550451162,869.183908495304,22047.3482126566,22060.6477358488,871.989278759729,23432.1972532906,23444.6722702892,907.077281186426,24881.2610854918,24891.986103727,880.870199669495,23874.9353523783,23887.3804946031,540.872924215779,540.870415818759,540.872974531458,535.094869656631,NA,NA
"280",20368,1199.2190833609,44041.2619736008,44040.9484947766,1198.98868614826,44084.8971404776,44125.2568037435,1202.89327560634,43980.021757722,43975.8975232117,1208.77045734999,45252.6831524972,45261.1003538207,1280.32860077828,49354.7316151277,49367.6551107211,869.183908495308,22047.3482784379,22060.6478016139,871.989378191216,23432.1973189764,23444.6723359596,907.077281186432,24881.2611511255,24891.9861693448,880.870199669495,23874.935418096,23887.3805603055,540.872992468924,540.870482235653,540.873040948468,535.09493359538,NA,NA
"281",20441,1199.21908336093,44041.2620363537,44040.9485575279,1198.98868614835,44084.8972031879,44125.2568664523,1202.89327560634,43980.0218204535,43975.8975859279,1208.77046893036,45252.6832151267,45261.1004164353,1280.32860077828,49354.7316777928,49367.655173371,869.183908495311,22047.3483412562,22060.6478644167,871.989473116676,23432.1973817036,23444.6723986721,907.077281186438,24881.2612138028,24891.986232007,880.870199669495,23874.9354808537,23887.3806230484,540.873057654697,540.870545660963,540.873104373888,535.094994647678,NA,NA
"282",20514,1199.21908336097,44041.2620962801,44040.9486174527,1198.98868614842,44084.8972630736,44125.2569263364,1202.89327560634,43980.0218803594,43975.8976458192,1208.77047988301,45252.6832749352,45261.1004762295,1280.32860077828,49354.7317376353,49367.6552331989,869.183908495314,22047.348401245,22060.6479243908,871.989563740316,23432.1974416054,23444.6724585599,907.077281186443,24881.2612736571,24891.9862918467,880.870199669495,23874.9355407846,23887.3806829653,540.873119910948,540.870606229436,540.873164942465,535.095052943831,NA,NA
"283",20587,1199.219083361,44041.2621535072,44040.9486746783,1198.98868614849,44084.8973202619,44125.2569835233,1202.89327560634,43980.021937567,43975.8977030129,1208.77049024205,45252.6833320498,45261.1005333304,1280.32860077828,49354.7317947823,49367.6552903321,869.183908495316,22047.3484585318,22060.6479816635,871.989650257083,23432.197498809,23444.6725157502,907.077281186448,24881.2613308153,24891.9863489911,880.870199669495,23874.9355980161,23887.3807401833,540.873179369334,540.870664069751,540.87322278288,535.095108608263,NA,NA
"284",20660,1199.21908336102,44041.2622081567,44040.9487293264,1198.98868614855,44084.8973748742,44125.2570381343,1202.89327560634,43980.0219921978,43975.8977576303,1208.77050003943,45252.6833865918,45261.1005878594,1280.32860077828,49354.7318493553,49367.6553448918,869.183908495318,22047.3485132382,22060.6480363564,871.989732853092,23432.1975534361,23444.6725703645,907.077281186452,24881.261385399,24891.9864035615,880.870199669495,23874.9356526697,23887.3807948241,540.873236155594,540.870719304792,540.873278018016,535.09516175978,NA,NA
"285",20733,1199.21908336105,44041.2622603446,44040.9487815129,1198.98868614861,44084.8974270267,44125.2570902854,1202.89327560634,43980.0220443679,43975.8978097877,1208.77050930577,45252.6834386771,45261.1006399323,1280.32860077828,49354.7319014701,49367.655396994,869.18390849532,22047.3485654805,22060.6480885859,871.989811706025,23432.1976056026,23444.6726225188,907.077281186455,24881.2614375241,24891.986455674,880.870199669495,23874.9357048616,23887.3808470037,540.873290389816,540.870772051908,540.873330765221,535.095212511825,NA,NA
"286",20806,1199.21908336107,44041.2623101818,44040.9488313489,1198.98868614866,44084.8974768302,44125.2571400876,1202.89327560634,43980.0220941881,43975.8978595958,1208.77051806979,45252.6834884164,45261.1006896596,1280.32860077828,49354.7319512376,49367.6554467494,869.183908495322,22047.3486153697,22060.6481384628,871.989886985509,23432.1976554194,23444.672672324,907.077281186459,24881.2614873013,24891.9865054392,880.870199669495,23874.9357547026,23887.380896833,540.873342186692,540.870822423159,540.873381136557,535.09526097272,NA,NA
"287",20879,1199.21908336109,44041.2623577743,44040.9488789401,1198.98868614871,44084.8975243903,44125.2571876466,1202.89327560634,43980.0221417643,43975.8979071604,1208.77052636283,45252.6835359152,45261.1007371472,1280.32860077828,49354.7319987634,49367.6554942637,869.183908495324,22047.3486630118,22060.6481860932,871.989958853485,23432.1977029924,23444.6727198858,907.077281186462,24881.2615348365,24891.9865529628,880.870199669495,23874.9358022987,23887.3809444179,540.873391655758,540.870870525562,540.873429239041,535.095307245897,NA,NA
"288",20952,1199.21908336111,44041.262403223,44040.9489243877,1198.98868614875,44084.8975698082,44125.2572330633,1202.89327560634,43980.0221871976,43975.8979525826,1208.77053419844,45252.6835812746,45261.1007824957,1280.32860077828,49354.7320441486,49367.6555396379,869.183908495325,22047.3487085079,22060.6482315781,871.990027464556,23432.1977484225,23444.6727653053,907.077281186464,24881.2615802305,24891.9865983459,880.870199669495,23874.9358477509,23887.3809898595,540.87343890163,540.870916461311,540.873475174868,535.095351430117,NA,NA
"289",21025,1199.21908336112,44041.2624466247,44040.9489677882,1198.98868614879,44084.8976131804,44125.2572764344,1202.89327560634,43980.0222305844,43975.8979959588,1208.77054161514,45252.6836245909,45261.1008258017,1280.32860077828,49354.7320874895,49367.6555829682,869.183908495326,22047.3487519548,22060.6482750143,871.990092966318,23432.1977918063,23444.672808679,907.077281186467,24881.2616235799,24891.9866416847,880.870199669495,23874.9358911558,23887.3810332542,540.87348402422,540.870960327998,540.873519041627,535.095393619685,NA,NA
"290",21098,1199.21908336114,44041.2624880714,44040.9490092339,1198.98868614883,44084.897654599,44125.2573178519,1202.89327560634,43980.022272017,43975.8980373813,1208.77054862982,45252.6836659561,45261.100867157,1280.32860077828,49354.7321288782,49367.6556243469,869.183908495328,22047.3487934447,22060.648316494,871.990155499677,23432.1978332361,23444.672850099,907.077281186469,24881.2616649767,24891.9866830715,880.870199669495,23874.9359326057,23887.3810746943,540.87352711895,540.871002218817,540.873560932517,535.095433904648,NA,NA
"291",21171,1199.21908336115,44041.2625276512,44040.9490488127,1198.98868614886,44084.897694152,44125.2573574039,1202.89327560634,43980.0223115833,43975.898076938,1208.77055526427,45252.6837054582,45261.1009066496,1280.32860077828,49354.7321684026,49367.6556638618,869.183908495329,22047.3488330658,22060.6483561054,871.990215199157,23432.1978727997,23444.6728896534,907.077281186471,24881.2617045089,24891.9867225941,880.870199669495,23874.9359721885,23887.3811142679,540.873568276955,540.871042222769,540.873600936534,535.095472370986,NA,NA
"292",21244,1199.21908336116,44041.2625654483,44040.9490866088,1198.98868614889,44084.8977319234,44125.2573951744,1202.89327560634,43980.0223493675,43975.898114713,1208.7705615391,45252.6837431809,45261.1009443633,1280.32860077828,49354.7322061468,49367.6557015968,869.18390849533,22047.3488709023,22060.6483939325,871.990272193181,23432.1979105813,23444.6729274261,907.077281186473,24881.2617422605,24891.9867603366,880.870199669495,23874.9360099885,23887.381152059,540.873607585273,540.871080424841,540.873639138669,535.0955091008,NA,NA
"293",21317,1199.21908336117,44041.2626015429,44040.9491227025,1198.98868614891,44084.8977679935,44125.2574312436,1202.89327560634,43980.0223854498,43975.8981507864,1208.7705674738,45252.6837792045,45261.1009803783,1280.32860077828,49354.7322421909,49367.6557376321,869.18390849533,22047.3489070345,22060.6484300559,871.990326604356,23432.1979466611,23444.6729634975,907.077281186474,24881.2617783116,24891.986796379,880.870199669495,23874.9360460858,23887.3811881478,540.873645127032,540.871116906195,540.873675620083,535.095544172483,NA,NA
