"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34"
"110",7958,1199.20455022806,44037.7418798293,44037.4284921683,1198.96789769442,44081.379436051,44121.739188444,1202.89299420945,43976.502865546,43972.3794892591,1205.98963265739,45249.1699809777,45257.5880214608,1280.32690581215,49351.2164487274,49364.1407972712,869.179786646893,22043.8245154776,22057.1249058283,866.430897342038,23428.67866875,23441.1545088175,907.071818921133,24877.7452952935,24888.4711655985,880.870171775796,23871.4150573225,23883.8610261628,537.273774552036,537.312670768225,537.315222382938,531.615626681807,NA,NA
"111",8031,1199.20598392987,44037.9004965173,44037.5871047484,1198.96988694506,44081.5379450742,44121.8976934512,1202.8930310279,43976.6614280896,43972.5380131309,1206.14037947798,45249.3282857465,45257.7462884168,1280.32710399093,49351.3748433863,49364.2991534958,869.18022522636,22043.9832975005,22057.2836487761,866.682890894928,23428.8372203913,23441.3130233704,907.072389385963,24877.9037210184,24888.6295529281,880.870175942378,23871.5736860417,23884.0196176337,537.435592578596,537.472987029106,537.475538969656,531.772757533378,NA,NA
"112",8104,1199.20727619929,44038.0519687081,44037.7385730164,1198.97168586177,44081.6893144497,44122.0490589915,1202.89306303418,43976.8128485749,43972.6893966862,1206.28295503258,45249.4794600677,45257.8974266284,1280.32727902982,49351.5261035487,49364.4503769552,869.180617153462,22044.1349275791,22057.4352415395,866.923464631539,23428.9886304653,23441.4643980264,907.072900287826,24878.0550108476,24888.7808060914,880.870179498606,23871.7251697218,23884.1710657432,537.590138323762,537.626082239734,537.628634491174,531.922794871233,NA,NA
"113",8177,1199.2084409884,44038.1966182079,44037.8832187701,1198.97331265592,44081.8338657654,44122.1936066447,1202.89309085726,43976.9574486982,43972.8339615429,1206.41780224654,45249.6238251148,45258.0417571923,1280.32743363069,49351.6705505705,49364.5947889271,869.180967390681,22044.2797278552,22057.5800061812,867.153136073854,23429.1332206463,23441.6089543848,907.073357845769,24878.1994861998,24888.9252464293,880.870182534043,23871.8698301934,23884.3156922465,537.737738611918,537.772281654494,537.774834202562,532.066058924888,NA,NA
"114",8250,1199.20949087292,44038.3347523281,44038.0213493129,1198.97478379642,44081.9719061238,44122.3316435057,1202.89311504382,43977.0955356658,43972.9720148325,1206.54534003635,45249.7616875947,45258.1795867423,1280.32757017993,49351.8084913327,49364.7326962182,869.181280372634,22044.4180059602,22057.7182502569,867.372399290856,23429.2712981194,23441.7469995588,907.073767629498,24878.3374540165,24889.0631808088,880.870185124663,23872.0079747912,23884.453804406,537.878705579596,537.911895877491,537.914448708578,532.202855467424,NA,NA
"115",8323,1199.21043718802,44038.4666645378,44038.1532581063,1198.97611417639,44082.1037287951,44122.4634628369,1202.89313606915,43977.2274028468,43973.1038498524,1206.66596461101,45249.8933403995,45258.3112081004,1280.32769078526,49351.9402188938,49364.8643918157,869.18156006222,22044.5500556693,22057.8502674694,867.58172596136,23429.4031562336,23441.8788268287,907.074134627181,24878.4692074133,24889.1949022745,880.870187339205,23872.1398970065,23884.5856956441,538.013337335569,538.045221522431,538.047774623554,532.333476468103,NA,NA
"116",8396,1199.21129015064,44038.5926350876,44038.2792253937,1198.97731726398,44082.2296138395,44122.5893446918,1202.89315434671,43977.3533303962,43973.2297466893,1206.78005070294,45250.0190632287,45258.4369008993,1280.3277973083,49352.0660131121,49364.9901555102,869.181810000798,22044.6761575252,22057.9763382925,867.781566388696,23429.5290751245,23442.0047162646,907.074463306164,24878.5950263037,24889.320690672,880.87018922265,23872.2658771113,23884.711646167,538.141918591268,538.172541842791,538.175095201561,532.45820071553,NA,NA
"117",8469,1199.21205896987,44038.7129316049,44038.3995187956,1198.97840523868,44082.3498287028,44122.7095565093,1202.8931702356,43977.4735858499,43973.3499728139,1206.88795273209,45250.1391231834,45258.5569321763,1280.32789139333,49352.1861412403,49365.1102544894,869.18203335303,22044.7965794342,22058.0967305665,867.972350469394,23429.6493223098,23442.1249353216,907.074757667351,24878.7151779927,24889.4408132416,880.870190836402,23872.3861827532,23884.8319235594,538.264721262879,538.294127333594,538.296680938191,532.577294412679,NA,NA
"118",8542,1199.2127519463,44038.8278096626,44038.5143938782,1198.97938911462,44082.4646287843,44122.8243536821,1202.89318404808,43977.5884246936,43973.4647836494,1206.99000590701,45250.2537753337,45258.6715569407,1280.32797449267,49352.3008584934,49365.2249439066,869.182232946944,22044.9115772357,22058.2117000677,868.15448861798,23429.7641532574,23442.2397394079,907.075021293909,24878.8299177454,24889.5555251866,880.870192268029,23872.5010695245,23884.9467833536,538.382005046374,538.410236306081,538.412790145226,532.691011745061,NA,NA
"119",8615,1199.21337656172,44038.9375133217,44038.6240946962,1198.98027885211,44082.5742579795,44122.9339800997,1202.89319605545,43977.698090905,43973.5744231143,1207.08652726617,45250.363263261,45258.7810187156,1280.32804788905,49352.4104085911,49365.3344674221,869.182411309751,22045.021395245,22058.3214910515,868.328372649861,23429.8738119285,23442.3493724276,907.075257394878,24878.9394893292,24889.6650702152,880.870193352767,23872.6107815047,23885.0564695719,538.4940179667,538.521115436502,538.523669499434,532.799595423236,NA,NA
"120",8688,1199.21393955983,44039.0422756503,44038.7288543116,1198.98108345843,44082.6789491982,44123.0386686659,1202.89320649365,43977.8028174726,43973.6791241401,1207.17781666293,45250.4678195748,45258.885550055,1280.3281127154,49352.515024275,49365.4390577212,869.182570699827,22045.1262667731,22058.4263367715,868.494376624195,23429.9785312954,23442.4540672984,907.075468844242,24879.0441255315,24889.7696810583,880.870194278472,23872.7155517796,23885.1612152452,538.600996902285,538.627000290183,538.629554566635,532.903277200843,NA,NA
"121",8761,1199.21444701907,44039.1423192183,44038.8288952888,1198.98181107903,44082.7789248594,44123.138641794,1202.89321556772,43977.9028268904,43973.7791091667,1207.26415769699,45250.5676664076,45258.9853730382,1280.32816997241,49352.6149278037,49365.5389370084,869.182713135335,22045.2264146221,22058.5264599748,868.652857648569,23430.0785338369,23442.5540464473,907.075658215905,24879.1440486543,24889.8695799643,880.870195068462,23872.815602936,23885.2612429082,538.703168085982,538.728115821993,538.730670302168,533.002278369236,NA,NA
"122",8834,1199.21490441827,44039.2378565708,44038.924430167,1198.98246908,44082.8743973637,44123.2341118794,1202.89322345594,43977.9983316309,43973.8745906145,1207.34581859551,45250.6630158862,45259.0806997415,1280.32822054389,49352.7103314245,49365.6343174797,869.182840419767,22045.3220515585,22058.6220733756,868.804156647206,23430.1740320107,23442.6495222822,907.07582781503,24879.2394709867,24889.9649791706,880.870195742632,23872.9111475351,23885.3567650721,538.800747583488,538.824676854262,538.827231528814,533.096810229795,NA,NA
"123",8907,1199.21531669577,44039.3290906791,44039.0156619125,1198.98306412263,44082.9655695447,44123.3252817504,1202.89323031329,43978.0895345961,43973.9657713362,1207.42305304629,45250.7540705829,45259.1717326888,1280.32826521047,49352.8014378248,49365.725401773,869.182954164722,22045.4133807651,22058.7133801067,868.948599094364,23430.2652287051,23442.7406976437,907.075979706092,24879.3305952557,24890.0560813551,880.870196317963,23873.0023885636,23885.4479846758,538.893941750266,538.916888533181,538.919443393191,533.187074544911,NA,NA
"124",8980,1199.21568830276,44039.4162153721,44039.1027843493,1198.98360223085,44083.0526350999,44123.4123450996,1202.89323627448,43978.1766295489,43974.0528450474,1207.49610098596,45250.8410239456,45259.2586652817,1280.32830466162,49352.888440562,49365.8123833992,869.183055810395,22045.5005962731,22058.8005741515,869.086495714493,23430.3523176694,23442.8277662362,907.076115738012,24879.4176150569,24890.1430800666,880.870196808945,23873.0895198651,23885.5350955177,538.982947667939,539.004946764635,539.007501801593,533.273263968616,NA,NA
"125",9053,1199.21602325131,44039.4994157485,44039.1859825709,1198.98408885222,44083.135779002,44123.4954868951,1202.89324145663,43978.2598015245,43974.1359967382,1207.5651893453,45250.9240607086,45259.3416822106,1280.32833950629,49352.9715244758,49365.8954471528,869.183146643819,22045.5838833738,22058.8838407558,869.218143150667,23430.4354839263,23442.9109130388,907.076237566666,24879.5007152659,24890.2261601359,880.870197227946,23873.1727265522,23885.6182826667,539.067953561061,539.089038630413,539.0915938362,533.355562457771,NA,NA
"126",9126,1199.21632515772,44039.5788685692,44039.2654333339,1198.98452891306,44083.2151778923,44123.5748837737,1202.89324596129,43978.3392272238,43974.2154030662,1207.63053275428,45251.0033572857,45259.4209598468,1280.32837028238,49353.0508660798,49365.9747695046,869.183227815111,22045.6634190126,22058.9633568214,869.343824602721,23430.5149041645,23442.990314699,907.076346675026,24879.5800724312,24890.3054980685,880.870197585517,23873.2521853995,23885.697722856,539.149139195168,539.169342785666,539.171898152536,533.434145664689,NA,NA
"127",9199,1199.21659728154,44039.6547426337,44039.3413054335,1198.98492686835,44083.2910004556,44123.6507044159,1202.89324987679,43978.4150753884,43974.2912327323,1207.69233420879,45251.0790821442,45259.4966666175,1280.32839746494,49353.126633937,49366.0505189769,869.183300352051,22045.7393721649,22059.0392912821,869.463810436471,23430.590747114,23443.0661399073,907.076444391238,24879.6558551488,24890.3812624198,880.870197890665,23873.3280652192,23885.773584858,539.226676256931,539.246029838467,539.248585359028,533.509181312037,NA,NA
"128",9272,1199.21684256079,44039.7271991383,44039.4137600616,1198.98528674678,44083.3634077787,44123.7231099044,1202.89325328097,43978.4875071598,43974.3636468382,1207.75078570128,45251.1513961633,45259.5689633636,1280.32842147358,49353.1989890181,49366.1228565011,869.183365173093,22045.8119041949,22059.1118054625,869.578358765325,23430.6631739051,23443.1385497563,907.076531904784,24879.728224421,24890.453614153,880.870198151076,23873.4005272197,23885.8460298433,539.300728717234,539.319262712265,539.321818379465,533.580829550812,NA,NA
"129",9345,1199.21706364363,44039.7963920185,44039.4829511498,1198.9856121916,44083.4325536926,44123.7922540664,1202.89325623928,43978.5566764207,43974.4327992295,1207.80606881722,45251.2204529759,45259.6380036813,1280.32844267888,49353.2680850432,49366.1919357602,869.183423098992,22045.8811691987,22059.1810534206,869.687716005534,23430.7323384102,23443.2076980824,907.076610280903,24879.7973339979,24890.5227069808,880.870198373309,23873.4697253482,23885.9152117232,539.371453177929,539.389196992029,539.391752799139,533.649243302155,NA,NA
"130",9418,1199.217262917,44039.8624682762,44039.5490256963,1198.98590649747,44083.4985850995,44123.8582838003,1202.89325881044,43978.6227301231,43974.498836822,1207.85835529918,45251.2863992949,45259.7039342483,1280.32846140823,49353.3340688084,49366.2579035145,869.183474863198,22045.9473143313,22059.2471822753,869.792117406288,23430.7983875709,23443.2737317928,907.076680473635,24879.8633307046,24890.5886876928,880.87019856296,23873.5358066178,23885.981277476,539.438999203003,539.455981254784,539.458537195384,533.714568583738,NA,NA
"131",9491,1199.21744253237,44039.925568292,44039.6121240779,1198.98617264379,44083.5616422847,44123.9213393878,1202.89326104507,43978.6858085995,43974.5618999142,1207.90780758039,45251.3493752247,45259.7668951356,1280.32847795075,49353.3970804978,49366.3208999142,869.183521121143,22046.0104801197,22059.3103325191,869.891787555776,23430.8614617102,23443.3367911778,907.076743337426,24879.9263547525,24890.6516964665,880.870198724807,23873.5989114198,23886.04436746,539.503509634875,539.519757385271,539.522313453235,533.77694482141,NA,NA
"132",9564,1199.21760442898,44039.9858261233,44039.6723803487,1198.9864133249,44083.6218592146,44123.981554792,1202.89326298721,43978.7460458616,43974.622122485,1207.95457928936,45251.4095145592,45259.8270201051,1280.32849256171,49353.4572539812,49366.3810587965,869.183562458538,22046.0708007611,22059.3706383159,869.986940864326,23430.9216948305,23443.3970102084,907.076799637502,24879.9865400377,24890.7118671655,880.870198862926,23873.6591738217,23886.1046157115,539.565120896468,539.580660877383,539.583217066867,533.836505146783,NA,NA
"133",9637,1199.21775035474,44040.0433697893,44039.7299225244,1198.98663097735,44083.6793638216,44124.039057942,1202.89326467517,43978.8035698849,43974.6796324788,1207.99881572712,45251.4669450658,45259.8844368939,1280.32850546679,49353.5147170985,49366.4385079705,869.183599398793,22046.1284044081,22059.428227787,870.077782025642,23430.9792148986,23443.4545168214,907.076850059185,24880.0440144253,24890.7693276239,880.870198980795,23873.7167218525,23886.1621502291,539.623963279705,539.638821122026,539.641377427452,533.893376681375,NA,NA
"134",9710,1199.21788188516,44040.098321543,44039.7848728549,1198.98682780454,44083.7342782754,44124.0939710045,1202.89326614208,43978.8585028806,43974.7345520768,1208.04065431863,45251.521788757,45259.939267485,1280.32851686463,49353.5695919315,49366.4933694883,869.183632409639,22046.183413441,22059.4832232826,870.16450645714,23431.0341441173,23443.5094331909,907.076895216245,24880.098900021,24890.8241999178,880.870199081384,23873.7716777743,23886.2170932465,539.680161221047,539.694361682009,539.696918098058,533.947680807933,NA,NA
"135",9783,1199.21800044031,44040.1507981305,44039.8373480834,1198.98700579907,44083.7867192433,44124.1464106437,1202.89326741694,43978.9109615551,43974.7869979571,1208.08022503969,45251.5741621496,45259.9916283676,1280.32852693126,49353.6219950632,49366.5457599044,869.183661909057,22046.2359447278,22059.5357416418,870.247300720334,23431.0865991849,23443.5618759882,907.076935658376,24880.1513134305,24890.8766006247,880.870199167225,23873.8241583422,23886.2695614912,539.733833564643,539.747400554561,539.749957076156,533.999533429502,NA,NA
"136",9856,1199.21810730017,44040.2009110397,44039.8874596948,1198.98716676287,44083.8367981372,44124.1964882687,1202.89326852493,43978.961057358,43974.8370815422,1208.11765082073,45251.6241765119,45260.0416307835,1280.32853582237,49353.6720378251,49366.5957905235,869.183688270562,22046.2861098724,22059.5858944411,870.326342922159,23431.1366915434,23443.6119566291,907.076971877875,24880.2013660073,24890.926641071,880.870199240482,23873.8742750525,23886.3196664334,539.785093813654,539.79805042202,539.800607044317,534.0490452168,NA,NA
"137",9929,1199.21820361844,44040.2487667366,44039.9353141523,1198.98731232545,44083.8846213509,44124.2443102708,1202.89326948791,43979.0088967192,43974.8849092359,1208.15304792873,45251.6719381007,45260.0893809639,1280.32854367996,49353.7198265344,49366.6435676369,869.183711827942,22046.334015452,22059.6337882314,870.401803098124,23431.1845276153,23443.6597815111,907.077004315634,24880.2491640894,24890.974427569,880.870199302998,23873.9221343793,23886.3675145221,539.834050370282,539.84641889122,539.848975609598,534.096321844428,NA,NA
"138",10002,1199.21829043505,44040.2944668917,44039.9810131239,1198.98744396043,44083.930290486,44124.2899782488,1202.89327032624,43979.0545812745,43974.9305826491,1208.18652632838,45251.7175483867,45260.1349803553,1280.32855061449,49353.7654627192,49366.6891927481,869.183732879476,22046.3797632429,22059.6795247641,870.473843578084,23431.2302090294,23443.7054522394,907.077033366521,24880.2948092249,24891.0200616421,880.870199356349,23873.9678380008,23886.4132074118,539.880806765016,539.892608722117,539.895165532166,534.141464216414,NA,NA
"139",10075,1199.2183686873,44040.3381085962,44040.0246536982,1198.98756300041,44083.9739025677,44124.3335892255,1202.8932710549,43979.0982080817,43974.9741988162,1208.21819002369,45251.7611042699,45260.1785258347,1280.32855674927,49353.8090433347,49366.7327627888,869.183751691721,22046.4234504376,22059.7232012076,870.542619335449,23431.2738328369,23443.7490658425,907.077059384212,24880.3383983879,24891.063640241,880.870199401878,23874.0114830155,23886.4568421781,539.925461875569,539.936718046094,539.939274943607,534.184568681574,NA,NA
"140",10148,1199.21843922007,44040.3797845678,44040.0663285905,1198.9876706505,44084.0155502507,44124.3752358533,1202.89327168878,43979.1398698271,43975.0158504007,1208.24813738114,45251.8026982858,45260.2201099155,1280.32856228442,49353.8506609689,49366.7743703246,869.183768502834,22046.4651698503,22059.7649103535,870.60827832056,23431.3154917177,23443.7907149784,907.077082685403,24880.3800241846,24891.1052559495,880.870199440733,23874.0531621483,23886.498511524,539.96811013598,539.978840574451,539.981397555414,534.225727239156,NA,NA
"141",10221,1199.21850279488,44040.4195833481,44040.1061263401,1198.98776800049,44084.0553220167,44124.4150066116,1202.89327220119,43979.179655022,43975.0556258924,1208.27646143521,45251.842418802,45260.259820944,1280.32856678169,49353.8904040396,49366.8141037516,869.183783525695,22046.5050101152,22059.8047408139,870.670961778963,23431.3552741771,23443.8304881319,907.077103553618,24880.4197750501,24891.1449971812,880.87019947389,23874.0929639474,23886.5383039771,540.008841736318,540.019065797492,540.021622858074,534.265027735193,NA,NA
"142",10294,1199.21856009811,44040.4575894907,44040.1441314983,1198.98785603592,44084.0933023617,44124.4529859943,1202.89327264654,43979.217648191,43975.0936097952,1208.30325017743,45251.8803502056,45260.2977432872,1280.32857075388,49353.9283569817,49366.8520474845,869.183796950619,22046.5430558736,22059.8427772095,870.730804555251,23431.3932647338,23443.8684698018,907.077122242963,24880.4577354359,24891.1829483672,880.870199502187,23874.1309729727,23886.5763040773,540.047742813409,540.057479174651,540.060036311199,534.302554049999,NA,NA
"143",10367,1199.21861174845,44040.4938837403,44040.180424808,1198.98793564799,44084.1295719758,44124.4892546894,1202.89327303359,43979.2539300514,43975.1298828069,1208.32858682974,45251.9165730827,45260.3339575121,1280.3285742623,49353.9646004272,49366.8882821356,869.183808947577,22046.5793879547,22059.8791003496,870.787935383145,23431.4295440996,23443.9047406812,907.077138980635,24880.4939859899,24891.2191901356,880.870199526335,23874.1672699753,23886.6125925569,540.084895632997,540.094162316055,540.096719525081,534.338386277195,NA,NA
"144",10440,1199.21865830355,44040.528543205,44040.2150833752,1198.98800764265,44084.1642079146,44124.5238897507,1202.89327336999,43979.2885776851,43975.1645219903,1208.352550103,45251.9511643897,45260.3685405567,1280.3285773611,49353.9992113762,49366.9228846863,869.183819668471,22046.614083547,22059.9137874035,870.842477162427,23431.464189351,23443.9393778283,907.077153970306,24880.5286037272,24891.2537994831,880.870199546943,23874.201932069,23886.6472465114,540.120378763711,540.129193155901,540.131750434079,534.372600894656,NA,NA
"145",10513,1199.21870026605,44040.5616415198,44040.2481808327,1198.98807274876,44084.1972837631,44124.5569647612,1202.89327366236,43979.3216647016,43975.1976009372,1208.37521444153,45251.9841976167,45260.4015658933,1280.32858009803,49354.0322633604,49366.9559286505,869.183829249035,22046.6472163619,22059.9469120646,870.894547223318,23431.4972740925,23443.9724548306,907.077167394835,24880.5616621939,24891.2868499379,880.87019956453,23874.2350328943,23886.6803395641,540.154267243219,540.162646118036,540.165203462192,534.405270927741,NA,NA
"146",10586,1199.21873808901,44040.5932490026,44040.279787497,1198.98813162543,44084.2288697916,44124.5885499894,1202.89327391646,43979.3532613951,43975.2291899246,1208.3966502544,45252.0157429436,45260.4331036852,1280.32858251517,49354.0638265996,49366.9874842309,869.183837810577,22046.6788567909,22059.9785447072,870.944257578882,23431.5288686135,23444.004041961,907.077179419832,24880.5932316236,24891.3184117166,880.870199579538,23874.2666427745,23886.7119420219,540.186632736912,540.194592274065,540.197149681171,534.436466105154,NA,NA
"147",10659,1199.21877218078,44040.6234328044,44040.3099705171,1198.98818486868,44084.2590331055,44124.618712539,1202.8932741373,43979.3834348935,43975.259356064,1208.41692413412,45252.045867389,45260.4632209351,1280.32858464975,49354.0939681506,49367.0176184681,869.183845461478,22046.709072055,22060.0087525355,870.991715165987,23431.5590400373,23444.0342063271,907.077190191935,24880.6233790862,24891.3485518729,880.870199592346,23874.2968288658,23886.7421210251,540.217543689461,540.225099494351,540.227656961517,534.466253007764,NA,NA
"148",10732,1199.21880290943,44040.6522570513,44040.3387940175,1198.98823301754,44084.2878377873,44124.647516491,1202.89327432924,43979.4122493012,43975.2881634441,1208.43609906353,45252.0746349532,45260.4919816278,1280.32858653481,49354.1227520498,49367.0463953829,869.183852298586,22046.737926347,22060.0375997266,871.037022075349,23431.5878524638,23444.0630120137,907.077199845703,24880.6521686309,24891.3773344402,880.870199603276,23874.3256552991,23886.7709406895,540.247065469555,540.254232592202,540.256790116671,534.494695210718,NA,NA
"149",10805,1199.21883060675,44040.6797829812,44040.3663192345,1198.98827655945,44084.3153450333,44124.6750230401,1202.89327449606,43979.439765835,43975.3156732669,1208.4542346115,45252.1021067534,45260.5194468661,1280.32858819951,49354.1502394493,49367.0738761127,869.183858408469,22046.7654809687,22060.0651475673,871.080275771145,23431.6153671057,23444.0905202194,907.077208491561,24880.6796614215,24891.4048205678,880.870199612603,23874.3531833168,23886.7984622433,540.275260508145,540.282053461571,540.284611040714,534.521853419123,NA,NA
"150",10878,1199.21885557176,44040.7060690735,44040.3926046461,1198.9883159352,44084.3416132833,44124.7012906245,1202.89327464104,43979.4660429545,43975.3419439777,1208.47138711793,45252.1283411542,45260.5456750005,1280.32858966961,49354.1764887468,49367.1001190408,869.183863868329,22046.7917944605,22060.0914545835,871.121569300684,23431.6416424184,23444.1167893858,907.07721623474,24880.7059158672,24891.4310686507,880.870199620559,23874.3794714029,23886.8247441566,540.302188430462,540.308621208552,540.311178839858,534.547785597617,NA,NA
"151",10951,1199.21887807401,44040.7311711737,44040.4177060962,1198.98835154342,44084.3666983449,44124.7263750505,1202.89327476705,43979.491136486,43975.3670313891,1208.48760986882,45252.1533938912,45260.5707217534,1280.32859096786,49354.2015557094,49367.125179921,869.183868747285,22046.8169227259,22060.1165766651,871.160991494565,23431.6667342245,23444.1418753224,907.077223169485,24880.7309877463,24891.4561344534,880.87019962734,23874.4045754071,23886.849842266,540.327906182117,540.333992276949,540.336549958023,534.572547094085,NA,NA
"152",11024,1199.21889835644,44040.7551426117,44040.4416769134,1198.98838374459,44084.3906535117,44124.7503296104,1202.89327487656,43979.5150997413,43975.3909888,1208.50295326177,45252.1773181895,45260.5946403371,1280.32859211436,49354.2254935926,49367.1491119957,869.183873107248,22046.8409191507,22060.1405671845,871.198627157774,23431.6906958322,23444.1658313249,907.077229380202,24880.7549303244,24891.480071229,880.870199633111,23874.4285486634,23886.873809893,540.35246814952,540.358220568194,540.360778296754,534.596190757784,NA,NA
"153",11097,1199.21891663803,44040.7780343155,44040.4645680243,1198.9884128647,44084.4135296772,44124.7732051963,1202.89327497175,43979.5379836309,43975.4138671084,1208.51746496259,45252.2001648768,45260.6174815672,1280.32859312683,49354.2483532529,49367.1719661091,869.183877003965,22046.8638347158,22060.1634771102,871.234557252112,23431.7135781483,23444.1887082885,907.077234942483,24880.7777944682,24891.5029298315,880.870199638079,23874.4514421035,23886.8966979574,540.375926274896,540.381357555866,540.383915329729,534.618767052146,NA,NA
"154",11170,1199.21893311616,44040.7998949189,44040.4864280616,1198.98843919856,44084.4353754423,44124.7950504079,1202.89327505447,43979.5598367722,43975.43571492,1208.53119005334,45252.2219824915,45260.6392939705,1280.32859402095,49354.2701832563,49367.1937908155,869.183880487697,22046.8857181058,22060.1853551149,871.268859070364,23431.7354297871,23444.2105548157,907.07723992403,24880.7996287531,24891.5247588248,880.870199642371,23874.4733043652,23886.9185550855,540.398330166127,540.403452395037,540.406010212126,534.640324162484,NA,NA
"155",11243,1199.21894796876,44040.8207708655,44040.5073034675,1198.98846301275,44084.4562372188,44124.8159116559,1202.89327512637,43979.5807055927,43975.4565786508,1208.5441711724,45252.2428173856,45260.6601238879,1280.32859481055,49354.291029981,49367.2146324818,869.183883602595,22046.9066158125,22060.2062476788,871.301606402566,23431.7562971727,23444.2314173199,907.07724438547,24880.8204795666,24891.5456045849,880.870199646077,23874.4941818952,23886.9394277132,540.419727201665,540.424552026717,540.427109885046,534.660908098831,NA,NA
"156",11316,1199.21896135622,44040.8407065066,44040.5272385923,1198.98848454837,44084.4761593281,44124.8358332604,1202.89327518885,43979.6006344287,43975.4765026263,1208.55644864692,45252.2627138233,45260.6800155732,1280.32859550785,49354.3109377165,49367.2345353867,869.183886409077,22046.9265722336,22060.2261991887,871.332869694747,23431.7762246384,23444.2513401242,907.077248381114,24880.8403912066,24891.5655113992,880.870199649276,23874.5141190484,23886.9593601849,540.44016263072,540.444701277569,540.447259175245,534.680562794145,NA,NA
"157",11389,1199.21897342309,44040.8597441959,44040.5462757886,1198.98850402342,44084.4951840952,44124.8548575454,1202.89327524316,43979.6196656194,43975.4955291755,1208.56806061812,45252.281714075,45260.6990112865,1280.32859612363,49354.3299487572,49367.2535418144,869.183888760302,22046.945629767,22060.2452520322,871.362716200471,23431.7952545206,23444.270365555,907.077251959243,24880.8594059759,24891.5845215602,880.870199652038,23874.5331581817,23886.9783948475,540.459679668953,540.463942955152,540.466500890369,534.699330198075,NA,NA
"158",11462,1199.21898429963,44040.8779243795,44040.5644555014,1198.98852163508,44084.5133519386,44124.8730249285,1202.89327529036,43979.6378395971,43975.5136987208,1208.57904315976,45252.2998585074,45260.7171513849,1280.32859666744,49354.3481034925,49367.2716921444,869.183890861314,22046.9638289008,22060.2634466873,871.391210125511,23431.8134272488,23444.2885340321,907.077255195999,24880.8775642719,24891.6026754554,880.870199654423,23874.5513397443,23886.9965721408,540.478319589864,540.482317938865,540.484875909899,534.717250366494,NA,NA
"159",11535,1199.21899410326,44040.8952856816,44040.5818163539,1198.98853756166,44084.5307014563,44124.8903740066,1202.89327533138,43979.6551949729,43975.5310498638,1208.58943039021,45252.3171856686,45260.7344744073,1280.32859714767,49354.3654404925,49367.2890249376,869.183892738601,22046.9812082996,22060.2808218091,871.418412765972,23431.8307814312,23444.3058841551,907.077257911976,24880.8949046722,24891.6200116532,880.870199656482,23874.5687023633,23887.0139306828,540.496121812078,540.499865266791,540.502423271999,534.734361546996,NA,NA
"160",11608,1199.21900293982,44040.9118649867,44040.5983952296,1198.98855196437,44084.5472695078,44124.9069416384,1202.89327536704,43979.6717686186,43975.5476194673,1208.59925457845,45252.3337323705,45260.7510171569,1280.32859757177,49354.3819965902,49367.305577018,869.183894416013,22046.9978048862,22060.2974143114,871.444382640146,23431.8473539374,23444.3224527846,907.077260344068,24880.911464017,24891.6365669848,880.87019965826,23874.585282926,23887.0305073521,540.513123982703,540.516622218645,540.519180256456,534.750700260522,NA,NA
"161",11681,1199.21901090471,44040.927697518,44040.6142273508,1198.98856498901,44084.5630912924,44124.9227630221,1202.89327539802,43979.6875957454,43975.563442734,1208.60854624432,45252.3495337672,45260.7668147792,1280.32859794629,49354.3978069593,49367.3213835507,869.183895914824,22047.0136539206,22060.3132594455,871.469175614402,23431.8631799759,23444.3382751211,907.077262522,24880.927277487,24891.6523766223,880.870199659795,23874.6011166581,23887.0463373663,540.529362056943,540.532624394965,540.535182463883,534.766301379315,NA,NA
"162",11754,1199.21901808391,44040.9428169119,44040.6293463532,1198.98857676747,44084.5782004237,44124.9378717706,1202.89327542495,43979.7027099783,43975.5785532807,1208.6173342533,45252.3646234289,45260.7819008365,1280.32859827703,49354.4129051893,49367.3364781172,869.183897254053,22047.0287890743,22060.3283908745,871.492845023361,23431.8782931696,23444.3533847795,907.077264472319,24880.9423786783,24891.6674741538,880.87019966112,23874.6162371989,23887.0614543566,540.544870374136,540.547905792751,540.550463891349,534.781198201345,NA,NA
"163",11827,1199.21902455492,44040.9572552901,44040.6437843575,1198.98858741877,44084.5926290015,44124.9522999828,1202.89327544836,43979.7171434279,43975.5929832101,1208.62564590624,45252.379033414,45260.7963073797,1280.32859856911,49354.4273233569,49367.3508927862,869.183898450691,22047.0432425024,22060.3428407457,871.515441784632,23431.8927256267,23444.3678138606,907.077266218816,24880.9567996737,24891.6818916542,880.870199662264,23874.6306766722,23887.0758904393,540.559681730373,540.562498877695,540.565057004609,534.795422521378,NA,NA
"164",11900,1199.21903038761,44040.9710433272,44040.6575720374,1198.98859705077,44084.6064076796,44124.9660783118,1202.8932754687,43979.7309267583,43975.6067631789,1208.63350702413,45252.3927943369,45260.8100650157,1280.32859882705,49354.4410920937,49367.3646581821,869.183899519919,22047.0570449115,22060.3566397581,871.537014508347,23431.9065080095,23444.3815930194,907.077267782791,24880.970571111,24891.6956597539,880.870199663252,23874.6444657551,23887.0896762843,540.573827447851,540.576434653148,540.578992807078,534.809004698839,NA,NA
