"","length","c.k2...2.60680148571859.","c.k2...2.58293582459939.","c.k2...2.63283045134588.","c.k2...2.59999015885219.","c.k2...2.56286394259334.","c.k2...2.69881954660919.","c.k2...2.59591402976009.","c.k2...2.68240261479846.","c.k2...0.8."
"k2",2.60225743996648,2.60680148571859,2.58293582459939,2.63283045134588,2.59999015885219,2.56286394259334,2.69881954660919,2.59591402976009,2.68240261479846,0.8
