"","Num","time","cummCO2"
"1","10",0,0.164527190796332
"2","10",1.66666666666667,1.00025242547727
"3","10",3.09375,1.70525545818253
"4","10",4.04722222222222,2.12164073245606
"5","10",7.75,3.60188996666313
"6","10",10.7604166666667,4.79945229885401
"7","10",14.6666666666667,6.35090460364893
"8","10",17.625,7.10802139827894
"9","10",17.6770833333333,7.75872401401487
"10","10",20.6041666666667,8.73945856383954
"11","10",24.7083333333333,10.431382732782
"12","10",28.71875,12.0082847867678
"13","10",34.7291666666667,14.3240718403223
"14","10",51.7291666666667,20.5069324801189
"15","10",57.9861111111111,22.4177374660028
"16","10",64.7083333333333,24.2465019956699
"17","10",70.7083333333333,25.8382036792244
"18","10",82.7708333333333,28.7333558870913
"19","10",86.6666666666667,29.5645844745775
"20","10",100.666666666667,32.2933254584645
"21","10",107.875,33.6319468009967
"22","10",114.895833333333,35.0032721386474
"23","10",121.958333333333,36.3597204941388
"24","10",132.729166666667,38.479670518854
"25","11",0,0.707268697084009
"26","11",0.929166666666667,1.10731201369995
"27","11",4.63194444444444,2.57856691019815
"28","11",7.64236111111111,3.73255715008404
"29","11",11.5486111111111,5.2025944010167
"30","11",14.5069444444444,6.25749688361936
"31","11",17.4861111111111,7.33520680352962
"32","11",21.5902777777778,8.85358180896416
"33","11",25.6006944444444,10.2682201553198
"34","11",31.6111111111111,12.377981481313
"35","11",48.6111111111111,18.4067563063912
"36","11",54.8680555555556,20.4143079240129
"37","11",61.5902777777778,22.3840357681155
"38","11",67.5902777777778,24.1418765014086
"39","11",79.6527777777778,27.4101979936762
"40","11",83.5486111111111,28.3588457859679
"41","11",97.5486111111111,31.466371887661
"42","11",104.756944444444,32.962670492379
"43","11",111.777777777778,34.4624024136421
"44","11",118.840277777778,35.9070775214244
"45","11",129.611111111111,38.0598895742972
