,Num,time,cummCO2
110,4,82.08333333,74.62403803
111,4,94.125,79.0436142
112,4,98.02083333,80.41490459
113,4,112.0208333,85.85232936
114,4,119.2291667,88.65082473
115,4,126.25,91.23066553
116,4,133.3263889,93.73518036
117,5,0,6.581171885
118,5,1.284722222,19.54977397
119,5,4.364583333,47.34909484
120,5,5.34375,52.52249155
121,5,6.395833333,57.06636623
122,5,7.333333333,60.65103124
123,5,8.333333333,64.1990629
124,5,11.375,73.48608796
125,5,13.04166667,77.8047529
126,5,14.46875,81.21283694
127,5,15.39583333,83.31101922
128,5,19.125,91.17928172
129,5,22.13541667,96.71677823
130,5,26.04166667,103.3621441
131,5,28.97916667,108.1559378
132,5,31.97916667,112.6593015
133,5,36.07291667,118.4652251
134,5,40.07291667,123.70232
135,5,46.08333333,130.391985
136,5,63.08333333,147.359891
137,5,69.34375,153.7266175
138,5,76.0625,160.4150791
139,5,82.08333333,166.4006556
140,5,94.125,177.2524713
141,5,98.02083333,180.5247221
142,5,112.0208333,192.7263193
143,5,119.2291667,198.5804493
144,5,126.25,203.8172525
145,5,133.3263889,208.7399063
146,6,0,4.540464587
147,6,1.284722222,13.12381103
148,6,4.364583333,32.15116417
149,6,5.34375,36.90327034
150,6,5.354166667,35.71261173
151,6,6.395833333,39.80588728
152,6,7.333333333,43.01834784
153,6,8.333333333,46.31414958
154,6,11.375,55.03991811
155,6,13.04166667,59.05461616
156,6,14.46875,62.03259328
157,6,15.39583333,63.74429744
158,6,19.125,69.57687665
159,6,22.13541667,73.32212645
160,6,26.04166667,77.46493555
161,6,28.97916667,80.10820859
162,6,31.97916667,82.45765514
163,6,36.07291667,85.3729765
164,6,40.07291667,87.82128525
165,6,46.08333333,91.02345112
166,6,63.08333333,98.40387745
167,6,69.34375,100.5955694
168,6,76.0625,102.7214803
169,6,82.08333333,104.5536981
170,6,94.125,107.9079745
171,6,98.02083333,108.9145892
172,6,112.0208333,112.5645784
173,6,119.2291667,114.337748
174,6,126.25,115.9488504
175,6,133.3263889,117.4948356
176,7,0,3.151516879
177,7,1.284722222,6.097008757
178,7,4.364583333,10.70210014
179,7,5.354166667,11.90130974
180,7,6.395833333,13.05417847
181,7,7.333333333,14.06201048
182,7,8.333333333,15.09310399
183,7,11.375,17.85271954
184,7,13.04166667,19.16500449
185,7,14.46875,20.19906241
186,7,15.39583333,20.80852166
187,7,19.125,23.05207183
188,7,22.13541667,24.70341341
189,7,26.04166667,26.73038583
190,7,28.97916667,28.18432184
191,7,31.97916667,29.55025081
192,7,36.07291667,31.24561829
193,7,40.07291667,32.74675436
194,7,46.08333333,35.30797409
195,7,46.10416667,33.84150165
196,7,63.08333333,40.97841865
197,7,63.10416667,39.04407726
198,7,69.34375,42.93643947
199,7,69.36111111,40.88696881
200,7,76.0625,44.92924832
201,7,76.08333333,42.81656346
202,7,82.08333333,46.05413011
203,7,94.125,50.47100104
204,7,94.14583333,48.15584209
205,7,98.02083333,51.64936067
206,7,98.04166667,49.32489834
207,7,112.0208333,56.18921353
208,7,112.0416667,53.68724386
209,7,119.2291667,58.5043381
210,7,119.25,55.97834983
211,7,126.25,60.67119131
212,7,126.2708333,58.20167934
213,7,133.3263889,62.78861395
214,7,133.3333333,60.43717051
215,8,0,5.655805566
216,8,1.284722222,13.51925362
217,8,4.364583333,26.32548475
218,8,5.354166667,28.60735519
219,8,6.395833333,30.77528986
220,8,7.333333333,32.58760006
221,8,8.333333333,34.37287558
222,8,11.375,39.39670081
223,8,13.04166667,41.90678776
224,8,14.46875,43.9043378
225,8,15.39583333,45.1348006
226,8,19.125,49.88171013
227,8,22.13541667,53.5768506
228,8,26.04166667,58.12434035
229,8,28.97916667,61.39836054
230,8,31.97916667,64.67550963
231,8,36.07291667,69.00512323
232,8,40.07291667,72.8996544
233,8,46.10416667,78.25713708
234,8,63.10416667,92.61790238
235,8,69.36111111,97.74827969
236,8,76.08333333,102.8439077
237,8,82.08333333,107.1756932
238,8,94.14583333,115.2622507
239,8,98.04166667,117.6814245
240,8,112.0416667,125.8958677
241,8,119.25,129.8481703
242,8,126.2708333,133.3105817
243,8,133.3333333,136.6982348
244,9,0,2.580578717
245,9,1.263888889,6.050123621
246,9,4.34375,13.31752174
247,9,5.333333333,15.34552742
248,9,6.375,17.45469426
249,9,7.3125,19.30031675
250,9,8.3125,21.1494228
251,9,11.35416667,26.70957961
252,9,13.02083333,29.70900711
253,9,14.44791667,32.23194011
254,9,15.375,33.83706537
255,9,19.10416667,40.07682987
256,9,22.11458333,44.9835208
257,9,26.02083333,51.45305242
258,9,28.95833333,56.410596
259,9,31.95833333,61.47218705
260,9,36.05208333,68.40256401
261,9,40.05208333,74.91943737
262,9,46.08333333,83.45547027
263,9,63.08333333,113.9034683
264,9,69.34027778,127.5475738
265,9,76.0625,139.6484769
266,9,82.0625,148.6967426
267,9,94.125,163.6999196
268,9,98.02083333,167.8740605
269,9,112.0208333,181.9621402
270,9,119.2291667,188.6415036
271,9,126.25,194.8886412
272,9,133.3125,201.1520018
273,10,0,0.164527191
274,10,1.666666667,1.000252425
275,10,3.09375,1.705255458
276,10,4.047222222,2.121640732
277,10,7.75,3.601889967
278,10,10.76041667,4.799452299
279,10,14.66666667,6.350904604
280,10,17.625,7.108021398
281,10,17.67708333,7.758724014
282,10,20.60416667,8.739458564
283,10,24.70833333,10.43138273
284,10,28.71875,12.00828479
285,10,34.72916667,14.32407184
286,10,51.72916667,20.50693248
287,10,57.98611111,22.41773747
288,10,64.70833333,24.246502
289,10,70.70833333,25.83820368
290,10,82.77083333,28.73335589
291,10,86.66666667,29.56458447
292,10,100.6666667,32.29332546
293,10,107.875,33.6319468
294,10,114.8958333,35.00327214
295,10,121.9583333,36.35972049
296,10,132.7291667,38.47967052
297,11,0,0.707268697
298,11,0.929166667,1.107312014
299,11,4.631944444,2.57856691
300,11,7.642361111,3.73255715
301,11,11.54861111,5.202594401
302,11,14.50694444,6.257496884
303,11,17.48611111,7.335206804
304,11,21.59027778,8.853581809
305,11,25.60069444,10.26822016
306,11,31.61111111,12.37798148
307,11,48.61111111,18.40675631
308,11,54.86805556,20.41430792
309,11,61.59027778,22.38403577
310,11,67.59027778,24.1418765
311,11,79.65277778,27.41019799
312,11,83.54861111,28.35884579
313,11,97.54861111,31.46637189
314,11,104.7569444,32.96267049
315,11,111.7777778,34.46240241
316,11,118.8402778,35.90707752
317,11,129.6111111,38.05988957
