"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"161",11681,1199.21901090471,1198.98856498901,1202.89327539802,1208.60854624432,1280.32859794629,869.183895914824,871.469175614402,907.077262522,880.870199659795,540.529362056943,534.766301379315
"162",11754,1199.21901808391,1198.98857676747,1202.89327542495,1208.6173342533,1280.32859827703,869.183897254053,871.492845023361,907.077264472319,880.87019966112,540.544870374136,534.781198201345
"163",11827,1199.21902455492,1198.98858741877,1202.89327544836,1208.62564590624,1280.32859856911,869.183898450691,871.515441784632,907.077266218816,880.870199662264,540.559681730373,534.795422521378
"164",11900,1199.21903038761,1198.98859705077,1202.8932754687,1208.63350702413,1280.32859882705,869.183899519919,871.537014508347,907.077267782791,880.870199663252,540.573827447851,534.809004698839
"165",11973,1199.21903564493,1198.98860576116,1202.89327548638,1208.64094202832,1280.32859905484,869.183900475303,871.557609601727,907.07726918332,880.870199664105,540.587337441114,534.821973722606
"166",12046,1199.21904038365,1198.9886136386,1202.89327550175,1208.64797401641,1280.32859925599,869.183901328965,871.577271368916,907.077270437483,880.870199664841,540.600240280311,534.834357272883
"167",12119,1199.21904465493,1198.98862076621,1202.89327551511,1208.65462483396,1280.32859943364,869.183902091734,871.59604210629,907.077271560578,880.870199665477,540.612563251619,534.84618178028
"168",12192,1199.21904850486,1198.98862721369,1202.89327552671,1208.66091514243,1280.32859959051,869.18390277329,871.613962193439,907.0772725663,880.870199666026,540.624332414944,534.857472482224
"169",12265,1199.21905197503,1198.98863304429,1202.8932755368,1208.66686448328,1280.32859972905,869.183903382278,871.631070180038,907.077273466918,880.8701996665,540.635572659031,534.868253476824
"170",12338,1199.21905510287,1198.98863831704,1202.89327554557,1208.67249133875,1280.3285998514,869.183903926426,871.647402868771,907.077274273414,880.870199666909,540.646307754094,534.878547774303
"171",12411,1199.21905792209,1198.98864308531,1202.89327555319,1208.67781318923,1280.32859995944,869.183904412637,871.662995394501,907.077274995626,880.870199667262,540.656560402093,534.888377346111
"172",12484,1199.21906046299,1198.98864741826,1202.8932755598,1208.68284656758,1280.32860005485,869.183904847079,871.677881299855,907.077275642361,880.870199667567,540.666352284731,534.897763171819
"173",12557,1199.21906275303,1198.98865112594,1202.89327556552,1208.6876071105,1280.32860013911,869.183905235265,871.692092607377,907.077276221508,880.87019966783,540.675704109314,534.906725283899
"174",12630,1199.21906481697,1198.98865447888,1202.89327557054,1208.6921096071,1280.32860021352,869.18390558212,871.705659888419,907.07727674013,880.870199668058,540.68463565254,534.915282810473
"175",12703,1199.21906667715,1198.98865751101,1202.89327557494,1208.69636804484,1280.32860027923,869.183905892044,871.718612328902,907.077277204552,880.870199668254,540.693165802319,534.923454016146
"176",12776,1199.21906835367,1198.98866025298,1202.89327557879,1208.70039565299,1280.32860033727,869.183906168969,871.730977792103,907.077277620439,880.870199668423,540.701312597715,534.931256340986
"177",12849,1199.21906986467,1198.98866273254,1202.89327558218,1208.70420494371,1280.32860038851,869.18390641641,871.742782878595,907.077277992862,880.87019966857,540.7090932671,534.938706437744
"178",12922,1199.21907122649,1198.98866497471,1202.89327558515,1208.70780775096,1280.32860043377,869.183906637505,871.754052983468,907.077278326365,880.870199668696,540.716524264583,534.945820207404
"179",12995,1199.21907245383,1198.98866700217,1202.89327558775,1208.71121526721,1280.32860047373,869.183906835059,871.76481235096,907.077278625014,880.870199668805,540.723621304806,534.952612833111
"180",13068,1199.21907355997,1198.98866883549,1202.89327559003,1208.71443807826,1280.32860050903,869.183907011579,871.775084126612,907.077278892452,880.870199668899,540.730399396179,534.959098812586
"181",13141,1199.21907455689,1198.98867049326,1202.89327559204,1208.71748619611,1280.3286005402,869.183907169305,871.784890407059,907.077279131941,880.87019966898,540.736872872616,534.965291989063
"182",13214,1199.21907545541,1198.98867199229,1202.89327559379,1208.72036909002,1280.32860056772,869.183907310237,871.79425228756,907.077279346401,880.870199669051,540.74305542385,534.971205580839
"183",13287,1199.21907626584,1198.98867334778,1202.89327559533,1208.72309571601,1280.32860059203,869.183907436163,871.803189907384,907.077279538449,880.870199669111,540.748960124382,534.976852209481
"184",13360,1199.21907699637,1198.98867457347,1202.89327559669,1208.72567454461,1280.32860061349,869.183907548682,871.81172249313,907.077279710427,880.870199669164,540.754599461129,534.982243926772
"185",13433,1199.21907765644,1198.9886756818,1202.89327559787,1208.72811358722,1280.32860063245,869.18390764922,871.819868400088,907.077279864431,880.870199669209,540.759985359836,534.987392240428
"186",13506,1199.21907821957,1198.988676684,1202.89327559891,1208.73042042096,1280.32860064919,869.183907739054,871.827645151725,907.077280002341,880.870199669248,540.765129210288,534.992308138659
"187",13579,1199.2190787271,1198.98867759023,1202.89327559982,1208.73260221225,1280.32860066398,869.183907819324,871.835069477382,907.077280125839,880.870199669282,540.770041890401,534.997002113626
"188",13652,1199.21907918452,1198.98867840969,1202.89327560062,1208.73466573904,1280.32860067703,869.183907891046,871.84215734826,907.07728023643,880.870199669311,540.774733789227,535.001484183829
"189",13725,1199.21907959679,1198.98867915068,1202.89327560133,1208.73661741189,1280.32860068856,869.183907955132,871.84892401178,907.077280335463,880.870199669336,540.779214828922,535.005763915497
"190",13798,1199.21907996835,1198.98867982071,1202.89327560194,1208.73846329386,1280.32860069874,869.183908012395,871.855384024383,907.077280424147,880.870199669357,540.783494485729,535.009850442998
"191",13871,1199.21908030322,1198.98868042659,1202.89327560248,1208.74020911938,1280.32860070773,869.183908063561,871.861551282841,907.077280503563,880.870199669376,540.787581810016,535.013752488339
"192",13944,1199.21908060503,1198.98868097445,1202.89327560295,1208.74186031203,1280.32860071567,869.183908109279,871.867439054155,907.077280574679,880.870199669392,540.791485445423,535.017478379781
"193",14017,1199.21908087705,1198.98868146985,1202.89327560337,1208.7434220014,1280.32860072268,869.183908150129,871.873060004092,907.077280638363,880.870199669406,540.795213647129,535.021036069615
"194",14090,1199.21908112221,1198.98868191781,1202.89327560373,1208.74489903904,1280.32860072887,869.18390818663,871.878426224434,907.077280695391,880.870199669418,540.79877429932,535.024433151131
"195",14163,1199.21908134316,1198.98868232288,1202.89327560405,1208.74629601352,1280.32860073434,869.183908219244,871.883549258989,907.07728074646,880.870199669429,540.802174931856,535.02767687483
"196",14236,1199.2190815423,1198.98868268916,1202.89327560433,1208.74761726468,1280.32860073919,869.183908248386,871.888440128424,907.077280792192,880.870199669438,540.805422736199,535.030774163897
"197",14309,1199.21908172178,1198.98868302037,1202.89327560458,1208.74886689711,1280.3286007435,869.183908274425,871.893109353973,907.077280833144,880.870199669446,540.808524580616,535.033731628974
"198",14382,1199.21908188354,1198.98868331986,1202.8932756048,1208.75004879294,1280.32860074735,869.183908297692,871.897566980069,907.077280869817,880.870199669452,540.811487024709,535.036555582275
"199",14455,1199.21908202933,1198.98868359068,1202.89327560499,1208.75116662383,1280.32860075076,869.183908318481,871.901822595953,907.077280902657,880.870199669458,540.814316333282,535.039252051055
"200",14528,1199.21908216073,1198.98868383556,1202.89327560515,1208.75222386244,1280.3286007538,869.183908337057,871.905885356302,907.077280932065,880.870199669463,540.817018489593,535.041826790472
"201",14601,1199.21908227915,1198.98868405699,1202.8932756053,1208.75322379319,1280.3286007565,869.183908353655,871.909764000921,907.077280958399,880.870199669468,540.819599208006,535.044285295877
"202",14674,1199.21908238588,1198.98868425722,1202.89327560542,1208.75416952247,1280.32860075891,869.183908368486,871.913466873548,907.077280981982,880.870199669471,540.822063946074,535.046632814537
"203",14747,1199.21908248207,1198.98868443828,1202.89327560554,1208.75506398827,1280.32860076105,869.183908381738,871.917001939797,907.0772810031,880.870199669474,540.824417916083,535.048874356836
"204",14820,1199.21908256877,1198.988684602,1202.89327560563,1208.75590996935,1280.32860076295,869.183908393578,871.920376804301,907.077281022011,880.870199669477,540.826666096071,535.05101470697
"205",14893,1199.21908264691,1198.98868475004,1202.89327560572,1208.75671009383,1280.32860076464,869.183908404159,871.923598727064,907.077281038945,880.87019966948,540.82881324036,535.053058433157
"206",14966,1199.21908271733,1198.98868488391,1202.8932756058,1208.75746684739,1280.32860076615,869.183908413612,871.926674639084,907.07728105411,880.870199669482,540.830863889606,535.055009897388
"207",15039,1199.2190827808,1198.98868500496,1202.89327560586,1208.75818258094,1280.32860076749,869.183908422059,871.929611157259,907.07728106769,880.870199669483,540.832822380402,535.056873264736
"208",15112,1199.219082838,1198.98868511441,1202.89327560592,1208.75885951799,1280.32860076868,869.183908429606,871.932414598624,907.077281079851,880.870199669485,540.834692854453,535.058652512245
"209",15185,1199.21908288956,1198.98868521339,1202.89327560597,1208.75949976151,1280.32860076974,869.183908436351,871.93509099394,907.077281090741,880.870199669486,540.836479267327,535.060351437422
"210",15258,1199.21908293602,1198.98868530289,1202.89327560602,1208.76010530049,1280.32860077068,869.183908442369,871.937646100666,907.077281100493,880.870199669487,540.838185396828,535.061973666335
"211",15331,1199.2190829779,1198.98868538382,1202.89327560606,1208.76067801609,1280.32860077152,869.183908447734,871.940085415344,907.077281109225,880.870199669488,540.839814850979,535.063522661362
"212",15404,1199.21908301564,1198.988685457,1202.89327560609,1208.76121968751,1280.32860077227,869.183908452545,871.942414185427,907.077281117045,880.870199669489,540.841371075654,535.065001728571
"213",15477,1199.21908304966,1198.98868552317,1202.89327560612,1208.7617319975,1280.32860077293,869.183908456872,871.944637420561,907.077281124049,880.87019966949,540.842857361869,535.066414024784
"214",15550,1199.21908308032,1198.98868558301,1202.89327560615,1208.76221653762,1280.32860077352,869.18390846076,871.946759903369,907.077281130311,880.870199669491,540.844276852735,535.06776256431
"215",15623,1199.21908310795,1198.98868563711,1202.89327560617,1208.76267481312,1280.32860077405,869.183908464256,871.948786199733,907.077281135903,880.870199669491,540.845632550108,535.06905022538
"216",15696,1199.21908313285,1198.98868568604,1202.89327560619,1208.7631082477,1280.32860077451,869.183908467398,871.95072066862,907.077281140925,880.870199669492,540.84692732094,535.07027975629
"217",15769,1199.2190831553,1198.98868573028,1202.89327560621,1208.76351818786,1280.32860077493,869.183908470223,871.952567471457,907.077281145451,880.870199669492,540.848163903337,535.071453781269
"218",15842,1199.21908317553,1198.98868577028,1202.89327560622,1208.76390590712,1280.3286007753,869.183908472762,871.954330581085,907.077281149527,880.870199669492,540.849344912351,535.072574806075
"219",15915,1199.21908319376,1198.98868580646,1202.89327560624,1208.76427260996,1280.32860077563,869.183908475044,871.956013790304,907.077281153198,880.870199669493,540.850472845511,535.073645223348
"220",15988,1199.21908321019,1198.98868583917,1202.89327560625,1208.7646194356,1280.32860077592,869.183908477096,871.957620720032,907.077281156504,880.870199669493,540.851550088106,535.074667317714
"221",16061,1199.219083225,1198.98868586874,1202.89327560626,1208.76494746147,1280.32860077618,869.18390847894,871.959154827093,907.077281159482,880.870199669493,540.852578918226,535.075643270661
"222",16134,1199.21908323835,1198.98868589549,1202.89327560627,1208.76525770663,1280.32860077641,869.183908480598,871.960619411659,907.077281162165,880.870199669493,540.85356151158,535.076575165198
"223",16207,1199.21908325038,1198.98868591967,1202.89327560628,1208.76555113487,1280.32860077662,869.183908482088,871.962017624343,907.077281164581,880.870199669494,540.8544999461,535.077464990297
"224",16280,1199.21908326122,1198.98868594154,1202.89327560629,1208.76582865777,1280.3286007768,869.183908483428,871.963352472976,907.077281166757,880.870199669494,540.855396206334,535.078314645139
"225",16353,1199.21908327099,1198.98868596132,1202.89327560629,1208.76609113748,1280.32860077696,869.183908484632,871.964626829086,907.077281168717,880.870199669494,540.85625218764,535.079125943171
"226",16426,1199.2190832798,1198.9886859792,1202.8932756063,1208.76633938941,1280.32860077711,869.183908485714,871.965843434065,907.077281170482,880.870199669494,540.857069700198,535.079900615973
"227",16499,1199.21908328773,1198.98868599537,1202.8932756063,1208.7665741848,1280.32860077724,869.183908486687,871.967004905073,907.077281172072,880.870199669494,540.857850472836,535.080640316953
"228",16572,1199.21908329489,1198.98868600999,1202.89327560631,1208.76679625304,1280.32860077735,869.183908487561,871.968113740665,907.077281173504,880.870199669494,540.858596156687,535.081346624879
"229",16645,1199.21908330134,1198.98868602321,1202.89327560631,1208.76700628403,1280.32860077746,869.183908488348,871.969172326166,907.077281174793,880.870199669494,540.859308328679,535.082021047246
"230",16718,1199.21908330715,1198.98868603516,1202.89327560631,1208.76720493023,1280.32860077755,869.183908489054,871.970182938807,907.077281175955,880.870199669495,540.859988494873,535.082665023496
"231",16791,1199.21908331238,1198.98868604597,1202.89327560632,1208.76739280878,1280.32860077763,869.183908489689,871.971147752614,907.077281177001,880.870199669495,540.860638093645,535.083279928089
"232",16864,1199.2190833171,1198.98868605575,1202.89327560632,1208.76757050332,1280.3286007777,869.18390849026,871.972068843095,907.077281177944,880.870199669495,540.861258498729,535.083867073434
"233",16937,1199.21908332135,1198.98868606459,1202.89327560632,1208.76773856589,1280.32860077776,869.183908490774,871.972948191698,907.077281178793,880.870199669495,540.861851022121,535.084427712696
"234",17010,1199.21908332518,1198.98868607258,1202.89327560632,1208.76789751859,1280.32860077782,869.183908491235,871.973787690078,907.077281179557,880.870199669495,540.862416916855,535.084963042464
"235",17083,1199.21908332863,1198.98868607981,1202.89327560632,1208.76804785523,1280.32860077787,869.18390849165,871.974589144161,907.077281180246,880.870199669495,540.862957379653,535.08547420531
"236",17156,1199.21908333175,1198.98868608634,1202.89327560633,1208.76819004283,1280.32860077792,869.183908492023,871.975354278037,907.077281180866,880.870199669495,540.863473553454,535.085962292225
"237",17229,1199.21908333455,1198.98868609225,1202.89327560633,1208.76832452312,1280.32860077796,869.183908492358,871.976084737659,907.077281181424,880.870199669495,540.863966529833,535.086428344949
"238",17302,1199.21908333708,1198.98868609759,1202.89327560633,1208.76845171387,1280.32860077799,869.183908492659,871.976782094392,907.077281181927,880.870199669495,540.864437351308,535.086873358193
"239",17375,1199.21908333936,1198.98868610242,1202.89327560633,1208.76857201023,1280.32860077802,869.18390849293,871.977447848389,907.07728118238,880.870199669495,540.864887013543,535.087298281764
"240",17448,1199.21908334142,1198.98868610679,1202.89327560633,1208.76868578589,1280.32860077805,869.183908493173,871.97808343182,907.077281182788,880.870199669495,540.86531646746,535.087704022589
"241",17521,1199.21908334329,1198.98868611073,1202.89327560633,1208.76879339431,1280.32860077808,869.183908493392,871.97869021195,907.077281183156,880.870199669495,540.865726621242,535.088091446653
"242",17594,1199.21908334498,1198.98868611431,1202.89327560633,1208.7688951698,1280.3286007781,869.183908493589,871.979269494084,907.077281183487,880.870199669495,540.866118342259,535.08846138085
"243",17667,1199.21908334652,1198.98868611754,1202.89327560633,1208.76899142852,1280.32860077812,869.183908493766,871.979822524375,907.077281183785,880.870199669495,540.866492458899,535.088814614741
"244",17740,1199.21908334791,1198.98868612046,1202.89327560633,1208.76908246951,1280.32860077814,869.183908493924,871.980350492499,907.077281184054,880.870199669495,540.866849762323,535.089151902244
"245",17813,1199.21908334916,1198.9886861231,1202.89327560633,1208.76916857561,1280.32860077815,869.183908494067,871.980854534221,907.077281184296,880.870199669495,540.867191008135,535.089473963243
"246",17886,1199.2190833503,1198.98868612548,1202.89327560633,1208.76925001431,1280.32860077816,869.183908494196,871.981335733836,907.077281184514,880.870199669495,540.867516917983,535.089781485124
"247",17959,1199.21908335134,1198.98868612765,1202.89327560633,1208.7693270386,1280.32860077818,869.183908494311,871.9817951265,907.07728118471,880.870199669495,540.867828181081,535.09007512424
"248",18032,1199.21908335227,1198.98868612961,1202.89327560633,1208.76939988777,1280.32860077819,869.183908494415,871.982233700457,907.077281184886,880.870199669495,540.86812545567,535.090355507314
"249",18105,1199.21908335312,1198.9886861314,1202.89327560634,1208.76946878814,1280.3286007782,869.183908494508,871.982652399167,907.077281185046,880.870199669495,540.868409370411,535.090623232777
"250",18178,1199.21908335389,1198.98868613302,1202.89327560634,1208.76953395374,1280.32860077821,869.183908494592,871.983052123335,907.077281185189,880.870199669495,540.868680525708,535.090878872045
"251",18251,1199.21908335458,1198.9886861345,1202.89327560634,1208.76959558703,1280.32860077821,869.183908494668,871.983433732847,907.077281185318,880.870199669495,540.868939494986,535.091122970736
"252",18324,1199.21908335521,1198.98868613584,1202.89327560634,1208.76965387947,1280.32860077822,869.183908494736,871.983798048621,907.077281185434,880.870199669495,540.869186825897,535.091356049838
"253",18397,1199.21908335578,1198.98868613706,1202.89327560634,1208.76970901215,1280.32860077823,869.183908494796,871.984145854373,907.077281185539,880.870199669495,540.869423041484,535.091578606819
"254",18470,1199.2190833563,1198.98868613817,1202.89327560634,1208.76976115636,1280.32860077823,869.183908494851,871.984477898302,907.077281185634,880.870199669495,540.86964864128,535.09179111669
"255",18543,1199.21908335677,1198.98868613917,1202.89327560634,1208.76981047407,1280.32860077824,869.1839084949,871.9847948947,907.077281185718,880.870199669495,540.869864102372,535.091994033017
"256",18616,1199.21908335719,1198.98868614009,1202.89327560634,1208.7698571185,1280.32860077824,869.183908494945,871.98509752549,907.077281185795,880.870199669495,540.870069880403,535.092187788891
"257",18689,1199.21908335758,1198.98868614092,1202.89327560634,1208.76990123457,1280.32860077825,869.183908494984,871.985386441692,907.077281185864,880.870199669495,540.870266410542,535.092372797852
"258",18762,1199.21908335793,1198.98868614167,1202.89327560634,1208.76994295931,1280.32860077825,869.18390849502,871.98566226482,907.077281185926,880.870199669495,540.870454108399,535.092549454771
"259",18835,1199.21908335824,1198.98868614236,1202.89327560634,1208.76998242235,1280.32860077825,869.183908495052,871.985925588226,907.077281185982,880.870199669495,540.870633370906,535.092718136691
"260",18908,1199.21908335853,1198.98868614298,1202.89327560634,1208.77001974629,1280.32860077826,869.183908495081,871.986176978371,907.077281186032,880.870199669495,540.870804577157,535.092879203636
"261",18981,1199.21908335879,1198.98868614355,1202.89327560634,1208.77005504707,1280.32860077826,869.183908495107,871.986416976045,907.077281186078,880.870199669495,540.87096808921,535.093032999376
"262",19054,1199.21908335902,1198.98868614406,1202.89327560634,1208.77008843437,1280.32860077826,869.18390849513,871.986646097531,907.077281186119,880.870199669495,540.87112425285,535.093179852163
"263",19127,1199.21908335923,1198.98868614453,1202.89327560634,1208.7701200119,1280.32860077826,869.183908495152,871.986864835714,907.077281186155,880.870199669495,540.871273398323,535.093320075429
"264",19200,1199.21908335943,1198.98868614495,1202.89327560634,1208.77014987776,1280.32860077826,869.18390849517,871.987073661144,907.077281186188,880.870199669495,540.871415841034,535.093453968457
"265",19273,1199.2190833596,1198.98868614534,1202.89327560634,1208.77017812473,1280.32860077827,869.183908495187,871.987273023046,907.077281186218,880.870199669495,540.871551882211,535.09358181702
"266",19346,1199.21908335976,1198.98868614569,1202.89327560634,1208.77020484057,1280.32860077827,869.183908495203,871.987463350288,907.077281186245,880.870199669495,540.871681809547,535.093703893988
"267",19419,1199.2190833599,1198.98868614601,1202.89327560634,1208.77023010828,1280.32860077827,869.183908495216,871.9876450523,907.077281186269,880.870199669495,540.871805897804,535.093820459915
"268",19492,1199.21908336003,1198.9886861463,1202.89327560634,1208.77025400634,1280.32860077827,869.183908495228,871.98781851996,907.077281186291,880.870199669495,540.871924409398,535.093931763591
"269",19565,1199.21908336015,1198.98868614656,1202.89327560634,1208.770276609,1280.32860077827,869.18390849524,871.987984126432,907.077281186311,880.870199669495,540.872037594949,535.094038042574
"270",19638,1199.21908336026,1198.9886861468,1202.89327560634,1208.77029798648,1280.32860077827,869.18390849525,871.988142227968,907.077281186329,880.870199669495,540.872145693817,535.094139523701
"271",19711,1199.21908336035,1198.98868614702,1202.89327560634,1208.77031820518,1280.32860077827,869.183908495259,871.988293164676,907.077281186344,880.870199669495,540.872248934601,535.094236423564
"272",19784,1199.21908336044,1198.98868614721,1202.89327560634,1208.77033732793,1280.32860077827,869.183908495267,871.988437261251,907.077281186359,880.870199669495,540.872347535631,535.09432894898
"273",19857,1199.21908336052,1198.98868614739,1202.89327560634,1208.77035541412,1280.32860077827,869.183908495274,871.988574827673,907.077281186372,880.870199669495,540.872441705421,535.094417297431
"274",19930,1199.21908336059,1198.98868614756,1202.89327560634,1208.77037251995,1280.32860077827,869.18390849528,871.988706159875,907.077281186383,880.870199669495,540.872531643116,535.094501657479
"275",20003,1199.21908336066,1198.9886861477,1202.89327560634,1208.77038869855,1280.32860077827,869.183908495286,871.988831540378,907.077281186394,880.870199669495,540.872617538911,535.094582209178
"276",20076,1199.21908336071,1198.98868614784,1202.89327560634,1208.77040400019,1280.32860077827,869.183908495291,871.988951238902,907.077281186403,880.870199669495,540.872699574455,535.094659124453
"277",20149,1199.21908336077,1198.98868614796,1202.89327560634,1208.7704184724,1280.32860077827,869.183908495296,871.989065512941,907.077281186412,880.870199669495,540.87277792323,535.094732567464
"278",20222,1199.21908336082,1198.98868614807,1202.89327560634,1208.77043216014,1280.32860077827,869.1839084953,871.989174608321,907.077281186419,880.870199669495,540.872852750924,535.094802694965
"279",20295,1199.21908336086,1198.98868614817,1202.89327560634,1208.77044510593,1280.32860077828,869.183908495304,871.989278759729,907.077281186426,880.870199669495,540.872924215779,535.094869656631
"280",20368,1199.2190833609,1198.98868614826,1202.89327560634,1208.77045734999,1280.32860077828,869.183908495308,871.989378191216,907.077281186432,880.870199669495,540.872992468924,535.09493359538
"281",20441,1199.21908336093,1198.98868614835,1202.89327560634,1208.77046893036,1280.32860077828,869.183908495311,871.989473116676,907.077281186438,880.870199669495,540.873057654697,535.094994647678
"282",20514,1199.21908336097,1198.98868614842,1202.89327560634,1208.77047988301,1280.32860077828,869.183908495314,871.989563740316,907.077281186443,880.870199669495,540.873119910948,535.095052943831
"283",20587,1199.219083361,1198.98868614849,1202.89327560634,1208.77049024205,1280.32860077828,869.183908495316,871.989650257083,907.077281186448,880.870199669495,540.873179369334,535.095108608263
"284",20660,1199.21908336102,1198.98868614855,1202.89327560634,1208.77050003943,1280.32860077828,869.183908495318,871.989732853092,907.077281186452,880.870199669495,540.873236155594,535.09516175978
"285",20733,1199.21908336105,1198.98868614861,1202.89327560634,1208.77050930577,1280.32860077828,869.18390849532,871.989811706025,907.077281186455,880.870199669495,540.873290389816,535.095212511825
"286",20806,1199.21908336107,1198.98868614866,1202.89327560634,1208.77051806979,1280.32860077828,869.183908495322,871.989886985509,907.077281186459,880.870199669495,540.873342186692,535.09526097272
"287",20879,1199.21908336109,1198.98868614871,1202.89327560634,1208.77052636283,1280.32860077828,869.183908495324,871.989958853485,907.077281186462,880.870199669495,540.873391655758,535.095307245897
"288",20952,1199.21908336111,1198.98868614875,1202.89327560634,1208.77053419844,1280.32860077828,869.183908495325,871.990027464556,907.077281186464,880.870199669495,540.87343890163,535.095351430117
"289",21025,1199.21908336112,1198.98868614879,1202.89327560634,1208.77054161514,1280.32860077828,869.183908495326,871.990092966318,907.077281186467,880.870199669495,540.87348402422,535.095393619685
"290",21098,1199.21908336114,1198.98868614883,1202.89327560634,1208.77054862982,1280.32860077828,869.183908495328,871.990155499677,907.077281186469,880.870199669495,540.87352711895,535.095433904648
"291",21171,1199.21908336115,1198.98868614886,1202.89327560634,1208.77055526427,1280.32860077828,869.183908495329,871.990215199157,907.077281186471,880.870199669495,540.873568276955,535.095472370986
"292",21244,1199.21908336116,1198.98868614889,1202.89327560634,1208.7705615391,1280.32860077828,869.18390849533,871.990272193181,907.077281186473,880.870199669495,540.873607585273,535.0955091008
"293",21317,1199.21908336117,1198.98868614891,1202.89327560634,1208.7705674738,1280.32860077828,869.18390849533,871.990326604356,907.077281186474,880.870199669495,540.873645127032,535.095544172483
"294",21390,1199.21908336118,1198.98868614894,1202.89327560634,1208.77057308681,1280.32860077828,869.183908495331,871.990378549731,907.077281186476,880.870199669495,540.873680981623,535.095577660891
"295",21463,1199.21908336119,1198.98868614896,1202.89327560634,1208.77057839558,1280.32860077828,869.183908495332,871.990428141051,907.077281186477,880.870199669495,540.873715224868,535.095609637498
"296",21536,1199.2190833612,1198.98868614898,1202.89327560634,1208.77058341658,1280.32860077828,869.183908495332,871.990475484997,907.077281186478,880.870199669495,540.873747929184,535.095640170553
"297",21609,1199.21908336121,1198.988686149,1202.89327560634,1208.77058816541,1280.32860077828,869.183908495333,871.990520683415,907.077281186479,880.870199669495,540.873779163731,535.095669325224
"298",21682,1199.21908336122,1198.98868614901,1202.89327560634,1208.77059265684,1280.32860077828,869.183908495333,871.990563833535,907.07728118648,880.870199669495,540.873808994563,535.095697163736
"299",21755,1199.21908336122,1198.98868614903,1202.89327560634,1208.77059690481,1280.32860077828,869.183908495334,871.990605028183,907.077281186481,880.870199669495,540.873837484764,535.095723745507
"300",21828,1199.21908336123,1198.98868614904,1202.89327560634,1208.77060092252,1280.32860077828,869.183908495334,871.990644355976,907.077281186482,880.870199669495,540.873864694584,535.095749127271
"301",21901,1199.21908336123,1198.98868614905,1202.89327560634,1208.77060472245,1280.32860077828,869.183908495335,871.990681901516,907.077281186482,880.870199669495,540.873890681564,535.0957733632
"302",21974,1199.21908336124,1198.98868614906,1202.89327560634,1208.77060831641,1280.32860077828,869.183908495335,871.990717745572,907.077281186483,880.870199669495,540.873915500661,535.095796505023
"303",22047,1199.21908336124,1198.98868614907,1202.89327560634,1208.77061171555,1280.32860077828,869.183908495335,871.99075196525,907.077281186484,880.870199669495,540.873939204359,535.095818602131
"304",22120,1199.21908336124,1198.98868614908,1202.89327560634,1208.77061493045,1280.32860077828,869.183908495336,871.990784634164,907.077281186484,880.870199669495,540.873961842787,535.095839701687
"305",22193,1199.21908336125,1198.98868614909,1202.89327560634,1208.77061797108,1280.32860077828,869.183908495336,871.990815822592,907.077281186485,880.870199669495,540.873983463819,535.095859848726
"306",22266,1199.21908336125,1198.9886861491,1202.89327560634,1208.7706208469,1280.32860077828,869.183908495336,871.990845597626,907.077281186485,880.870199669495,540.874004113178,535.095879086246
"307",22339,1199.21908336125,1198.98868614911,1202.89327560634,1208.77062356683,1280.32860077828,869.183908495336,871.990874023318,907.077281186485,880.870199669495,540.874023834531,535.095897455308
"308",22412,1199.21908336126,1198.98868614911,1202.89327560634,1208.77062620593,1280.32860077828,869.183908495337,871.990901160817,907.077281186486,880.870199669495,540.874042669585,535.095914995117
"309",22485,1199.21908336126,1198.98868614912,1202.89327560634,1208.77062857124,1280.32860077828,869.183908495337,871.990927068502,907.077281186486,880.870199669495,540.874060658171,535.095931743109
"310",22558,1199.21908336126,1198.98868614912,1202.89327560634,1208.77063080834,1280.32860077828,869.183908495337,871.990951802106,907.077281186487,880.870199669495,540.874077838329,535.095947735029
"311",22631,1199.21908336126,1198.98868614913,1202.89327560634,1208.77063292417,1280.32860077828,869.183908495337,871.990975414834,907.077281186487,880.870199669495,540.874094246392,535.095963005011
"312",22704,1199.21908336126,1198.98868614913,1202.89327560634,1208.77063492532,1280.32860077828,869.183908495337,871.990997957483,907.077281186487,880.870199669495,540.874109917059,535.095977585646
"313",22777,1199.21908336127,1198.98868614914,1202.89327560634,1208.770636818,1280.32860077828,869.183908495337,871.991019478547,907.077281186487,880.870199669495,540.874124883468,535.095991508053
"314",22850,1199.21908336127,1198.98868614914,1202.89327560634,1208.77063860809,1280.32860077828,869.183908495337,871.991040024322,907.077281186487,880.870199669495,540.87413917727,535.096004801947
"315",22923,1199.21908336127,1198.98868614914,1202.89327560634,1208.77064030114,1280.32860077828,869.183908495338,871.991059639005,907.077281186488,880.870199669495,540.874152828693,535.096017495702
"316",22996,1199.21908336127,1198.98868614915,1202.89327560634,1208.77064190241,1280.32860077828,869.183908495338,871.991078364792,907.077281186488,880.870199669495,540.874165866605,535.096029616387
"317",23069,1199.21908336127,1198.98868614915,1202.89327560634,1208.77064341689,1280.32860077828,869.183908495338,871.991096241966,907.077281186488,880.870199669495,540.87417831858,535.096041189873
"318",23142,1199.21908336127,1198.98868614915,1202.89327560634,1208.77064484925,1280.32860077828,869.183908495338,871.991113308984,907.077281186488,880.870199669495,540.87419021095,535.09605224088
