,days,1P,2PS,2PP,3PP,1P.1,2PS.1,2PP.1,3PP.1,1P.2,2PS.2,2PP.2,3PP.2,1P.3,2PS.3,2PP.3,3PP.3,1P.4,2PS.4,2PP.4,3PP.4,1P.5,2PS.5,2PP.5,3PP.5,1P.6,2PS.6,2PP.6,3PP.6,1P.7,2PS.7,2PP.7,3PP.7,1P.8,2PS.8,2PP.8,3PP.8,1P.9,2PS.9,2PP.9,3PP.9,1P.10,2PS.10,2PP.10,3PP
92,91,144.5611758,134.1163724,131.2905402,136.6096119,140.2681818,130.150363,127.1151001,131.9147673,190.8577491,178.8747178,180.3392529,183.1363544,80.26545264,77.50702074,80.65048562,80.18016562,181.2757248,172.4612012,179.2902555,179.0608062,112.6801279,105.7176647,106.2913093,108.6567799,48.42363842,48.48116716,51.13723159,49.81462435,114.8858,110.6437467,116.3910097,114.3740767,154.2450619,153.0619824,155.8461156,154.8453898,29.71280846,29.78299066,30.44599772,30.31949432,29.54674882,29.58902278,30.0303486,29.74495508
93,92,146.0488635,134.5135178,131.2950737,136.6758402,141.7147001,130.5294369,127.1184533,132.2684308,192.7773037,179.3937886,180.4038438,183.2904506,81.11721355,77.91203783,80.80415872,80.51882571,183.1180269,173.4458784,179.6023759,179.7595648,113.8335162,106.0529952,106.3235005,108.7630983,48.94054754,48.79552828,51.32363717,50.10528893,116.0638479,111.3928749,116.7730156,114.9737297,155.7805246,154.5183488,157.1365169,156.1924215,30.03008694,30.03211139,30.66734053,30.54913328,29.86220589,29.83714268,30.2638304,29.99714415
94,93,147.5344527,134.9105143,131.299237,136.7390395,143.159242,130.9083758,127.1215226,132.619776,194.6932174,179.9123968,180.4649715,183.4383336,81.96833158,78.31686086,80.95310867,80.85334185,184.9572409,174.4296782,179.9044858,180.4475455,114.985146,106.3881282,106.3538972,108.8654118,49.45713221,49.10976655,51.50620061,50.39366486,117.2401439,112.1412975,117.1464948,115.5668047,157.3127427,155.9718065,158.4193356,157.5340787,30.34716848,30.28081876,30.8868212,30.77739749,30.17746613,30.08466654,30.49565094,30.24855554
95,94,149.0179463,135.307362,131.3030604,136.7993482,144.6018103,131.2871799,127.124332,132.9688181,196.6054971,180.4305605,180.5228217,183.5802538,82.81880721,78.72149444,81.09748064,81.18376475,186.7933718,175.4126019,180.1969063,181.1249145,116.13502,106.7230691,106.3825994,108.9638713,49.97339265,49.42388236,51.68500111,50.67977017,118.4146907,112.8890154,117.5116375,116.1533741,158.8417229,157.4223614,159.6946163,158.8703962,30.6640532,30.52912464,31.10445539,31.00430308,30.49252964,30.33160891,30.72582202,30.49919881
96,95,150.4993473,135.7040612,131.3065716,136.8568985,146.0424076,131.6658493,127.1269037,133.3155723,198.5141498,180.9482963,180.5775699,183.7164518,83.66864092,79.12594281,81.23741535,81.5101445,188.6264249,176.3946504,180.4799481,181.7918355,117.2831409,107.0578223,106.4097016,109.058622,50.48932907,49.73787605,51.86011623,50.96362273,119.5874909,113.6360292,117.86863,116.7335092,160.3674722,158.8700193,160.9624032,160.2014083,30.98074124,30.77704043,31.32025864,31.22986589,30.80739656,30.57798395,30.95435538,30.74908321
97,96,151.9786586,136.1006119,131.3097963,136.9118167,147.4810367,132.044384,127.1292578,133.6600534,200.4191822,181.4656194,180.6293828,183.8471582,84.51783321,79.53020976,81.37304918,81.83253058,190.4564053,177.3758247,180.7539121,182.4484698,118.4295113,107.3923921,106.4352931,109.1498035,51.00494166,50.05174794,52.03162193,51.24524028,120.758547,114.3823399,118.217654,117.3072805,161.8899974,160.3147859,162.2227403,161.5271484,31.2972327,31.02457711,31.53424635,31.45410147,31.122067,30.82380538,31.18126268,30.9982177
98,97,153.4558833,136.4970144,131.3127578,136.9642231,148.9177002,132.4227843,127.1314128,134.0022765,202.3206014,181.9825436,180.6784175,183.9725944,85.36638455,79.93429879,81.50451434,82.15097186,192.2833182,178.3561258,181.0190894,183.0949758,119.5741339,107.7267821,106.459458,109.2375504,51.52023062,50.3654983,52.19959262,51.52464042,121.9278616,115.127948,118.5588875,117.8747579,163.4093052,161.756667,163.4756715,162.8476494,31.61352772,31.27174518,31.7464338,31.67702504,31.4365411,31.06908652,31.40655548,31.24661095
99,98,154.9310242,136.8932686,131.3154778,137.0142326,150.3524007,132.80105,127.1333857,134.3422563,204.218414,182.4990815,180.7248231,184.092973,86.21429543,80.33821305,81.63193894,82.46551661,194.1071687,179.3355546,181.2757618,183.73151,120.7170114,108.0609959,106.4822758,109.321992,52.03519617,50.67912739,52.36410117,51.80184061,123.0954374,115.8728544,118.8925043,118.4360103,164.9254025,163.1956683,164.7212403,164.1629435,31.92962642,31.51855477,31.95683614,31.89865156,31.75081896,31.31384028,31.63024528,31.49427137
100,99,156.4040842,137.2893748,131.3179761,137.0619548,151.7851411,133.1791815,127.1351919,134.6800075,206.112627,183.0152445,180.7687407,184.2084979,87.06156634,80.7419554,81.7554472,82.77621253,195.927962,180.314112,181.5242022,184.358226,121.8581464,108.3950364,106.5038218,109.4032528,52.5498385,50.99263542,52.52521892,52.07685818,124.2612769,116.6170598,119.2186745,118.9911062,166.438296,164.6317957,165.9594899,165.4730623,32.24552891,31.76501558,32.16546837,32.11899567,32.06490072,31.55807922,31.85234348,31.74120707
101,100,157.8750664,137.6853331,131.3202707,137.1074943,153.2159239,133.5571787,127.1368456,135.0155448,208.0032472,183.5310431,180.8103035,184.3193647,87.90819775,81.14552846,81.87515948,83.08310669,197.7457031,181.291799,181.7646744,184.9752753,122.9975416,108.7289063,106.5241669,109.4814526,53.06415782,51.3060226,52.68301579,52.34971029,125.4253828,117.3605648,119.5375644,119.5401129,167.9479926,166.0650549,167.1904633,166.7780368,32.56123532,32.01113696,32.3723454,32.33807177,32.3787865,31.8018155,32.0728614,31.98742593
102,101,159.3439737,138.0811434,131.3223783,137.150951,154.6447518,133.9350416,127.1383597,135.3488827,209.8902814,184.0464868,180.8496379,184.4257614,88.75419014,81.5489346,81.99119247,83.38624564,199.5603971,182.2686164,181.9974342,185.582807,124.1351997,109.0626083,106.5433779,109.5567067,53.57815432,51.61928912,52.83756022,52.62041402,126.5877575,118.1033703,119.8493363,120.0830974,169.4544989,167.4954515,168.4142033,168.0778975,32.87674578,32.25692787,32.57748198,32.55589396,32.69247642,32.04506093,32.29181029,32.23293558
103,102,160.8108089,138.476806,131.3243144,137.1924201,156.0716276,134.3127705,127.1397462,135.6800356,211.7737363,184.5615842,180.8868634,184.5278682,89.59954401,81.95217596,82.10365925,83.68567531,201.3720493,183.244565,182.2227289,186.180968,125.2711232,109.3961444,106.5615182,109.6291261,54.09182822,51.93243515,52.98891926,52.88898627,127.7484037,118.8454768,120.1541492,120.6201257,170.9578217,168.9229914,169.6307524,169.3726743,33.19206039,32.50239692,32.78089277,32.77247608,33.00597059,32.28782699,32.50920131,32.47774342
104,103,162.275575,138.8723209,131.3260928,137.2319925,157.4965538,134.6903652,127.1410158,136.0090178,213.6536189,185.0763433,180.922093,184.6258579,90.44425983,82.35525452,82.21266944,83.98144109,203.1806647,184.2196457,182.4407979,186.7699027,126.4053149,109.7295167,106.5786474,109.6988176,54.60517971,52.24546083,53.13715855,53.15544382,128.9073239,119.586885,120.4521584,121.151263,172.4579678,170.3476801,170.8401528,170.6623965,33.50717929,32.74755239,32.98259228,32.98783172,33.31926915,32.53012479,32.72504554,32.7218566
105,104,163.7382749,139.2676882,131.3277266,137.269755,158.9195331,135.067826,127.1421785,136.3358435,215.5299359,185.5907712,180.9554338,184.7198967,91.28833809,82.75817205,82.31832929,84.27358783,204.9862483,185.1938594,182.651873,187.3497534,127.5377774,110.0627271,106.594822,109.7658839,55.118209,52.55836633,53.28234242,53.41980334,130.0645207,120.3275958,120.7435158,121.6765741,173.9549439,171.7695235,172.0424467,171.947093,33.82210259,32.99240223,33.18259491,33.2019742,33.63237222,32.77196513,32.939354,32.96528206
106,105,165.1989116,139.662908,131.3292275,137.3057904,160.3405683,135.4451529,127.1432434,136.660527,217.402694,186.1048746,180.9869872,184.8101439,92.13177926,83.16093019,82.42074177,84.56215979,206.7888053,186.1672069,182.8561784,187.9206604,128.6685132,110.3957772,106.6100951,109.8304239,55.63091629,52.87115175,53.42453383,53.68208132,131.2199966,121.0676096,121.0283699,122.1961228,175.4487566,173.1885271,173.2376756,173.2267921,34.13683042,33.23695409,33.38091493,33.4149166,33.94527991,33.01335849,33.15213761,33.20802653
107,106,166.6574879,140.0579803,131.3306065,137.3401776,161.7596619,135.8223458,127.1442187,136.9830821,219.2718999,186.6186594,181.0168488,184.8967523,92.97458382,83.5635304,82.5200067,84.84720074,208.5883408,187.1396889,183.0539314,188.4827614,129.7975252,110.7286685,106.624517,109.8925327,56.14330177,53.18381723,53.56379448,53.94229418,132.3737543,121.8069273,121.3068658,122.7099724,176.9394127,174.6046968,174.4258812,174.5015218,34.4513629,33.4812153,33.5775665,33.62667176,34.25799235,33.25431504,33.36340722,33.45009653
108,107,168.1140068,140.4529051,131.3318735,137.372992,163.1768166,136.1994049,127.1451122,137.303523,221.1375605,187.1321311,181.0451095,184.9798686,93.81675226,83.96597404,82.61622082,85.12875386,210.3848597,188.1113063,183.245342,189.0361925,130.9248157,111.0614022,106.6381352,109.952302,56.65536566,53.49636288,53.70018477,54.20045816,133.5257963,122.5455495,121.5791455,123.2181853,178.4269187,176.018038,175.6071046,175.7713095,34.76570014,33.72519291,33.77256365,33.83725227,34.57050966,33.49484464,33.5731736,33.69149839
109,108,169.5684711,140.8476827,131.3330377,137.4043056,164.5920351,136.5763303,127.1459307,137.6218634,222.9996824,187.6452947,181.071855,185.0596336,94.65828506,84.36826232,82.70947791,85.40686185,212.1783672,189.08206,183.4306137,189.5810872,132.0503876,111.3939798,106.6509945,110.0098199,57.16710816,53.80878879,53.83376387,54.4565894,134.6761251,123.2834768,121.8453476,123.7208234,179.9112815,177.4285565,176.781387,177.036182,35.07984228,33.9688937,33.96592031,34.04667049,34.88283196,33.73495688,33.78144745,33.93223824
110,109,171.0208837,141.242313,131.3341075,137.4341871,166.00532,136.9531219,127.1466806,137.9381171,224.8582724,188.1581547,181.0971668,185.1361826,95.4991827,84.77039638,82.79986887,85.68156686,213.9688683,190.0519507,183.6099435,190.1175772,133.1742434,111.7264022,106.6631373,110.0651712,57.67852946,54.12109507,53.96458973,54.7107039,135.8247432,124.02071,122.105608,124.2179479,181.3925075,178.836258,177.9487691,178.2961661,35.39378943,34.21232418,34.15765028,34.25493858,35.19495938,33.97466105,33.98823938,34.17232203
111,110,172.4712476,141.6367961,131.3350907,137.4627018,167.4166739,137.3297799,127.1473677,138.2522977,226.7133371,188.6707153,181.1211215,185.2096451,96.33944565,85.17237722,82.88748177,85.95291052,215.7563681,191.0209791,183.7835218,190.6457923,134.2963858,112.0586704,106.6746034,110.1184375,58.18962977,54.43328181,54.09271909,54.96281755,136.9716533,124.7572496,122.3600591,124.7096192,182.8706035,180.2411479,179.1092915,179.5512877,35.70754171,34.4554906,34.34776723,34.46206843,35.50689203,34.21396617,34.19355995,34.41175553
112,111,173.9195656,142.0311321,131.3359943,137.4899123,168.8260995,137.7063043,127.1479975,138.564419,228.5648833,189.1829803,181.143792,185.2801456,97.17907439,85.57420577,82.97240203,86.22093397,217.5408715,191.9891462,183.9515331,191.16586,135.4168172,112.3907854,106.6854306,110.1696973,58.70040929,54.74534909,54.21820754,55.2129461,138.1168578,125.4930964,122.6088307,125.1958971,184.345576,181.643232,180.2629945,180.8015726,36.02109925,34.69839898,34.53628475,34.66807174,35.81863005,34.45288099,34.39741962,34.65054436
113,112,175.3658407,142.425321,131.3368249,137.5158784,170.2335994,138.0826951,127.1485747,138.8744944,230.4129176,189.6949531,181.1652472,185.3478035,98.01806941,85.97588288,83.05471239,86.48567783,219.3223837,192.9564526,184.1141561,191.6779059,136.5355405,112.722748,106.6956545,110.2190262,59.21086822,55.05729699,54.34110951,55.46110518,139.2603594,126.228251,122.8520495,125.6768409,185.8174317,183.0425159,181.4099181,182.0470461,36.33446216,34.94105508,34.72321629,34.87296,36.13017354,34.69141402,34.59982878,34.88869393
114,113,176.8100756,142.8193629,131.3375884,137.5406568,171.6391762,138.4589524,127.1491038,139.1825372,232.2574467,190.2066369,181.1855523,185.4127335,98.85643118,86.37740933,83.13449308,86.74718224,221.1009095,193.9228992,184.2715634,192.1820539,137.6525581,113.0545589,106.7053088,110.266497,59.72100677,55.36912558,54.46147833,55.70731029,140.4021604,126.9627141,123.0898395,126.152509,187.2861772,184.4390051,182.5501022,183.2877333,36.64763056,35.18346446,34.90857519,35.07674449,36.44152263,34.92957349,34.80079776,35.12620954
115,114,178.2522733,143.2132578,131.3382903,137.5643019,173.0428327,138.8350763,127.1495889,139.4885609,234.0984771,190.7180347,181.2047688,185.4750455,99.69416018,86.77878582,83.21182186,87.00548683,222.8764541,194.8884867,184.4239225,192.6784257,138.7678726,113.3862188,106.7144253,110.3121796,60.23082512,55.68083495,54.5793662,55.95157682,141.5422635,127.6964863,123.3223219,126.6229593,188.7518189,185.8327052,183.6835864,184.5236586,36.96060458,35.42563245,35.09237467,35.27943628,36.75267744,35.16736742,35.0003368,35.36309632
116,115,179.6924367,143.6070058,131.3389357,137.5868656,174.4445713,139.2110667,127.1500338,139.7925786,235.9360157,191.229149,181.2229553,185.5348451,100.5312569,87.18001299,83.28677408,87.26063076,224.6490223,195.8532159,184.5713952,193.1671414,139.8814868,113.7177283,106.7230338,110.3561414,60.74032349,55.99242516,54.69482426,56.19392004,142.6806712,128.4295683,123.5496151,127.088249,190.2143635,187.2236219,184.8104101,185.7548462,37.27338434,35.66756417,35.27462787,35.48104624,37.06363809,35.40480356,35.19845608,35.59935923
117,116,181.1305686,144.000607,131.3395292,137.6083972,175.8443948,139.5869238,127.1504419,140.0946035,237.7700689,191.7399822,181.2401668,185.5922336,101.3677218,87.58109144,83.35942281,87.5126527,226.4186193,196.8170876,184.7141383,193.6483189,140.993403,114.049088,106.7311628,110.3984473,61.24950208,56.30389628,54.8079026,56.43435509,143.817386,129.1619607,123.771835,127.5484347,191.6738176,188.6117606,185.9306123,186.9813202,37.58596995,35.90926455,35.45534779,35.68158505,37.37440471,35.64188945,35.39516571,35.83500313
118,117,182.5666719,144.3940615,131.340075,137.6289441,177.2423056,139.9626475,127.1508162,140.3946486,239.6006435,192.2505366,181.2564557,185.6473083,102.2035553,87.98202172,83.42983883,87.76159085,228.18525,197.7801026,184.8523034,194.1220745,142.103624,114.3802983,106.738839,110.4391595,61.75836108,56.61524837,54.91865027,56.67289699,144.9524104,129.8936642,123.9890948,128.0035725,193.1301876,189.9971269,187.0442321,188.203104,37.89836154,36.15073831,35.63454733,35.88106319,37.68497742,35.87863242,35.5904757,36.0700327
119,118,184.0007494,144.7873692,131.3405771,137.6485512,178.6383066,140.3382381,127.1511597,140.692727,241.4277459,192.7608143,181.2718715,185.7001623,103.038758,88.3828043,83.49809078,88.00748295,229.9489193,198.7422616,184.9860373,194.5885228,143.2121523,114.7113598,106.7460877,110.4783382,62.2669007,56.92648149,55.02711532,56.90956065,146.085747,130.6246794,124.2015052,128.4537176,194.58348,191.3797263,188.1513081,189.4202208,38.21055923,36.39198999,35.81223928,36.07949098,37.99535633,36.11503957,35.78439602,36.30445252
120,119,185.4328041,145.1805302,131.3410391,137.6672616,180.0324001,140.7136953,127.151475,140.9888516,243.2513828,193.270817,181.2864611,185.7508854,103.8733303,88.78343965,83.56424518,88.25036627,231.7096323,199.7035654,185.1154823,195.0477764,144.3189906,115.0422729,106.7529326,110.516041,62.77512113,57.23759571,55.13334479,57.14436086,147.2173981,131.3550071,124.4091745,128.898925,196.0337014,192.7595644,189.2518787,190.6326936,38.52256314,36.63302398,35.98843632,36.27687853,38.30554156,36.35111777,35.97693655,36.53826704
121,120,186.8628387,145.5735447,131.3414641,137.6851162,181.424589,141.0890195,127.1517645,141.283035,245.0715607,193.7805464,181.3002686,185.7995633,104.7072727,89.18392819,83.62836649,88.49027762,233.4673938,200.6640148,185.2407758,195.4999463,145.4241413,115.373038,106.7593963,110.5523237,63.28302259,57.54859107,55.23738476,57.37731229,148.3473665,132.0846478,124.6122085,129.3392486,197.4808583,194.1366467,190.3459821,191.840545,38.83437339,36.87384445,36.16315103,36.47323578,38.61553325,36.58687373,36.16810713,36.77148056
122,121,188.2908561,145.9664125,131.3418553,137.7021542,182.8148757,141.4642105,127.1520303,141.5752902,246.8882863,194.2900042,181.313336,185.8462785,105.5405857,89.5842703,83.69051721,88.72725338,235.2222088,201.6236105,185.3620511,195.9451418,146.527607,115.7036553,106.7655,110.5872396,63.79060525,57.85946765,55.33928037,57.6084295,149.4756545,132.8136021,124.8107106,129.7747422,198.9249571,195.5109787,191.4336565,193.0437974,39.1459901,37.11445546,36.33639588,36.6685725,38.9253315,36.82231393,36.35791748,37.00409729
123,122,189.7168591,146.3591339,131.3422154,137.7184129,184.2032629,141.8392684,127.1522746,141.8656296,248.701566,194.7991917,181.3257031,185.8911103,106.3732697,89.98446633,83.75075791,88.96132945,236.9740823,202.5823533,185.4794369,196.3834704,147.6293904,116.0341253,106.7712639,110.6208403,64.29786934,58.17022549,55.43907581,57.83772693,150.6022646,133.5418708,125.0047821,130.2054586,200.3660043,196.8825659,192.5149394,194.2424727,39.45741338,37.35486087,36.50818324,36.8628983,39.23493645,37.05744468,36.54637729,37.23612131
124,123,191.1408507,146.7517089,131.3425469,137.733928,185.5897531,142.2141934,127.152499,142.1540659,250.5114064,195.3081103,181.3374073,185.9341345,107.2053252,90.3845166,83.80914729,89.19254133,238.7230193,203.5402439,185.5930581,196.8150381,148.729494,116.3644483,106.7767068,110.6531753,64.80481505,58.48086464,55.53681438,58.06521892,151.7271994,134.2694545,125.1945218,130.6314504,201.8040064,198.2514137,193.5898686,195.4365928,39.76864337,37.59506441,36.67852536,37.05622259,39.5443482,37.29227209,36.73349617,37.46755661
125,124,192.5628336,147.1441375,131.3428523,137.7487335,186.974349,142.5889853,127.1527054,142.4406115,252.3178141,195.8167611,181.3484842,185.9754239,108.0367527,90.78442141,83.86574227,89.42092406,240.4690245,204.4972832,185.7030353,197.2399492,149.8279203,116.6946245,106.7818467,110.6842923,65.31144257,58.79138517,55.63253848,58.29091966,152.8504613,134.9963538,125.3800264,131.0527692,203.2389697,199.6175276,194.6584814,196.6261792,40.07968017,37.83506966,36.84743441,37.24855466,39.85356688,37.5268021,36.91928367,37.69840705
126,125,193.9828106,147.5364197,131.3431336,137.7628618,188.3570532,142.9636444,127.1528952,142.7252789,254.1207954,196.3251454,181.3589676,186.0150487,108.8675527,91.18418105,83.92059799,89.64651225,242.2121029,205.4534718,185.8094856,197.6583062,150.9246719,117.0246542,106.7867004,110.7142372,65.8177521,59.10178711,55.72628962,58.51484328,153.9720528,135.7225694,125.5613904,131.4694665,204.6709007,200.9809132,195.7208148,197.811253,40.39052391,38.07488006,37.01492245,37.4399036,40.16259261,37.76104046,37.10374925,37.9286764
127,126,195.4007847,147.9285557,131.3433928,137.7763439,189.7378681,143.3381705,127.1530698,143.0080802,255.920357,196.833264,181.3688891,186.0530758,109.6977256,91.58379576,83.97376792,89.8693401,243.9522595,206.4088106,185.9125219,198.0702104,152.0197514,117.3545375,106.791284,110.743054,66.32374386,59.41207054,55.81810848,58.73700376,155.0919765,136.4481019,125.7387064,131.8815928,206.0998059,202.3415758,196.7769057,198.9918353,40.70117471,38.31449891,37.18100143,37.63027837,40.47142552,37.99499277,37.28690231,38.15836833
128,127,196.8167585,148.3205454,131.3436317,137.7892094,191.1167965,143.7125638,127.1532306,143.2890279,257.7165053,197.341118,181.3782789,186.0895697,110.5272719,91.98326578,84.02530387,90.08944139,245.6894992,207.3633002,186.0122538,198.4757612,153.1131613,117.6842749,106.7956125,110.7707854,66.82941803,59.72223548,55.90803489,58.95741498,156.2102347,137.172952,125.9120645,132.2891983,207.5256915,203.6995209,197.8267909,200.167947,41.01163269,38.55392941,37.3456832,37.81968778,40.78006572,38.22866445,37.46875221,38.38748642
129,128,198.230735,148.712389,131.343852,137.8014865,192.4938408,144.0868244,127.1533786,143.568134,259.5092468,197.8487083,181.3871656,186.1245923,111.3561921,92.38259133,84.07525607,90.30684949,247.4238267,208.3169415,186.1087872,198.8750567,154.2049041,118.0138663,106.7997,110.7974722,67.33477481,60.032282,55.99610785,59.17609072,157.32683,137.8971203,126.0815533,132.6923326,208.948564,205.0547539,198.8705068,201.3396083,41.32189797,38.79317459,37.50897951,38.00814047,41.08851333,38.46206078,37.6493082,38.61603414
130,129,199.642717,149.1040865,131.3440552,137.8132021,193.8690037,144.4609522,127.1535151,143.8454106,261.298588,198.3560355,181.395576,186.1582028,112.1844867,92.78177261,84.12367319,90.52159733,249.1552471,209.2697352,186.2022249,199.2681933,155.2949825,118.3433121,106.8035601,110.8231538,67.83981442,60.34221014,56.08236557,59.39304464,158.4417649,138.6206074,126.2472589,133.0910447,210.3684298,206.4072802,199.9080897,202.5068398,41.63197067,39.0322374,37.67090203,38.19564495,41.39676847,38.69518686,37.82857951,38.8440149
131,130,201.0527073,149.4956379,131.3442428,137.8243818,195.2422878,144.8349473,127.1536409,144.1208696,263.0845352,198.8631005,181.4035359,186.1904581,113.0121561,93.18080981,84.17060242,90.73371749,250.8837651,210.2216821,186.2926659,199.655266,156.3833988,118.6726124,106.8072055,110.8478679,68.34453703,60.65201996,56.16684547,59.60829031,159.5550417,139.343414,126.409266,133.4853832,211.7852952,207.7571052,200.9395756,203.6696614,41.9418509,39.27112066,37.83146232,38.38220958,41.70483126,38.92804766,38.00657526,39.07143201
132,131,202.4607086,149.8870434,131.3444159,137.8350502,196.6136955,145.2088098,127.1537571,144.3945231,264.867095,199.369904,181.4110692,186.221413,113.8392007,93.57970312,84.21608949,90.9432421,252.6093857,211.1727828,186.3802066,200.0363684,157.4701558,119.0017673,106.810648,110.8716511,68.84894286,60.96171149,56.24958419,59.82184116,160.666663,140.0655407,126.567657,133.8753961,213.1991665,209.1042344,201.9650003,204.828093,42.25153879,39.50982709,37.99067182,38.56784258,42.01270183,39.16064799,38.18330454,39.29828868
133,132,203.8667238,150.2783028,131.3445758,137.8452306,197.9832295,145.5825396,127.1538643,144.6663828,266.6462738,199.8764465,181.4181989,186.2511199,114.6656212,93.97845269,84.26017874,91.15020293,254.3321137,212.1230383,186.4649398,200.4115925,158.5552558,119.3307771,106.813899,110.8945384,69.35303209,61.2712848,56.33061761,60.03371056,161.7766313,140.7869882,126.7225126,134.2611307,214.6100501,210.4486731,202.9843994,205.9821542,42.56103446,39.74835928,38.14854191,38.75255205,42.32038028,39.39299253,38.35877635,39.52458808
134,133,205.2707557,150.6694164,131.3447235,137.8549455,199.3508923,145.956137,127.1539634,144.9364604,268.4220779,200.3827287,181.4249467,186.279629,115.4914179,94.37705868,84.30291312,91.35463135,256.051954,213.0724491,186.5469556,200.781029,159.6387014,119.6596419,106.8169693,110.9165636,69.85680494,61.58073992,56.40998091,60.24391172,162.884949,141.5077572,126.8739119,134.642634,216.0179522,211.7904266,203.9978084,207.1318646,42.87033802,39.98671975,38.30508385,38.93634593,42.62786675,39.62508582,38.53299964,39.75033326
135,134,206.6728071,151.0603842,131.3448601,137.864216,200.7166865,146.3296018,127.154055,145.2047678,270.1945138,200.8887512,181.4313329,186.3069887,116.3165913,94.77552123,84.34433428,91.55655834,257.7689113,214.0210161,186.6263413,201.1447672,160.7204952,119.9883617,106.8198688,110.9377592,70.3602616,61.8900769,56.48770849,60.4524578,163.9916185,142.2278481,127.0219318,135.0199525,217.4228793,213.1295004,205.0052625,208.2772432,43.17944959,40.22491091,38.46030883,39.11923204,42.93516135,39.85693227,38.70598331,39.97552723
136,135,208.0728808,151.4512062,131.3449864,137.8730625,202.0806146,146.7029342,127.1541398,145.4713164,271.9635879,201.3945144,181.4373771,186.3332454,117.1411419,95.17384048,84.38448258,91.75601452,259.4829906,214.96874,186.703181,201.502895,161.8006397,120.3169368,106.8226071,110.9581563,70.86340226,62.19929579,56.56383407,60.65936182,165.0966422,142.9472617,127.1666479,135.393132,218.8248375,214.4658998,206.0067965,209.4183093,43.48836931,40.46293508,38.61422791,39.30121808,43.24226421,40.08853614,38.87773615,40.20017292
