,days,1P,2PS,2PP,3PP,1P.1,2PS.1,2PP.1,3PP.1,1P.2,2PS.2,2PP.2,3PP.2,1P.3,2PS.3,2PP.3,3PP.3,1P.4,2PS.4,2PP.4,3PP.4,1P.5,2PS.5,2PP.5,3PP.5,1P.6,2PS.6,2PP.6,3PP.6,1P.7,2PS.7,2PP.7,3PP.7,1P.8,2PS.8,2PP.8,3PP.8,1P.9,2PS.9,2PP.9,3PP.9,1P.10,2PS.10,2PP.10,3PP
41,40,65.83578658,113.5174258,127.0365641,122.292273,63.81064754,110.5222913,123.5094334,110.3691841,87.96665492,149.1567932,161.5205806,155.7811369,35.96169887,55.87084101,61.08036629,55.98215561,83.09931612,120.8527667,137.7108559,124.2671209,51.46144312,87.35501123,96.1004281,91.4773443,21.62626022,32.16427975,34.02032685,31.48469855,52.42013657,71.38920468,79.38658973,73.0953314,71.46871729,74.7905767,78.84882563,77.85220186,13.26758246,16.00556953,16.27545497,16.27722111,13.19452403,15.60656614,15.61419594,15.47317141
42,41,67.43452343,113.944251,127.3893769,123.0133337,65.36162905,110.9262085,123.8191322,110.8715331,90.08136624,149.9596745,162.5942914,157.0382236,36.84689892,56.35877333,61.83555207,56.61960094,85.10618798,121.9122694,139.356562,125.8110366,52.70816734,87.80711924,96.70085175,92.2307879,22.15998862,32.49967405,34.55954866,31.91970922,53.69107562,72.1889587,80.5945771,74.14778853,73.17909928,76.40326697,80.59167717,79.54870269,13.59506852,16.31217195,16.61601374,16.60861721,13.52018472,15.92032317,15.95025191,15.79055956
43,42,69.03100512,114.3676195,127.7133014,123.7014151,66.91049146,111.3272211,124.102515,111.3693025,92.19206653,150.7378157,163.6104256,158.2446232,37.73143085,56.83951624,62.56752596,57.24880441,87.10969579,122.9668434,140.9494847,127.3311385,53.95299077,88.24808894,97.2677955,92.95585033,22.69338202,32.83318568,35.08765584,32.35128977,54.9601247,72.98605558,81.77560069,75.1887008,74.88586698,78.01273637,82.32428738,81.23606198,13.92235129,16.6163203,16.95370741,16.93717007,13.84564219,16.23169813,16.28391677,16.10580537
44,43,70.62523484,114.7880266,128.010703,124.3580258,68.45723768,111.7257564,124.361818,111.8627443,94.29876339,151.4934141,164.5720707,159.4023793,38.61529516,57.31372228,63.27700141,57.86993937,89.10984518,124.0170417,142.4913169,128.8277937,55.19591631,88.67902096,97.80312622,93.65360068,23.22644064,33.16502299,35.60487749,32.77946849,56.2272866,73.78076247,82.93026236,76.21819487,76.589028,79.61899133,84.04671645,82.91442316,14.24943093,16.91810696,17.28856007,17.26292633,14.17089659,16.54075846,16.61520753,16.41896608
45,44,72.21721574,115.2058936,128.2837535,124.9846051,70.0018706,112.1221759,124.5990874,112.3520706,96.40146441,152.2284696,165.4821486,160.5134535,39.49849236,57.78198352,63.96466996,58.48316514,91.10664179,125.0633415,143.9836972,130.301364,56.43694684,89.10090569,98.3086067,94.32506775,23.75916469,33.49536966,36.11143799,33.20427308,57.49256414,74.57330953,84.05915055,77.23639598,78.28858999,81.22203827,85.75902419,84.58392498,14.57630754,17.21762067,17.62059564,17.58593167,14.49594803,16.84756962,16.94414108,16.73009692
46,45,73.80695102,115.6215786,128.5344467,125.5825265,71.54439309,112.516785,124.8161957,112.8374604,98.50017717,152.9448028,166.3434246,161.5797278,40.38102295,58.24483721,64.63120188,59.08862918,93.10009125,126.1061543,145.4282118,131.7522054,57.67608525,89.51463435,98.78590142,94.9712416,24.29155438,33.82438764,36.6075571,33.62573081,58.75596011,75.36389504,85.16284055,78.243428,79.98456053,82.8218836,87.46127009,86.24470162,14.90298127,17.51494666,17.94983781,17.90623076,14.82079664,17.15219513,17.27073419,17.03925111
47,46,75.39444384,116.035386,128.7646135,126.1531008,73.08480806,112.9098423,125.0148559,113.3190653,100.5949092,153.6440708,167.1585156,162.6030088,41.26288742,58.70277078,65.27724687,59.68646881,95.09019915,127.145835,146.8263959,133.1806686,58.91333444,89.92100888,99.23658206,95.59307499,24.82360991,34.15221976,37.09345004,34.04386852,60.01747732,76.15268979,86.24189483,79.23941346,81.67694723,84.41853372,89.15351327,87.89688289,15.22945222,17.8101668,18.27631008,18.22386731,15.14544255,17.45469661,17.59500352,17.34647999
48,47,76.97969735,116.4475748,128.9759345,126.6975787,74.62311837,113.3015663,125.1966357,113.7970142,102.6856682,154.3277817,167.9298983,163.58503,42.1440863,59.15622655,65.90343462,60.27681273,97.0769711,128.1826899,148.1797354,134.5870986,60.14869728,90.32075091,99.66213264,96.19148478,25.35533151,34.47899191,37.5693276,34.45871274,61.27711855,76.93984097,87.29686328,80.22447352,83.36575766,86.01199501,90.83581251,89.54059438,15.55572054,18.10335972,18.60003575,18.53888411,15.46988588,17.75513388,17.91696559,17.65183306
49,48,78.56271473,116.858365,129.1699529,127.2171539,76.1593269,113.6921418,125.3629696,114.2714173,104.7724615,154.9973086,168.6599165,164.527455,43.02462007,59.60560583,66.5103755,60.85978226,99.0604127,129.2169833,149.4896688,135.9718353,61.38217664,90.71450982,100.0639545,96.76735332,25.88671936,34.80481511,38.03539623,34.87028971,62.5348866,77.72547541,88.32828355,81.19872805,85.05099936,87.60227383,92.50822623,91.17595764,15.88178634,18.39460096,18.92103794,18.851323,15.79412676,18.05356497,18.23663683,17.95535804
50,49,80.14349911,117.2679436,129.3480854,127.7129652,77.69343652,114.081725,125.51517,114.742369,106.8552967,155.653901,169.3507884,165.4318803,43.90448924,60.05127275,67.09866109,61.43549238,101.0405295,130.2489431,150.7575882,137.3352134,62.61377541,91.10286993,100.4433707,97.32152969,26.4177737,35.12978726,38.49185812,35.27862536,63.79078426,78.50970239,89.33668125,82.16229556,86.73267989,89.18937654,94.17081254,92.80309031,16.20764975,18.68396306,19.23933955,19.16122496,16.11816532,18.35004619,18.55403354,18.25710097
51,50,81.72205366,117.6764698,129.511633,128.1860996,79.2254501,114.4704482,125.6544381,115.2099509,108.9341814,156.2986964,170.0046131,166.2998382,44.78369431,60.49355773,67.6688648,62.0040526,103.0173271,131.278766,151.9848411,138.6775623,63.84349644,91.48635706,100.8016306,97.85483102,26.94849472,35.45399466,38.93891127,35.68374537,65.0448143,79.29261613,90.32257028,83.11529328,88.41080676,90.77330949,95.82362918,94.4221063,16.53331089,18.97151572,19.5549633,19.46863008,16.44200169,18.64463219,18.8691719,18.55710625
52,51,83.29838152,118.0840787,129.6617897,128.6375942,80.75537051,114.8584231,125.7818727,115.6742339,111.0091229,156.9327302,170.6233773,167.1327992,45.66223579,60.93276057,68.22154242,62.56556769,104.9908111,132.3066218,153.1727319,139.9992063,65.0713426,91.86544434,101.139914,98.36804364,27.47888263,35.77751341,39.37674964,36.08567518,66.29697951,80.07429784,91.28645307,84.05783717,90.0853875,92.354079,97.46673355,96.03311588,16.8587699,19.25732586,19.86793173,19.77357759,16.76563598,18.937376,19.18206797,18.85541667
53,52,84.87248583,118.4908853,129.7996521,129.0684388,82.28320061,115.2457442,125.8984794,116.13528,113.0801289,157.5569447,171.208961,167.9321742,46.54011416,61.36915329,68.75723264,63.12013832,106.960987,133.332657,154.322523,141.3004647,66.29731674,92.24055756,101.4593348,98.86192426,28.00893765,36.10041062,39.80556317,36.48444003,67.54728265,80.85481753,92.22882082,84.99004188,91.75642958,93.93169139,99.10018274,97.63622585,17.1840269,19.54145779,20.17826717,20.07610589,17.08906833,19.22832908,19.49273772,19.15207354
54,53,86.44436972,118.8969875,129.9262269,129.4795779,83.80894324,115.6324914,126.0051782,116.5931438,115.1472067,158.1721978,171.7631436,168.6993175,47.41732994,61.80298271,69.27645762,63.66786154,108.9278604,134.3569979,155.4354365,142.5816522,67.52142173,92.61207985,101.7609447,99.33720109,28.53865998,36.42274546,40.22553787,36.88006487,68.79572649,81.63423561,93.15015379,85.91202085,93.4239405,95.50615297,100.7240335,99.23153966,17.509082,19.82397324,20.48599178,20.37625256,17.41229887,19.51754136,19.80119698,19.44711668
55,54,88.01403633,119.3024682,130.0424384,129.8719127,85.33260127,116.0187323,126.1028112,117.0478738,117.2103638,158.7792702,172.2876089,169.4355288,48.29388363,62.23447279,69.77972345,64.20883124,110.8914368,135.3797539,156.5126552,143.8430781,68.74366041,92.98035596,102.0457369,99.79457491,29.06804984,36.7445701,40.63685595,37.27257449,70.0423138,82.41260416,94.05092149,86.82388624,95.0879277,97.07747004,102.3383421,100.8191576,17.83393535,20.10493155,20.79112751,20.67405438,17.73532771,19.80506129,20.10746148,19.7405845
56,55,89.58148878,119.7073982,130.1491351,130.2463032,86.85417754,116.4045241,126.1921488,117.4995134,119.2696077,159.3788728,172.7839505,170.1420553,49.16977572,62.66382675,70.26752066,64.74313851,112.8517216,136.4010191,157.5553238,145.0850473,69.96403563,93.34569613,102.3146493,100.2347201,29.59710742,37.06593055,41.03969584,37.66199345,71.28704734,83.18996814,94.93158297,87.72574898,96.74839864,98.64564886,103.9431648,102.3991767,18.15858706,20.38438968,21.09369615,20.96954736,18.05815498,20.0909359,20.41154684,20.03251406
57,56,91.1467302,120.1118375,130.2470961,130.6035703,88.37367489,116.7899152,126.2738957,117.9481019,121.3249457,159.9716523,173.2536764,170.8200938,50.04500671,63.09122899,70.74032471,65.27087192,114.8087206,137.4208749,158.5645506,146.30786,71.18255022,93.70837954,102.5685672,100.6582856,30.12583294,37.38686737,41.43423229,38.04834609,72.52992987,83.96636634,95.79258704,88.61771881,98.40536075,100.2106957,105.5385573,103.9716911,18.48303725,20.66240237,21.3937193,21.26276675,18.38078081,20.37521081,20.71346857,20.32294108
58,57,92.70976371,120.5158372,130.3370367,130.944497,89.89109617,117.1749464,126.3486971,118.3936748,123.3763854,160.5581977,173.698214,171.4707931,50.91957711,63.5168468,71.19859645,65.79211782,116.762439,138.4393915,159.5414081,147.5118116,72.39920703,94.0686574,102.8083268,101.065896,30.65422661,37.70741634,41.82063647,38.43165658,73.77096414,84.74183227,96.63437247,89.49990424,100.0588214,101.7726169,107.1245749,105.5367922,18.80728606,20.93902218,21.69121837,21.55374703,18.70320533,20.6579303,21.01324205,20.61190006
59,58,94.27059243,120.9194409,130.4196137,131.2698308,91.40644421,117.5596524,126.4171431,118.8362649,125.4239339,161.1390449,174.118914,172.0952556,51.7934874,63.940832,71.64278256,66.30696051,118.7128826,139.4566299,160.4869347,148.697193,73.61400889,94.42675578,103.0347176,101.4581524,31.18228863,38.027609,42.199076,38.8119489,75.0101529,85.51639487,97.45736824,90.3724126,101.7087881,103.3314185,108.7012729,107.0945684,19.13133361,21.21429961,21.9862146,21.84252199,19.02542866,20.93913733,21.31088258,20.89942425
60,59,95.82921945,121.3226853,130.49543,131.5802848,92.91972185,117.9440623,126.4797739,119.2759025,127.4675989,161.7146819,174.5170545,172.694539,52.66673809,64.36332236,72.07331599,66.81548248,120.6600566,140.4726423,161.402135,149.8642907,74.82695862,94.78287809,103.248485,101.8356329,31.71001922,38.34747318,42.56971506,39.18924683,76.24749889,86.29007915,98.26199378,91.23535004,103.3552682,104.8871069,110.2687058,108.6451057,19.45518002,21.48828315,22.27872904,22.12912467,19.34745092,21.21887359,21.60640532,21.18554574
61,60,97.38564789,121.725602,130.5650392,131.8765395,94.43093191,118.3282009,126.5370835,119.7126158,129.5073875,162.2855527,174.8938454,173.2696587,53.53932968,64.78444285,72.49061639,67.31776451,122.6039667,141.4874742,162.2879819,151.0133866,76.03805905,95.1372074,103.4503329,102.1988943,32.23741858,38.66703339,42.93271443,39.56357396,77.48300485,87.06290676,99.04865912,92.08882155,104.9982689,106.4396883,111.8269282,110.1884871,19.77882542,21.76101939,22.56878257,22.41358745,19.66927225,21.49717955,21.89982536,21.4702955
62,61,98.93988085,122.1282175,130.6289495,132.1592444,95.94007721,118.7120891,126.5895241,120.1464313,131.5433073,162.8520615,175.2504315,173.821589,54.41126267,65.20430689,72.8950905,67.81388584,124.5446183,142.5011649,163.1454168,152.1447585,77.247313,95.48990844,103.640926,102.5484722,32.76448692,38.98631129,43.28823158,39.93495368,78.71667352,87.83489641,99.81776517,92.93293097,106.6377978,107.9891689,113.3759942,111.7247936,20.10226993,22.03255308,22.8563959,22.695942,19.99089276,21.77409445,22.19115764,21.75370338
63,62,100.4919214,122.5305548,130.6876277,132.4290193,97.44716059,119.0957448,126.6375095,120.577374,133.5753654,163.4145763,175.5878963,174.3512649,55.28253754,65.62301741,73.28713256,68.30392427,126.4820168,143.5137482,163.975351,153.2586797,78.45472328,95.84112944,103.8208919,102.8848819,33.29122445,39.30532594,43.63642076,40.3034092,79.94850763,88.60606432,100.5697039,93.76778099,108.2738621,109.5355549,114.9159576,113.2541037,20.42551368,22.30292721,23.14158955,22.97621935,20.31231258,22.0496564,22.48041703,22.03579821
64,63,102.0417727,122.932633,130.741502,132.6864554,98.95218485,119.4791827,126.6814183,121.0054679,135.6035693,163.9734321,175.9072652,174.8595837,56.15315481,66.04066778,73.6671247,68.78795623,128.4161678,144.5252536,164.7786665,154.3554194,79.6602927,96.1910038,103.9908231,103.2086196,33.81763137,39.62409418,43.97743299,40.66896355,81.17850991,89.37642455,101.3048584,94.59347319,109.9064691,111.0788524,116.4468719,114.7764933,20.7485568,22.57218305,23.42438389,23.25444988,20.63353185,22.32390236,22.76761828,22.31660781
65,64,103.5894378,123.3344686,130.7909659,132.9321172,100.4551528,119.8624157,126.7215968,121.4307357,137.6279262,164.5289337,176.2095084,175.3474066,57.02311496,66.45734273,74.0354373,69.2660569,130.3470766,145.5357065,165.556217,155.4352426,80.86402408,96.53965156,104.1512792,103.5201625,34.34370789,39.94263085,44.31141623,41.03163959,82.40668308,90.1459893,102.0236035,95.41010801,111.5356261,112.6190676,117.9687903,116.2920365,21.07139939,22.84036026,23.70479909,23.53066332,20.95455067,22.59686821,23.05277602,22.59615902
66,65,105.1349198,123.7360755,130.8363805,133.1665432,101.9560673,120.2454544,126.7583621,121.8531995,139.6484434,165.0813586,176.4955445,175.81556,57.89241848,66.87311917,74.39242935,69.73830028,132.2747486,146.545129,166.3088291,156.4984102,82.06592021,96.88718074,104.3027886,103.81997,34.86945423,40.26094904,44.63851536,41.39145996,83.63302987,90.91476916,102.7263053,96.21778482,113.1613406,114.1562067,119.4817656,117.8008052,21.3940416,23.10749695,23.98285517,23.80488879,21.27536918,22.86858875,23.3359048,22.87447772
67,66,106.6782217,124.1374658,130.8780774,133.3902472,103.4549311,120.6283079,126.7920043,122.2728803,141.6651283,165.6309595,176.7662424,176.2648369,58.76106589,67.28806685,74.73844882,70.20475921,134.1991894,147.5535401,167.0373024,157.5451792,83.2659839,97.23368855,104.4458501,104.1084842,35.39487058,40.5790603,44.95887227,41.74844717,84.85755299,91.68277335,103.413322,97.01660188,114.7836196,115.6902758,120.9858503,119.302869,21.71648355,23.37362969,24.25857199,24.07715481,21.59598751,23.13909778,23.61701906,23.15158893
68,67,108.2193466,124.5386494,130.9163609,133.6037196,104.951747,121.010984,126.8227886,122.689799,143.6779881,166.1779662,177.0224247,176.6959986,59.62905766,67.70224908,75.07383296,70.66550544,136.1204043,148.5609566,167.7424113,158.5758024,84.46421792,97.57926248,104.5809347,104.3861305,35.91995715,40.89697482,45.27262595,42.10262351,86.08025514,92.45000991,104.0850037,97.80665637,116.4024705,117.2212811,122.4810968,120.7982957,22.03872535,23.63879363,24.53196921,24.3474893,21.91640577,23.40842807,23.89613312,23.42751676
69,68,109.7582977,124.9396351,130.9515107,133.8074285,106.4465178,121.393489,126.8509579,123.1039754,145.68703,166.7225881,177.2648697,177.1097754,60.4963943,68.11572332,75.39890868,71.12060971,138.0383988,149.5673927,168.4249051,159.5905289,85.66062509,97.92398126,104.7084873,104.6533182,36.44471416,41.21470158,45.5799125,42.45401113,87.30113905,93.21648584,104.7416928,98.58804441,118.0179005,118.7492287,123.967557,122.2871514,22.36076714,23.90302255,24.80306636,24.61591962,22.2366241,23.67661143,24.17326123,23.70228451
70,69,111.2950779,125.34043,130.9837832,134.0018203,107.9392463,121.7758285,126.8767346,123.5154292,147.6922613,167.2650157,177.4943142,177.5068683,61.36307631,68.5285417,75.71399284,71.57014174,139.9531781,150.5728612,169.0855092,160.5896039,86.85520817,98.26791572,104.8289279,104.9104414,36.9691418,41.53224852,45.88086523,42.80263197,88.52020741,93.98220728,105.3837237,99.36086108,119.6299168,120.2741246,125.4452824,123.7694999,22.68260904,24.16634885,25.07188278,24.88247253,22.55664261,23.94367873,24.44841751,23.97591465
71,70,112.8296904,125.7410406,131.0134141,134.1873213,109.4299354,122.1580072,126.9003218,123.9241796,149.6936892,167.8054224,177.7114552,177.88795,62.22910416,68.94075151,76.01939253,72.01417029,141.8647478,151.5773729,169.7249257,161.5732688,88.04796996,98.61112963,104.9426531,105.1578791,37.49324029,41.84962262,46.17561469,43.14850783,89.73746292,94.74717959,106.0114238,100.1252004,121.2385267,121.795975,126.9143245,125.2454038,23.00425117,24.42880371,25.33843767,25.14717427,22.87646144,24.20965993,24.72161598,24.24842888
72,71,114.3621382,126.141472,131.0406197,134.3643379,110.9185877,122.5400291,126.9219056,124.3302454,151.6913209,168.3439661,177.9169526,178.2536662,63.09447837,69.3523957,76.31540543,72.45276317,143.7731132,152.5809373,170.343834,162.5417614,89.23891322,98.95368037,105.0500373,105.3959961,38.01700983,42.16683007,46.46428876,43.49166032,90.95290828,95.5114075,106.625113,100.8811553,122.8437374,123.314786,128.3747342,126.7149236,23.32569366,24.69041702,25.60275005,25.41005053,23.1960807,24.47458409,24.99287059,24.51984817
73,72,115.8924243,126.5417288,131.0655986,134.5332584,112.4052061,122.9218974,126.9416563,124.7336451,153.6851637,168.8807906,178.1114306,178.6046363,63.95919941,69.76351321,76.60232007,72.8859873,145.6782797,153.5835628,170.9428921,163.4953155,90.42804073,99.29561957,105.151434,105.6251436,38.54045063,42.48387631,46.74701266,43.83211089,92.16654619,96.27489516,107.2251039,101.6288179,124.445556,124.8305635,129.8265622,128.1781183,23.64693662,24.95121755,25.86483878,25.67112647,23.51550052,24.73847942,25.26219517,24.79019272
74,73,117.4205518,126.9418149,131.0885331,134.6944529,113.8897933,123.303615,126.9597296,125.1343969,155.6752247,169.4160267,178.2954803,178.941455,64.82326779,70.17413939,76.8804161,73.31390872,147.5802526,154.5852567,171.5227365,164.4341617,91.61535526,99.6369937,105.2471772,105.8456595,39.06356289,42.80076615,47.02390904,44.1698808,93.37837931,97.03764624,107.8117024,102.368279,126.0439898,126.3433138,131.2698591,129.6350454,23.96798019,25.21123288,26.12472258,25.93042674,23.83472103,25.00137329,25.52960344,25.05948208
75,74,118.9465237,127.3417336,131.1095906,134.8482749,115.3723521,123.6851844,126.9762681,125.5325189,157.661511,169.9497933,178.4696607,179.2646929,65.686684,70.58430632,77.14996458,73.73659258,149.4790373,155.5860254,172.0839835,165.3585269,92.80085958,99.9778446,105.3375821,106.0578688,39.58634683,43.11750384,47.29509802,44.50499116,94.58841036,97.799664,108.3852073,103.0996287,127.6390457,127.8530428,132.7046749,131.0857606,24.28882449,25.47048956,26.38241999,26.18797549,24.15374235,25.26329227,25.79510904,25.32773511
76,75,120.4703431,127.7414876,131.1289247,134.9950615,116.8528854,124.0666075,126.9914022,125.9280287,159.64403,170.4821991,178.6345013,179.5748975,66.54944853,70.99404312,77.41122823,74.15410321,151.3746391,156.5858746,172.6272297,166.2686342,93.98455644,100.3182099,105.4229464,106.2620845,40.10880263,43.43409312,47.56069724,44.83746292,95.79664199,98.56095133,108.945911,103.8229558,129.2307311,129.3597566,134.1310594,132.5303187,24.60946964,25.72901304,26.63794941,26.44379636,24.4725646,25.52426213,26.0587255,25.59497002
77,76,121.9920131,128.1410793,131.1466767,135.1351346,118.3313958,124.4478861,127.0052512,126.320944,161.6227886,171.0133425,178.7905027,179.8725944,67.41156187,71.4033762,77.6644617,74.5665041,153.2670634,157.584809,173.1530522,167.1647038,95.1664486,100.6581235,105.5035512,106.4586077,40.63093053,43.75053732,47.82082193,45.16731685,97.00307689,99.32151083,109.4940991,104.5383485,130.819053,130.8634612,135.5490623,133.9687724,24.92991576,25.9868278,26.89132908,26.69791252,24.79118791,25.78430789,26.32046628,25.8612044
78,77,123.5115366,128.5405108,131.1629761,135.2688011,119.8078861,124.8290217,127.0179244,126.711282,163.597794,171.5433136,178.938139,180.1582879,68.27302451,71.81232954,77.90991183,74.97385795,155.1563155,158.5828333,173.6620101,168.0469521,96.3465388,100.9976158,105.5796618,106.6477281,41.1527307,44.06683935,48.07558493,45.49457357,98.20771773,100.0813448,110.0300511,105.2458938,132.4040186,132.3641625,136.9587327,135.4011736,25.25016299,26.24395734,27.14257707,26.95034667,25.10961241,26.04345382,26.58034472,26.12645524
79,78,125.0289166,128.9397838,131.1779417,135.3963541,121.2823591,125.2100155,127.0295216,127.09906,165.5690534,172.072194,179.0778588,180.432462,69.13383694,72.22092491,78.14781785,75.37622664,157.0424007,159.5799512,174.1546442,168.9155922,97.52482981,101.3367144,105.6515288,106.8297247,41.67420338,44.38300179,48.32509677,45.81925352,99.41056718,100.8404554,110.5540401,105.9456776,133.9856348,133.8618667,138.3601196,136.8275727,25.57021143,26.50042424,27.39171134,27.20112107,25.42783821,26.30172347,26.83837406,26.39073895
80,79,126.5441563,129.3388998,131.1916829,135.5180732,122.7548176,125.5908686,127.0401343,127.484295,167.5365738,172.6000582,179.2100865,180.6955811,69.99399966,72.62918204,78.37841164,75.77367129,158.9253243,160.5761662,174.631478,169.7708342,98.70132436,101.6754438,105.7193889,107.0048656,42.19534875,44.69902694,48.56946567,46.14137699,100.6116279,101.5988444,111.0663331,106.6377853,135.5639089,135.3565796,139.7532718,138.2480188,25.89006122,26.75625019,27.63874965,27.45025749,25.74586544,26.55913971,27.09456746,26.65407139
81,80,128.0572586,129.7378602,131.2042998,135.6342253,124.2252643,125.971582,127.0498462,127.8670039,169.5003624,173.126974,179.335224,180.9480911,70.85351316,73.03711886,78.60191795,76.16625225,160.8050917,161.5714814,175.0930184,170.6128846,99.87602518,102.0138265,105.7834656,107.1734093,42.71616703,45.0149168,48.80879765,46.46096412,101.8109026,102.3565136,111.5671912,107.3223009,137.1388478,136.8483073,141.1382375,139.6625597,26.20971248,27.01145603,27.88370965,27.69777729,26.06369422,26.81572471,27.348938,26.91646788
82,81,129.5682265,130.1366659,131.2158846,135.7450649,125.6937019,126.3521563,127.0587337,128.2472034,171.4604262,173.6530031,179.4536514,181.1904196,71.71237792,73.44475164,78.81855465,76.55402911,162.681708,162.5658996,175.5397558,171.4419469,101.048935,102.3518823,105.8439697,107.3356042,43.23665842,45.33067317,49.04319654,46.77803487,103.0083938,103.1134646,112.0568695,107.9993078,138.7104586,138.3370557,142.5150649,141.0712423,26.52916533,27.26606177,28.12660881,27.94370139,26.38132469,27.07150001,27.60149863,27.17794321
83,82,131.0770631,130.5353179,131.2265218,135.850835,127.1601332,126.7325923,127.066867,128.62491,173.4167723,174.1782017,179.5657286,181.4229773,72.57059443,73.85209515,79.02853287,76.93706072,164.5551787,163.5594233,175.9721651,172.2582214,102.2200566,102.6896292,105.9011004,107.4916894,43.75682312,45.64629762,49.27276401,47.09260905,104.2041043,103.8696988,112.5356178,108.6688883,140.2787484,139.8228308,143.8838019,142.4741122,26.8484199,27.52008663,28.36746448,28.1880503,26.69875695,27.32648649,27.85226223,27.4385117
84,83,132.5837713,130.933817,131.2362889,135.9517675,128.6245609,127.1128905,127.0743102,129.0001403,175.3694078,174.702621,179.6717961,181.6461581,73.42816319,74.25916278,79.23205728,77.3154052,166.4255089,164.5520548,176.3907057,173.0619055,103.3893927,103.0270836,105.955046,107.6418951,44.27666134,45.96179156,49.49759966,47.40470633,105.3980366,104.6252175,113.0036799,109.3311238,141.8437241,141.3056384,145.2444959,143.8712139,27.1674763,27.77354908,28.60629385,28.43084411,27.01599114,27.58070442,28.1012416,27.69818715
85,84,134.0883541,131.3321639,131.2452571,136.0480837,130.0869878,127.4930514,127.0811218,129.3729105,177.3183396,175.2263074,179.7721762,181.86034,74.28508468,74.6659667,79.42932626,77.68911995,168.2927039,165.5437961,176.7958226,173.8531932,104.5569459,103.3642599,106.005984,107.7864427,44.79617329,46.27715621,49.71780103,47.71434621,106.5901935,105.3800221,113.4612943,109.9860951,143.4053928,142.7854846,146.5971942,145.2625909,27.48633467,28.02646685,28.84311396,28.67210253,27.33302738,27.83417347,28.34844942,27.95698293
86,85,135.5908147,131.7303592,131.253492,136.1399947,131.5474165,127.8730755,127.0873556,129.7432369,179.2635748,175.7493034,179.8671737,182.065886,75.1413594,75.07251796,79.62053207,78.05826166,170.156769,166.534649,177.1879462,174.6322759,105.7227191,103.7011714,106.054082,107.9255455,45.31535917,46.59239268,49.93346363,48.02154803,107.7805776,106.1341136,113.9086944,110.6338817,144.9637615,144.2623753,147.9419438,146.6482858,27.80499512,28.278857,29.07794172,28.91184483,27.6498658,28.08691274,28.59389831,28.21491196
87,86,137.0911558,132.1284035,131.2610535,136.2277019,133.00585,128.252963,127.0930606,130.1111355,181.2051204,176.2716477,179.9570775,182.2631442,75.99698782,75.47882657,79.80586108,78.42288631,172.0177095,167.5246154,177.5674934,175.3993417,106.8867149,104.0378299,106.0994986,108.0594084,45.83421918,46.90750195,50.14468103,48.326331,108.9691915,106.8874932,114.346108,111.2745624,146.5188371,145.7363163,149.2787915,148.0283399,28.12345778,28.53073589,29.31079388,29.15008996,27.96650651,28.33894074,28.83760078,28.47198671
88,87,138.5893806,132.5262971,131.2679968,136.3113976,134.4622907,128.6327144,127.0982818,130.4766224,183.1429834,176.7933752,180.0421606,182.4524488,76.85197044,75.88490164,79.98549393,78.78304922,173.8755305,168.5136968,177.9348674,176.154576,108.048936,104.374246,106.1423831,108.188229,46.35275353,47.22248486,50.35154485,48.62871415,110.1560378,107.6401619,114.7737581,111.9082152,148.0706265,147.2073136,150.6077836,149.402794,28.44172276,28.78211924,29.54168708,29.38685645,28.28294964,28.59027546,29.07956924,28.72821925
89,88,140.0854921,132.9240405,131.2743725,136.3912654,135.9167416,129.0123299,127.1030603,130.8397133,185.0771708,177.3145182,180.1226815,182.6341205,77.70630774,76.29075143,80.1596057,79.13880498,175.7302374,169.5018948,178.2904587,176.8981613,109.2093852,104.7104293,106.1828768,108.312197,46.87096243,47.5373422,50.55414482,48.92871639,111.3411192,108.3921207,115.1918626,112.5349172,149.6191368,148.6753729,151.9289663,150.7716876,28.7597902,29.03302217,29.77063779,29.62216248,28.59919531,28.84093435,29.31981605,28.98362126
90,89,141.5794931,133.321634,131.2802271,136.4674803,137.3692052,129.3918096,127.1074337,131.200424,187.0076896,177.8351056,180.1988849,182.8084671,78.56000022,76.69638344,80.32836609,79.49020756,177.5818352,170.4892106,178.6346452,177.6302773,110.3680651,105.0463885,106.2211129,108.4314953,47.38884608,47.85207463,50.75256885,49.22635647,112.5244383,109.1433705,115.6006346,113.1547447,151.1643748,150.1405003,153.2423855,152.1350596,29.07766022,29.28345918,29.99766236,29.85602588,28.91524365,29.09093432,29.55835345,29.23820402
91,90,143.0713867,133.7190779,131.2856033,136.5402093,138.8196844,129.771154,127.1114365,131.5587702,188.9345467,178.3551641,180.2710024,182.9757839,79.41304836,77.10180449,80.49193959,79.83731023,179.4303293,171.4756457,178.9677928,178.3511009,111.5249784,105.3821313,106.2572175,108.5462999,47.90640467,48.16668277,50.94690301,49.52165297,113.7059977,109.8939122,116.0002825,113.767773,152.7063476,151.6027015,154.5480868,153.492948,29.39533293,29.53344421,30.22277698,30.08846411,29.23109478,29.34029182,29.79519361,29.49197844
