"","length","c.k...0.00136722453658494.","c.k...0.00189853220600135.","c.k...0.000755054874477685.","c.k...0.00167767190321118.","c.k...0.00152579467102677.","c.k...0.000627843731443554.","c.k...0.00148818269453898.","c.k...0.00211539086701968.","c.k...0.000620894164492632.","c.k...0.000624183810286644."
"k",0.00141158498863653,0.00136722453658494,0.00189853220600135,0.000755054874477685,0.00167767190321118,0.00152579467102677,0.000627843731443554,0.00148818269453898,0.00211539086701968,0.000620894164492632,0.000624183810286644
